,Name,Actual,Predict
424,CCC(C)C(CC)CC,413.15,413.50638
425,CCCCC(C)C(C)C,413.65,412.02698
426,CCCC(C)(CC)CC,413.75,413.89737
427,CCCC(C)C(C)CC,413.75,413.10995
428,CC1CCC(C(C1)C)C,416.05,415.50894
429,CCC(CC)(CC)CC,419.45,418.87967
430,CC1(C2CC3C1C3C2)C,411.15,412.04907
431,CCCC(CC)CCC,414.35,415.1844
432,CCCCC(C)CCC,415.55,415.10257
433,CCCCC(CC)CC,416.15,416.66138
434,CCCCCCC(C)C,416.35,415.89392
435,CCCCCC(C)CC,417.35,417.29013
436,CCCCCCCC,398.75,399.69846
437,CC1CCCCC1(C)C,418.35,415.70755
438,CCCCC(C)(C)C(C)C,433.35,434.92044
439,CCC(C)CC(C)C(C)C,433.85,432.51785
440,CCCC(C)C(C)C(C)C,434.15,434.44217
441,CCC(C)(CC)CC(C)C,434.25,433.34784
442,CCCC(C)(C)C(C)CC,434.25,433.02356
443,CCCC(C)C(C)(C)CC,435.05,434.66748
444,CCC(C)C(CC)C(C)C,435.15,433.87527
445,CCC(CC)C(C)C(C)C,435.15,434.49963
446,CCC(C)C(C)(CC)CC,435.25,436.423
447,CCC(C)C(C)C(C)CC,435.65,435.74442
448,CCC(CC)C(C)(C)CC,436.05,435.94174
449,CCCC(C)(CC)C(C)C,439.15,436.577
450,CCC(CC)(CC)C(C)C,445.15,443.71713
451,CCCCCCC(C)(C)C,428.15,426.27762
452,CC(C)CC1CCCC1,421.15,420.7518
453,CCCCC(C)CC(C)C,429.15,429.36685
454,CCCCC(C)(C)CCC,430.65,430.01086
455,CCCC(CC)CC(C)C,431.15,429.44867
456,CCC(C)CC(CC)CC,431.35,432.47232
457,CCCC(C)CCC(C)C,431.65,431.62848
458,CCCC(CCC)C(C)C,432.05,433.53012
459,CCCC(C)CC(C)CC,432.55,431.96005
460,CCC(CC)CCC(C)C,432.85,432.5876
461,CC(C)CCCCC(C)C,433.05,432.7685
462,CCC(C)CCCC(C)C,433.55,432.67133
463,CCC(C)CCC(C)CC,433.95,434.2277
464,CCC1(CCCCC1)C,425.35,425.15576
