,SMILES,T,Vapor_Presssure
297,CC(C)C=O,310.60574,12.579985869109546
298,CC(C)C=O,294.33762,11.886920659085659
299,CC(C)C=O,312.1114,12.63979194059974
300,CCC(C)O,327.9393,9.564491704231573
301,CCC(C)O,343.96454,10.345222984185094
302,CCC(C)O,334.12714,9.877936997752652
303,CCC(C)O,308.2582,8.451194411128268
304,CCC(C)O,336.5214,9.995053552682494
305,CCC(=O)C,303.3726,9.639865298464338
306,CCC(=O)C,322.04117,10.43539661166124
307,CCC(=O)C,310.58112,9.96078965634834
308,CCC(=O)C,280.44513,8.483013737347536
309,CCC(=O)C,313.37027,10.08016819605184
310,CC(CN)O,348.44754,8.113157142910115
311,CC(CN)O,369.09863,9.10743222675115
312,CC(CN)O,356.42157,8.510895269117182
313,CC(CN)O,323.0853,6.715864996619931
314,CC(CN)O,359.50693,8.660000356930507
315,CCC(=O)N,420.7309,9.069125871799603
316,CCC(=O)N,440.0603,9.82814736338393
317,CCC(=O)N,428.1946,9.372580642594354
318,CCC(=O)N,396.99185,8.004924785510227
319,CCC(=O)N,431.0825,9.48640014851661
320,CCC(=O)O,395.07272,10.893027077872263
321,CCC(=O)O,405.81128,11.255288261616629
322,CCC(=O)O,399.2192,11.035711152373889
323,CCC(=O)O,381.88437,10.413951141832866
324,CCC(=O)O,400.8236,11.089959169302219
325,C=CC(=O)O,339.05173,8.602216460672398
326,C=CC(=O)O,358.05072,9.46442788919444
327,C=CC(=O)O,346.38785,8.946878395593888
328,C=CC(=O)O,315.71848,7.39400117524961
329,C=CC(=O)O,349.22638,9.07617113303921
330,CC(=O)NC,395.7871,8.676872732452043
331,CC(=O)NC,416.60342,9.488866385321147
332,CC(=O)NC,403.82495,9.00033075676458
333,CC(=O)NC,370.222,7.554706148352011
334,CC(=O)NC,406.935,9.122056362797386
335,CC(=O)OC,290.9018,9.936436078149862
336,CC(=O)OC,305.9358,10.605017580004391
337,CC(=O)OC,296.7069,10.204283543685955
338,CC(=O)OC,272.4381,8.991266388858099
339,CC(=O)OC,298.95303,10.304557892527292
340,CC(=O)OO,310.35382,8.265267867552236
341,CC(=O)OO,328.5268,9.213716332860614
342,CC(=O)OO,317.371,8.644368053845156
343,CC(=O)OO,288.03506,6.936701778402011
344,CC(=O)OO,320.0861,8.786589628307226
345,CC(C)C(C)C,285.92056,9.835916209942807
346,CC(C)C(C)C,301.45016,10.483990059205103
347,CC(C)C(C)C,291.91702,10.095786080782581
348,CC(C)C(C)C,266.84814,8.916325772714428
349,CC(C)C(C)C,294.2372,10.192992807430437
350,CC(C)C(=O)O,378.63718,9.761774978880391
351,CC(C)C(=O)O,395.48846,10.4314118160729
352,CC(C)C(=O)O,385.144,10.02916713666041
353,CC(C)C(=O)O,357.94162,8.827472058199374
354,CC(C)C(=O)O,387.66165,10.129572501290603
355,CC(=C)C(=O)O,373.9393,9.250336829205494
356,CC(=C)C(=O)O,389.96454,9.928597663736868
357,CC(=C)C(=O)O,380.12714,9.520265841538203
358,CC(=C)C(=O)O,354.2582,8.316488142352302
359,CC(=C)C(=O)O,382.5214,9.621935770922587
360,CC1(C2CCC(C2)C1=C)C,360.69342,9.086248113585933
361,CC1(C2CCC(C2)C1=C)C,379.0316,9.794747589018446
362,CC1(C2CCC(C2)C1=C)C,367.77435,9.369108126834776
363,CC1(C2CCC(C2)C1=C)C,338.17175,8.098402828855349
364,CC1(C2CCC(C2)C1=C)C,370.51416,9.475339905026408
365,C/C=C(\C)/C(=O)O,407.2976,9.265170481942095
366,C/C=C(\C)/C(=O)O,423.98367,9.943806745826691
367,C/C=C(\C)/C(=O)O,413.74063,9.536387283845627
368,C/C=C(\C)/C(=O)O,386.80493,8.315073223035768
369,C/C=C(\C)/C(=O)O,416.2336,9.638150506570302
370,CN1CCN(C1=O)C,401.25787,8.64201367269896
371,CN1CCN(C1=O)C,425.70877,9.526125647776219
372,CN1CCN(C1=O)C,410.69916,8.999317528521779
373,CN1CCN(C1=O)C,371.229,7.346740283558921
374,CN1CCN(C1=O)C,414.3522,9.13200533086079
375,C1CC2=CC=CC3=C2C1=CC=C3,382.6207,6.123987274053736
376,C1CC2=CC=CC3=C2C1=CC=C3,390.2203,6.49168684551973
377,C1CC2=CC=CC3=C2C1=CC=C3,385.55515,6.268073822177138
378,C1CC2=CC=CC3=C2C1=CC=C3,373.28738,5.647102444040051
379,C1CC2=CC=CC3=C2C1=CC=C3,386.69055,6.323105380353123
380,CC1=CNC2=CC=CC=C12,426.4078,7.818815847066684
381,CC1=CNC2=CC=CC=C12,454.8237,8.94103077848105
382,CC1=CNC2=CC=CC=C12,437.3801,8.271378606858093
383,CC1=CNC2=CC=CC=C12,391.50937,6.18911806040143
384,CC1=CNC2=CC=CC=C12,441.62555,8.439776265680317
385,C1=CC=C2C(=C1)C(=O)OC2=O,456.29538,8.813286745708012
386,C1=CC=C2C(=C1)C(=O)OC2=O,481.7375,9.63235505848694
387,C1=CC=C2C(=C1)C(=O)OC2=O,466.1194,9.144398026333247
388,C1=CC=C2C(=C1)C(=O)OC2=O,425.0491,7.611881922757036
389,C1=CC=C2C(=C1)C(=O)OC2=O,469.92053,9.267326888703884
390,CC(C)CCOC(=O)C1=CC=CC=C1O,300.9228,-0.1263171312997322
391,CC(C)CCOC(=O)C1=CC=CC=C1O,307.69635,0.520141539855274
392,CC(C)CCOC(=O)C1=CC=CC=C1O,303.53827,0.1287661048930424
393,CC(C)CCOC(=O)C1=CC=CC=C1O,292.60397,-0.9872078212247857
394,CC(C)CCOC(=O)C1=CC=CC=C1O,304.55026,0.22558875241448462
395,CCOC(=O)C1=CC=CC=C1N,487.33286,10.144377449642455
396,CCOC(=O)C1=CC=CC=C1N,513.76624,10.85001041539807
397,CCOC(=O)C1=CC=CC=C1N,497.5396,10.428356859931279
398,CCOC(=O)C1=CC=CC=C1N,454.8692,9.128250018234628
399,CCOC(=O)C1=CC=CC=C1N,501.48886,10.534226601179068
400,CCCC(C)C1=CC=CC=C1O,432.31635,9.071315371919935
401,CCCC(C)C1=CC=CC=C1O,449.49805,9.675555998037652
402,CCCC(C)C1=CC=CC=C1O,438.95074,9.312110689096905
403,CCCC(C)C1=CC=CC=C1O,411.21497,8.234941345677278
404,CCCC(C)C1=CC=CC=C1O,441.51776,9.40269521828395
405,C1C2=CC=CC=C2C(=O)O1,434.21817,7.868084262831655
406,C1C2=CC=CC=C2C(=O)O1,466.43384,8.98876286359271
407,C1C2=CC=CC=C2C(=O)O1,446.65765,8.3220558151857
408,C1C2=CC=CC=C2C(=O)O1,394.65308,6.210163160659491
409,C1C2=CC=CC=C2C(=O)O1,451.47083,8.490276068897208
410,CC1=C(C(=CC=C1)C)N,376.08698,7.8901634174709905
411,CC1=C(C(=CC=C1)C)N,404.83328,9.00638781121625
412,CC1=C(C(=CC=C1)C)N,387.18683,8.342422087365238
413,CC1=C(C(=CC=C1)C)N,340.78275,6.237440070404396
414,CC1=C(C(=CC=C1)C)N,391.48166,8.509975906006797
415,CCOC(=O)C(C(C(=O)OCC)O)O,434.12445,7.780156126291395
416,CCOC(=O)C(C(C(=O)OCC)O)O,463.862,8.904705120149771
417,CCOC(=O)C(C(C(=O)OCC)O)O,445.6071,8.2328242893389
418,CCOC(=O)C(C(C(=O)OCC)O)O,397.60284,6.159374286507077
419,CCOC(=O)C(C(C(=O)OCC)O)O,450.05,8.401548704404632
420,CC1=CC(=C(C(=C1)C)N)C,387.18292,7.43487385807326
421,CC1=CC(=C(C(=C1)C)N)C,409.6513,8.456355891920428
422,CC1=CC(=C(C(=C1)C)N)C,395.85867,7.844546544209589
423,CC1=CC(=C(C(=C1)C)N)C,359.5888,5.984434068123093
424,CC1=CC(=C(C(=C1)C)N)C,399.21555,7.99776397906388
425,CCC(CC)C(=O)O,405.58096,9.324689465569557
426,CCC(CC)C(=O)O,420.94537,9.943850758509686
427,CCC(CC)C(=O)O,411.51364,9.569659455018776
428,CCC(CC)C(=O)O,386.71146,8.491537984492354
429,CCC(CC)C(=O)O,413.80914,9.662418588487242
430,CC(C)(C)C1=CC=CC=C1O,385.38907,7.921865719176001
431,CC(C)(C)C1=CC=CC=C1O,413.30933,9.039029988257981
432,CC(C)(C)C1=CC=CC=C1O,396.16998,8.375639711568763
433,CC(C)(C)C1=CC=CC=C1O,351.09933,6.250337797035245
434,CC(C)(C)C1=CC=CC=C1O,400.34137,8.54336066991413
435,CC1=CC(=C(C=C1)C(C)(C)C)O,425.20166,8.815481826772919
436,CC1=CC(=C(C=C1)C(C)(C)C)O,448.16568,9.635521592866834
437,CC1=CC(=C(C=C1)C(C)(C)C)O,434.0688,9.144872722554688
438,CC1=CC(=C(C=C1)C(C)(C)C)O,396.99887,7.64377401624802
439,CC1=CC(=C(C=C1)C(C)(C)C)O,437.4997,9.267889263098972
440,CCC(C)C1=CC=CC=C1O,472.7144,10.800653267279962
441,CCC(C)C1=CC=CC=C1O,482.7921,11.073105515721693
442,CCC(C)C1=CC=CC=C1O,476.60574,10.907628909882908
443,CCC(C)C1=CC=CC=C1O,460.33762,10.444635532003145
444,CCC(C)C1=CC=CC=C1O,478.1114,10.94841408313404
445,CC1=CC(=C(C=C1)C(C)C)O,398.42654,8.012397809090524
446,CC1=CC(=C(C=C1)C(C)C)O,427.33807,9.172709606897513
447,CC1=CC(=C(C=C1)C(C)C)O,409.5902,8.483086025524832
448,CC1=CC(=C(C=C1)C(C)C)O,362.91943,6.285738041605523
