,Name,SMILES,A,B,C,Tmin,Tmax,No.C,SMILES,Atom,Count Unique Atom,Pass Screen
1646,"5-Ethyl-2,3-dimethylheptane",CCC(CC)CC(C)C(C)C,20.08498925,3150.949545,-83,451,451,11,CCC(CC)CC(C)C(C)C,"[1, 6]",2,TRUE
1647,"3-Ethyl-2,4-dimethylheptane",CCCC(C)C(CC)C(C)C,20.066062,3143.995738,-84,452,452,11,CCCC(C)C(CC)C(C)C,"[1, 6]",2,TRUE
1648,"4-Ethyl-2,4-dimethylheptane",CCCC(C)(CC)CC(C)C,19.91692356,3021.958728,-83,443,443,11,CCCC(C)(CC)CC(C)C,"[1, 6]",2,TRUE
1649,"5-Ethyl-2,4-dimethylheptane",CCC(CC)C(C)CC(C)C,20.07640061,3130.686796,-83,449,449,11,CCC(CC)C(C)CC(C)C,"[1, 6]",2,TRUE
1650,"3-Ethyl-2,5-dimethylheptane",CCC(C)CC(CC)C(C)C,20.07640061,3130.686796,-83,449,449,11,CCC(C)CC(CC)C(C)C,"[1, 6]",2,TRUE
1651,"4-Ethyl-2,5-dimethylheptane",CCC(C)C(CC)CC(C)C,20.07207175,3120.555421,-83,448,448,11,CCC(C)C(CC)CC(C)C,"[1, 6]",2,TRUE
1652,"5-Ethyl-2,5-dimethylheptane",CCC(C)(CC)CCC(C)C,19.95120906,3101.69725,-83,451,451,11,CCC(C)(CC)CCC(C)C,"[1, 6]",2,TRUE
1653,"3-Ethyl-2,6-dimethylheptane",CCC(CCC(C)C)C(C)C,20.07640061,3130.686796,-83,449,449,11,CCC(CCC(C)C)C(C)C,"[1, 6]",2,TRUE
1654,"4-Ethyl-2,6-dimethylheptane",CCC(CC(C)C)CC(C)C,20.05017416,3069.944601,-83,443,443,11,CCC(CC(C)C)CC(C)C,"[1, 6]",2,TRUE
1655,"4-Ethyl-3,3-dimethylheptane",CCCC(CC)C(C)(C)CC,19.9368179,3104.805739,-84,453,453,11,CCCC(CC)C(C)(C)CC,"[1, 6]",2,TRUE
1656,"5-Ethyl-3,3-dimethylheptane",CCC(CC)CC(C)(C)CC,19.93849879,3071.786669,-83,448,448,11,CCC(CC)CC(C)(C)CC,"[1, 6]",2,TRUE
1657,"3-Ethyl-3,4-dimethylheptane",CCCC(C)C(C)(CC)CC,19.95770235,3154.679733,-84,458,458,11,CCCC(C)C(C)(CC)CC,"[1, 6]",2,TRUE
1658,"4-Ethyl-3,4-dimethylheptane",CCCC(C)(CC)C(C)CC,19.94103163,3114.775933,-84,454,454,11,CCCC(C)(CC)C(C)CC,"[1, 6]",2,TRUE
1659,"3-Ethyl-4,5-dimethylheptane",CCC(C)C(C)C(CC)CC,20.07891042,3174.366835,-84,455,455,11,CCC(C)C(C)C(CC)CC,"[1, 6]",2,TRUE
1660,"3-Ethyl-3,5-dimethylheptane",CCC(C)CC(C)(CC)CC,19.9368179,3104.805739,-84,453,453,11,CCC(C)CC(C)(CC)CC,"[1, 6]",2,TRUE
1661,"4-Ethyl-3,5-dimethylheptane",CCC(C)C(CC)C(C)CC,20.07465064,3164.258486,-84,454,454,11,CCC(C)C(CC)C(C)CC,"[1, 6]",2,TRUE
1662,"3-Ethyl-4,4-dimethylheptane",CCCC(C)(C)C(CC)CC,19.94275857,3081.756863,-83,449,449,11,CCCC(C)(C)C(CC)CC,"[1, 6]",2,TRUE
1663,"2,2,3,3-Tetramethylheptane",CCCCC(C)(C)C(C)(C)C,19.85210579,3113.923976,-79.15,453,453,11,CCCCC(C)(C)C(C)(C)C,"[1, 6]",2,TRUE
1664,"2,2,3,4-Tetramethylheptane",CCCC(C)C(C)C(C)(C)C,20.01713207,3158.663205,-77.15,449,449,11,CCCC(C)C(C)C(C)(C)C,"[1, 6]",2,TRUE
1665,"2,2,3,5-Tetramethylheptane",CCC(C)CC(C)C(C)(C)C,20.00925723,3138.76887,-77.15,447,447,11,CCC(C)CC(C)C(C)(C)C,"[1, 6]",2,TRUE
1666,"2,2,3,6-Tetramethylheptane",CC(C)CCC(C)C(C)(C)C,20.02825355,3145.791754,-76.15,446,446,11,CC(C)CCC(C)C(C)(C)C,"[1, 6]",2,TRUE
1667,"2,2,4,4-Tetramethylheptane",CCCC(C)(C)CC(C)(C)C,19.89230893,3095.503296,-76.15,446,446,11,CCCC(C)(C)CC(C)(C)C,"[1, 6]",2,TRUE
1668,"2,2,4,5-Tetramethylheptane",CCC(C)C(C)CC(C)(C)C,20.03562182,3122.996162,-75.15,442,442,11,CCC(C)C(C)CC(C)(C)C,"[1, 6]",2,TRUE
1669,"2,2,4,6-Tetramethylheptane",CC(C)CC(C)CC(C)(C)C,20.10260403,3123.571808,-71.15,435,435,11,CC(C)CC(C)CC(C)(C)C,"[1, 6]",2,TRUE
1670,"2,2,5,5-Tetramethylheptane",CCC(C)(C)CCC(C)(C)C,19.93377849,3077.197744,-73.15,439,439,11,CCC(C)(C)CCC(C)(C)C,"[1, 6]",2,TRUE
1671,"2,2,5,6-Tetramethylheptane",CC(C)C(C)CCC(C)(C)C,20.05880886,3140.035291,-74.15,442,442,11,CC(C)C(C)CCC(C)(C)C,"[1, 6]",2,TRUE
1672,"2,3,3,4-Tetramethylheptane",CCCC(C)C(C)(C)C(C)C,19.97276125,3167.505131,-80.15,455,455,11,CCCC(C)C(C)(C)C(C)C,"[1, 6]",2,TRUE
1673,"2,3,3,5-Tetramethylheptane",CCC(C)CC(C)(C)C(C)C,20.01713207,3158.663205,-77.15,449,449,11,CCC(C)CC(C)(C)C(C)C,"[1, 6]",2,TRUE
1674,"2,3,3,6-Tetramethylheptane",CC(C)CCC(C)(C)C(C)C,20.01319465,3148.716037,-77.15,448,448,11,CC(C)CCC(C)(C)C(C)C,"[1, 6]",2,TRUE
1675,"2,3,4,4-Tetramethylheptane",CCCC(C)(C)C(C)C(C)C,20.00221132,3161.587488,-78.15,451,451,11,CCCC(C)(C)C(C)C(C)C,"[1, 6]",2,TRUE
1676,"2,3,4,5-Tetramethylheptane",CCC(C)C(C)C(C)C(C)C,20.14174797,3222.260605,-78.15,452,452,11,CCC(C)C(C)C(C)C(C)C,"[1, 6]",2,TRUE
1677,"2,3,4,6-Tetramethylheptane",CC(C)CC(C)C(C)C(C)C,20.16820467,3206.211587,-76.15,447,447,11,CC(C)CC(C)C(C)C(C)C,"[1, 6]",2,TRUE
1678,"2,3,5,5-Tetramethylheptane",CCC(C)(C)CC(C)C(C)C,20.04736501,3152.86069,-75.15,445,445,11,CCC(C)(C)CC(C)C(C)C,"[1, 6]",2,TRUE
1679,"2,4,4,5-Tetramethylheptane",CCC(C)C(C)(C)CC(C)C,20.03216795,3155.761948,-76.15,447,447,11,CCC(C)C(C)(C)CC(C)C,"[1, 6]",2,TRUE
1680,"2,4,4,6-Tetramethylheptane",CC(C)CC(C)(C)CC(C)C,20.10948875,3141.531972,-71.15,437,437,11,CC(C)CC(C)(C)CC(C)C,"[1, 6]",2,TRUE
1681,"2,4,5,5-Tetramethylheptane",CCC(C)(C)C(C)CC(C)C,20.01713207,3158.663205,-77.15,449,449,11,CCC(C)(C)C(C)CC(C)C,"[1, 6]",2,TRUE
1682,"3,3,4,4-Tetramethylheptane",CCCC(C)(C)C(C)(C)CC,19.82339256,3119.772542,-81.15,457,457,11,CCCC(C)(C)C(C)(C)CC,"[1, 6]",2,TRUE
1683,"3,3,4,5-Tetramethylheptane",CCC(C)C(C)C(C)(C)CC,19.96880081,3157.557964,-80.15,454,454,11,CCC(C)C(C)C(C)(C)CC,"[1, 6]",2,TRUE
1684,"3,3,5,5-Tetramethylheptane",CCC(C)(C)CC(C)(C)CC,19.8298398,3097.299312,-80.15,453,453,11,CCC(C)(C)CC(C)(C)CC,"[1, 6]",2,TRUE
1685,"3,4,4,5-Tetramethylheptane",CCC(C)C(C)(C)C(C)CC,19.96221541,3180.422634,-81.15,458,458,11,CCC(C)C(C)(C)C(C)CC,"[1, 6]",2,TRUE
1686,"2,2-Dimethyl-3-(1-methylethyl)hexane",CCC[C@@H](C(C)C)C(C)(C)C,19.86656603,3020.508099,-83,445,445,11,CCC[C@@H](C(C)C)C(C)(C)C,"[1, 6]",2,TRUE
1687,"2,3-Dimethyl-3-(1-methylethyl)hexane",CCCC(C)(C(C)C)C(C)C,19.89019055,3112.703606,-84,456,456,11,CCCC(C)(C(C)C)C(C)C,"[1, 6]",2,TRUE
1688,"2,4-Dimethyl-3-(1-methylethyl)hexane",CC[C@H](C)C(C(C)C)C(C)C,20.01296439,3098.980199,-83,448,448,11,CC[C@H](C)C(C(C)C)C(C)C,"[1, 6]",2,TRUE
1689,"2,5-Dimethyl-3-(1-methylethyl)hexane",CC(C)CC(C(C)C)C(C)C,19.99118193,3048.714767,-83,443,443,11,CC(C)CC(C(C)C)C(C)C,"[1, 6]",2,TRUE
1690,"3,3-Diethyl-2-methylhexane",CCCC(CC)(CC)C(C)C,19.93932772,3147.818029,-85,459,459,11,CCCC(CC)(CC)C(C)C,"[1, 6]",2,TRUE
1691,"3,4-Diethyl-2-methylhexane",CCC(CC)C(CC)C(C)C,20.04287497,3126.933582,-85,452,452,11,CCC(CC)C(CC)C(C)C,"[1, 6]",2,TRUE
1692,"4,4-Diethyl-2-methylhexane",CCC(CC)(CC)CC(C)C,20.04287497,3126.933582,-85,452,452,11,CCC(CC)(CC)CC(C)C,"[1, 6]",2,TRUE
1693,"3,4-Diethyl-3-methylhexane",CCC(CC)C(C)(CC)CC,19.93932772,3147.818029,-85,459,459,11,CCC(CC)C(C)(CC)CC,"[1, 6]",2,TRUE
1694,"3,3-Diethyl-4-methylhexane",CCC(C)C(CC)(CC)CC,19.95583725,3187.698803,-85,463,463,11,CCC(C)C(CC)(CC)CC,"[1, 6]",2,TRUE
1695,"3-Ethyl-2,2,3-trimethylhexane",CCCC(C)(CC)C(C)(C)C,19.84158298,3126.634246,-80.15,456,456,11,CCCC(C)(CC)C(C)(C)C,"[1, 6]",2,TRUE
1696,"4-Ethyl-2,2,3-trimethylhexane",CCC(CC)C(C)C(C)(C)C,20.01713207,3158.663205,-77.15,449,449,11,CCC(CC)C(C)C(C)(C)C,"[1, 6]",2,TRUE
1697,"3-Ethyl-2,2,4-trimethylhexane",CCC(C)C(CC)C(C)(C)C,20.01319465,3148.716037,-77.15,448,448,11,CCC(C)C(CC)C(C)(C)C,"[1, 6]",2,TRUE
1698,"4-Ethyl-2,2,4-trimethylhexane",CCC(C)(CC)CC(C)(C)C,19.86665813,3111.022719,-78.15,451,451,11,CCC(C)(CC)CC(C)(C)C,"[1, 6]",2,TRUE
1699,"3-Ethyl-2,2,5-trimethylhexane",CCC(CC(C)C)C(C)(C)C,20.03955925,3132.943329,-75.15,443,443,11,CCC(CC(C)C)C(C)(C)C,"[1, 6]",2,TRUE
1700,"4-Ethyl-2,2,5-trimethylhexane",CCC(CC(C)(C)C)C(C)C,19.93377849,3077.197744,-73.15,439,439,11,CCC(CC(C)(C)C)C(C)C,"[1, 6]",2,TRUE
1701,"4-Ethyl-2,3,3-trimethylhexane",CCC(CC)C(C)(C)C(C)C,19.9767217,3177.429273,-80.15,456,456,11,CCC(CC)C(C)(C)C(C)C,"[1, 6]",2,TRUE
1702,"3-Ethyl-2,3,4-trimethylhexane",CCC(C)C(C)(CC)C(C)C,19.94782426,3183.415994,-82.15,460,460,11,CCC(C)C(C)(CC)C(C)C,"[1, 6]",2,TRUE
1703,"4-Ethyl-2,3,4-trimethylhexane",CCC(C)(CC)C(C)C(C)C,19.9767217,3177.429273,-80.15,456,456,11,CCC(C)(CC)C(C)C(C)C,"[1, 6]",2,TRUE
1704,"3-Ethyl-2,3,5-trimethylhexane",CCC(C)(CC(C)C)C(C)C,20.01713207,3158.663205,-77.15,449,449,11,CCC(C)(CC(C)C)C(C)C,"[1, 6]",2,TRUE
1705,"3-Ethyl-2,4,5-trimethylhexane",CCC(C(C)C)C(C)C(C)C,20.133758,3202.043908,-78.15,450,450,11,CCC(C(C)C)C(C)C(C)C,"[1, 6]",2,TRUE
1706,"3-Ethyl-2,4,4-trimethylhexane",CCC(C(C)C)C(C)(C)CC,20.00221132,3161.587488,-78.15,451,451,11,CCC(C(C)C)C(C)(C)CC,"[1, 6]",2,TRUE
1707,"3-Ethyl-3,4,4-trimethylhexane",CCC(C)(C)C(C)(CC)CC,19.75947279,3112.220063,-85.15,463,463,11,CCC(C)(C)C(C)(CC)CC,"[1, 6]",2,TRUE
1708,"2,2,3,3,4-Pentamethylhexane",CCC(C)C(C)(C)C(C)(C)C,19.78560714,3113.831873,-80.15,457,457,11,CCC(C)C(C)(C)C(C)(C)C,"[1, 6]",2,TRUE
1709,"2,2,3,3,5-Pentamethylhexane",CC(C)CC(C)(C)C(C)(C)C,19.8340305,3078.095752,-76.15,447,447,11,CC(C)CC(C)(C)C(C)(C)C,"[1, 6]",2,TRUE
1710,"2,2,3,4,4-Pentamethylhexane",CCC(C)(C)C(C)C(C)(C)C,19.77144624,3116.756156,-81.15,459,459,11,CCC(C)(C)C(C)C(C)(C)C,"[1, 6]",2,TRUE
1711,"2,2,3,4,5-Pentamethylhexane",CC(C)C(C)C(C)C(C)(C)C,19.97197837,3133.426872,-76.15,447,447,11,CC(C)C(C)C(C)C(C)(C)C,"[1, 6]",2,TRUE
1712,"2,3,3,4,4-Pentamethylhexane",CCC(C)(C)C(C)(C)C(C)C,19.77529155,3126.450039,-81.15,460,460,11,CCC(C)(C)C(C)(C)C(C)C,"[1, 6]",2,TRUE
1713,"2,2,4-Trimethyl-3-(1-methylethyl)pentane",CC(C)C(C(C)C)C(C)(C)C,20.02523717,3144.686513,-73.15,443,443,11,CC(C)C(C(C)C)C(C)(C)C,"[1, 6]",2,TRUE
1714,"2,3,4-Trimethyl-3-(1-methylethyl)pentane",CC(C)C(C)(C(C)C)C(C)C,20.16088245,3263.937395,-81.15,459,459,11,CC(C)C(C)(C(C)C)C(C)C,"[1, 6]",2,TRUE
1715,"3,3-Diethyl-2,4-dimethylpentane",CCC(CC)(C(C)C)C(C)C,19.98779713,3191.336887,-85,462,462,11,CCC(CC)(C(C)C)C(C)C,"[1, 6]",2,TRUE
1716,"3-Ethyl-2,2,3,4-tetramethylpentane",CCC(C)(C(C)C)C(C)(C)C,19.77144624,3116.756156,-81.15,459,459,11,CCC(C)(C(C)C)C(C)(C)C,"[1, 6]",2,TRUE
1717,"3,5,5-Trimethyloctane",CCCC(C)(C)CC(C)CC,20.08844313,3168.057752,-76.15,446,446,11,CCCC(C)(C)CC(C)CC,"[1, 6]",2,TRUE
1718,"4,4,5-Trimethyloctane",CCCC(C)C(C)(C)CCC,20.04731896,3186.93895,-79.15,453,453,11,CCCC(C)C(C)(C)CCC,"[1, 6]",2,TRUE
1719,2-Methyl-4-propylheptane,CCCC(CCC)CC(C)C,20.28862987,3250.904764,-76.15,447,447,11,CCCC(CCC)CC(C)C,"[1, 6]",2,TRUE
1720,3-Methyl-4-propylheptane,CCCC(CCC)C(C)CC,20.26178173,3267.161014,-78.15,452,452,11,CCCC(CCC)C(C)CC,"[1, 6]",2,TRUE
1721,2-Methyl-4-(1-methylethyl)heptane,CCCC(CC(C)C)C(C)C,20.24395972,3225.599353,-75.15,445,445,11,CCCC(CC(C)C)C(C)C,"[1, 6]",2,TRUE
1722,3-Methyl-4-(1-methylethyl)heptane,CCCC(C(C)C)C(C)CC,20.21701948,3241.717449,-77.15,450,450,11,CCCC(C(C)C)C(C)CC,"[1, 6]",2,TRUE
1723,4-Methyl-4-(1-methylethyl)heptane,CCCC(C)(CCC)C(C)C,20.04731896,3186.93895,-79.15,453,453,11,CCCC(C)(CCC)C(C)C,"[1, 6]",2,TRUE
1724,"3,4-Diethylheptane",CCCC(CC)C(CC)CC,20.12947519,3175.932593,-84,453,453,11,CCCC(CC)C(CC)CC,"[1, 6]",2,TRUE
1725,"3,5-Diethylheptane",CCC(CC)CC(CC)CC,20.12514633,3165.732141,-84,452,452,11,CCC(CC)CC(CC)CC,"[1, 6]",2,TRUE
1726,"3-Ethyl-2,2-dimethylheptane",CCCCC(CC)C(C)(C)C,19.94275857,3081.756863,-83,449,449,11,CCCCC(CC)C(C)(C)C,"[1, 6]",2,TRUE
1727,2-Methyl-3-(1-methylethyl)hexane,CCCC(C(C)C)C(C)C,20.46060996,3318.025119,-68.45,326,470,10,CCCC(C(C)C)C(C)C,"[1, 6]",2,TRUE
1728,"2,5,6-Trimethyloctane",CCC(C)C(C)CCC(C)C,20.19774684,3234.533384,-78.15,451,451,11,CCC(C)C(C)CCC(C)C,"[1, 6]",2,TRUE
1729,4-(1-Methylethyl)octane,CCCCC(CCC)C(C)C,20.25775221,3256.914511,-78.15,451,451,11,CCCCC(CCC)C(C)C,"[1, 6]",2,TRUE
1730,3-Ethyl-2-methyloctane,CCCCCC(CC)C(C)C,20.16129692,3213.579859,-83,455,455,11,CCCCCC(CC)C(C)C,"[1, 6]",2,TRUE
1731,4-Ethyl-2-methyloctane,CCCCC(CC)CC(C)C,20.13555402,3152.354122,-83,449,449,11,CCCCC(CC)CC(C)C,"[1, 6]",2,TRUE
1732,5-Ethyl-2-methyloctane,CCCC(CC)CCC(C)C,20.14421174,3172.755025,-83,451,451,11,CCCC(CC)CCC(C)C,"[1, 6]",2,TRUE
1733,6-Ethyl-2-methyloctane,CCC(CC)CCCC(C)C,20.13808686,3196.333497,-84,455,455,11,CCC(CC)CCCC(C)C,"[1, 6]",2,TRUE
1734,4-Ethyl-3-methyloctane,CCCCC(CC)C(C)CC,20.13808686,3196.333497,-84,455,455,11,CCCCC(CC)C(C)CC,"[1, 6]",2,TRUE
1735,5-Ethyl-3-methyloctane,CCCC(CC)CC(C)CC,20.13555402,3152.354122,-83,449,449,11,CCCC(CC)CC(C)CC,"[1, 6]",2,TRUE
1736,3-Ethyl-6-methyloctane,CCC(C)CCC(CC)CC,20.13808686,3196.333497,-84,455,455,11,CCC(C)CCC(CC)CC,"[1, 6]",2,TRUE
1737,3-Ethyl-4-methyloctane,CCCCC(C)C(CC)CC,20.14234664,3206.533949,-84,456,456,11,CCCCC(C)C(CC)CC,"[1, 6]",2,TRUE
1738,4-Ethyl-5-methyloctane,CCCC(C)C(CC)CCC,20.12947519,3175.932593,-84,453,453,11,CCCC(C)C(CC)CCC,"[1, 6]",2,TRUE
1739,3-Ethyl-5-methyloctane,CCCC(C)CC(CC)CC,20.15277735,3193.178955,-83,453,453,11,CCCC(C)CC(CC)CC,"[1, 6]",2,TRUE
1740,"2,2,3-Trimethyloctane",CCCCCC(C)C(C)(C)C,20.04333548,3176.922705,-79.15,452,452,11,CCCCCC(C)C(C)(C)C,"[1, 6]",2,TRUE
1741,"2,2,5-Trimethyloctane",CCCC(C)CCC(C)(C)C,20.10375532,3165.156495,-75.15,444,444,11,CCCC(C)CCC(C)(C)C,"[1, 6]",2,TRUE
1742,"2,2,6-Trimethyloctane",CCC(C)CCCC(C)(C)C,20.09238055,3178.097023,-76.15,447,447,11,CCC(C)CCCC(C)(C)C,"[1, 6]",2,TRUE
1743,"2,2,7-Trimethyloctane",CC(C)CCCCC(C)(C)C,20.08844313,3168.057752,-76.15,446,446,11,CC(C)CCCCC(C)(C)C,"[1, 6]",2,TRUE
1744,"2,3,3-Trimethyloctane",CCCCCC(C)(C)C(C)C,20.03255939,3189.93231,-80.15,455,455,11,CCCCCC(C)(C)C(C)C,"[1, 6]",2,TRUE
1745,"2,3,4-Trimethyloctane",CCCCC(C)C(C)C(C)C,20.18261886,3237.54977,-79.15,453,453,11,CCCCC(C)C(C)C(C)C,"[1, 6]",2,TRUE
1746,"2,3,5-Trimethyloctane",CCCC(C)CC(C)C(C)C,20.19371732,3224.355957,-78.15,450,450,11,CCCC(C)CC(C)C(C)C,"[1, 6]",2,TRUE
1747,"2,3,6-Trimethyloctane",CCC(C)CCC(C)C(C)C,20.18261886,3237.54977,-79.15,453,453,11,CCC(C)CCC(C)C(C)C,"[1, 6]",2,TRUE
1748,"2,3,7-Trimethyloctane",CC(C)CCCC(C)C(C)C,20.17856631,3227.372344,-79.15,452,452,11,CC(C)CCCC(C)C(C)C,"[1, 6]",2,TRUE
1749,"2,4,4-Trimethyloctane",CCCCC(C)(C)CC(C)C,20.10375532,3165.156495,-75.15,444,444,11,CCCCC(C)(C)CC(C)C,"[1, 6]",2,TRUE
1750,"2,4,5-Trimethyloctane",CCCC(C)C(C)CC(C)C,20.21301298,3231.540023,-77.15,449,449,11,CCCC(C)C(C)CC(C)C,"[1, 6]",2,TRUE
1751,"2,4,6-Trimethyloctane",CCC(C)CC(C)CC(C)C,23.85487367,5462.59531,1.896,327,442,11,CCC(C)CC(C)CC(C)C,"[1, 6]",2,TRUE
1752,"2,4,7-Trimethyloctane",CC(C)CCC(C)CC(C)C,20.23995323,3215.421927,-75.15,444,444,11,CC(C)CCC(C)CC(C)C,"[1, 6]",2,TRUE
1753,"2,5,5-Trimethyloctane",CCCC(C)(C)CCC(C)C,20.10766971,3175.195766,-75.15,445,445,11,CCCC(C)(C)CCC(C)C,"[1, 6]",2,TRUE
1754,"3,3,4-Trimethyloctane",CCCCC(C)C(C)(C)CC,20.03255939,3189.93231,-80.15,455,455,11,CCCCC(C)C(C)(C)CC,"[1, 6]",2,TRUE
1755,"3,3,5-Trimethyloctane",CCCC(C)CC(C)(C)CC,20.09238055,3178.097023,-76.15,447,447,11,CCCC(C)CC(C)(C)CC,"[1, 6]",2,TRUE
1756,"3,3,6-Trimethyloctane",CCC(C)CCC(C)(C)CC,20.08116696,3191.037551,-77.15,450,450,11,CCC(C)CCC(C)(C)CC,"[1, 6]",2,TRUE
1757,"3,4,4-Trimethyloctane",CCCCC(C)(C)C(C)CC,20.0512794,3196.955195,-79.15,454,454,11,CCCCC(C)(C)C(C)CC,"[1, 6]",2,TRUE
1758,"3,4,5-Trimethyloctane",CCCC(C)C(C)C(C)CC,20.18664838,3247.70417,-79.15,454,454,11,CCCC(C)C(C)C(C)CC,"[1, 6]",2,TRUE
1759,"3,4,6-Trimethyloctane",CCC(C)CC(C)C(C)CC,20.2249634,3262.072301,-77.15,452,452,11,CCC(C)CC(C)C(C)CC,"[1, 6]",2,TRUE
1760,"4-Ethyl-2,2-dimethylheptane",CCCC(CC)CC(C)(C)C,19.931568,3018.827212,-82,441,441,11,CCCC(CC)CC(C)(C)C,"[1, 6]",2,TRUE
1761,"5-Ethyl-2,2-dimethylheptane",CCC(CC)CCC(C)(C)C,19.92560431,3041.876089,-83,445,445,11,CCC(CC)CCC(C)(C)C,"[1, 6]",2,TRUE
1762,"3-Ethyl-1,1-dimethylcyclopentane",CCC1CCC(C1)(C)C,20.06088118,2920.184467,-65,407,407,9,CCC1CCC(C1)(C)C,"[1, 6]",2,TRUE
1763,"cis-1,1,2,3-Tetramethyl-cyclopentane",C[C@H]1CCC([C@H]1C)(C)C,19.91452887,2903.651906,-65,411,411,9,C[C@H]1CCC([C@H]1C)(C)C,"[1, 6]",2,TRUE
1764,"trans-1,1,2,3-Tetramethyl-cyclopentane",C[C@H]1CCC([C@@H]1C)(C)C,19.90798953,2842.725504,-64,403,403,9,C[C@H]1CCC([C@@H]1C)(C)C,"[1, 6]",2,TRUE
1765,"trans-1,2,2,3-Tetramethyl-cyclopentane",C[C@H]1CC[C@@H](C1(C)C)C,19.93875207,2920.460777,-64,411,411,9,C[C@H]1CC[C@@H](C1(C)C)C,"[1, 6]",2,TRUE
1766,"3-Ethyl-2,6-dimethyloctane",CCC(C)CCC(CC)C(C)C,20.14294532,3291.637494,-88.15,470,470,12,CCC(C)CCC(CC)C(C)C,"[1, 6]",2,TRUE
1767,"4-Ethyl-2,6-dimethyloctane",CCC(C)CC(CC)CC(C)C,20.18158269,3271.766184,-85.15,463,463,12,CCC(C)CC(CC)CC(C)C,"[1, 6]",2,TRUE
1768,"3-Ethyl-2,7-dimethyloctane",CCC(CCCC(C)C)C(C)C,20.16131995,3298.660378,-87.15,469,469,12,CCC(CCCC(C)C)C(C)C,"[1, 6]",2,TRUE
1769,"4-Ethyl-2,7-dimethyloctane",CCC(CCC(C)C)CC(C)C,20.18158269,3271.766184,-85.15,463,463,12,CCC(CCC(C)C)CC(C)C,"[1, 6]",2,TRUE
1770,"4-Ethyl-3,3-dimethyloctane",CCCCC(CC)C(C)(C)CC,20.01388542,3250.835686,-88.15,471,471,12,CCCCC(CC)C(C)(C)CC,"[1, 6]",2,TRUE
1771,"4-Ethyl-3,4-dimethyloctane",CCCCC(C)(CC)C(C)CC,20.13735003,3315.331094,-89.15,474,474,12,CCCCC(C)(CC)C(C)CC,"[1, 6]",2,TRUE
1772,"3-Ethyl-3,5-dimethyloctane",CCCC(C)CC(C)(CC)CC,20.02781606,3247.658119,-87.15,469,469,12,CCCC(C)CC(C)(CC)CC,"[1, 6]",2,TRUE
1773,"4-Ethyl-3,5-dimethyloctane",CCCC(C)C(CC)C(C)CC,20.14294532,3291.637494,-88.15,470,470,12,CCCC(C)C(CC)C(C)CC,"[1, 6]",2,TRUE
1774,"3-Ethyl-4,6-dimethyloctane",CCC(C)CC(C)C(CC)CC,20.14294532,3291.637494,-88.15,470,470,12,CCC(C)CC(C)C(CC)CC,"[1, 6]",2,TRUE
1775,"3-Ethyl-3,6-dimethyloctane",CCC(C)CCC(C)(CC)CC,19.99592526,3243.950957,-89.15,472,472,12,CCC(C)CCC(C)(CC)CC,"[1, 6]",2,TRUE
1776,"3-Ethyl-4,4-dimethyloctane",CCCCC(C)(C)C(CC)CC,19.99173455,3233.865634,-89.15,471,471,12,CCCCC(C)(C)C(CC)CC,"[1, 6]",2,TRUE
1777,"3-Ethyl-5,5-dimethyloctane",CCCC(C)(C)CC(CC)CC,20.02942787,3214.247609,-86.15,464,464,12,CCCC(C)(C)CC(CC)CC,"[1, 6]",2,TRUE
1778,"3-Ethyl-4,5-dimethyloctane",CCCC(C)C(C)C(CC)CC,20.12889955,3294.884139,-89.15,472,472,12,CCCC(C)C(C)C(CC)CC,"[1, 6]",2,TRUE
1779,"3,4-Diethyloctane",CCCCC(CC)C(CC)CC,20.18777665,3317.426447,-89.15,472,472,12,CCCCC(CC)C(CC)CC,"[1, 6]",2,TRUE
1780,"3,5-Diethyloctane",CCCC(CC)CC(CC)CC,20.22461801,3331.541294,-87.15,470,470,12,CCCC(CC)CC(CC)CC,"[1, 6]",2,TRUE
1781,"3,6-Diethyloctane",CCC(CC)CCC(CC)CC,20.17803671,3330.988673,-90.15,475,475,12,CCC(CC)CCC(CC)CC,"[1, 6]",2,TRUE
1782,"3-Ethyl-2,2-dimethyloctane",CCCCCC(CC)C(C)(C)C,20.02781606,3247.658119,-87.15,469,469,12,CCCCCC(CC)C(C)(C)C,"[1, 6]",2,TRUE
1783,"4-Ethyl-2,2-dimethyloctane",CCCCC(CC)CC(C)(C)C,20.0579569,3207.984577,-84.15,460,460,12,CCCCC(CC)CC(C)(C)C,"[1, 6]",2,TRUE
1784,"3-Ethyl-2,3-dimethyloctane",CCCCCC(C)(CC)C(C)C,19.98639256,3257.213847,-90.15,475,475,12,CCCCCC(C)(CC)C(C)C,"[1, 6]",2,TRUE
1785,"4-Ethyl-2,3-dimethyloctane",CCCCC(CC)C(C)C(C)C,20.14294532,3291.637494,-88.15,470,470,12,CCCCC(CC)C(C)C(C)C,"[1, 6]",2,TRUE
1786,"3-Ethyl-2,4-dimethyloctane",CCCCC(C)C(CC)C(C)C,20.14294532,3291.637494,-88.15,470,470,12,CCCCC(C)C(CC)C(C)C,"[1, 6]",2,TRUE
1787,"4-Ethyl-2,4-dimethyloctane",CCCCC(C)(CC)CC(C)C,20.16293175,3264.720274,-86.15,464,464,12,CCCCC(C)(CC)CC(C)C,"[1, 6]",2,TRUE
