,Name,SMILES,A,B,C,Tmin,Tmax,No.C,SMILES,Atom,Count Unique Atom,Pass Screen
166,Methoxybenzene,COC1=CC=CC=C1,21.12398472,3426.00715,-69.762,360,437,7,COC1=CC=CC=C1,"[1, 6, 8]",3,TRUE
167,2-Ethylpyridine,CCC1=CC=CC=N1,21.45574118,3633.278952,-55.83,324,423,7,CCC1=CC=CC=N1,"[1, 6, 7]",3,TRUE
168,N-Nitrosopiperidine,C1CCN(CC1)N=O,22.02535468,4480.319417,-63.698,273,488,5,C1CCN(CC1)N=O,"[1, 6, 7, 8]",4,TRUE
169,3-Methylstyrene,CC1=CC(=CC=C1)C=C,21.56458438,3875.114859,-56.908,314,442,9,CC1=CC(=CC=C1)C=C,"[1, 6]",2,TRUE
170,Diphenyl ether,C1=CC=C(C=C1)OC2=CC=CC=C2,21.04111468,4149.523135,-95.069,477,544,12,C1=CC=C(C=C1)OC2=CC=CC=C2,"[1, 6, 8]",3,TRUE
171,Ethyl phenylacetate,CCOC(=O)CC1=CC=CC=C1,23.2083308,5413.216373,-36.277,393,475,10,CCOC(=O)CC1=CC=CC=C1,"[1, 6, 8]",3,TRUE
172,Isobutyl phenylacetate,CC(C)COC(=O)CC1=CC=CC=C1,25.13082817,7088.551958,0,298,393,12,CC(C)COC(=O)CC1=CC=CC=C1,"[1, 6, 8]",3,TRUE
173,Tripropylamine,CCCN(CCC)CCC,21.59992906,3682.063822,-64.15,341,475,9,CCCN(CCC)CCC,"[1, 6, 7]",3,TRUE
174,Triethanolamine,C(CO)N(CCO)CCO,24.60293751,6834.238342,-85.959,433,609,6,C(CO)N(CCO)CCO,"[1, 6, 7, 8]",4,TRUE
175,Tributylamine,CCCCN(CCCC)CCCC,20.56031189,3547.811598,-93.996,336,488,12,CCCCN(CCCC)CCCC,"[1, 6, 7]",3,TRUE
176,1-Cyclohexyl-amino-2-propanol,CC(CNC1CCCCC1)O,21.3837854,4054.460909,-99.779,345,512,9,CC(CNC1CCCCC1)O,"[1, 6, 7, 8]",4,TRUE
177,Acetic acid-2-ethylhexyl ester,CCCCC(CC)COC(=O)C,20.08885759,3390.446025,-74.972,268,423,10,CCCCC(CC)COC(=O)C,"[1, 6, 8]",3,TRUE
178,2-Ethylhexyl acrylate,CCCCC(CC)COC(=O)C=C,22.86506141,5105.89034,-38.96,323,489,11,CCCCC(CC)COC(=O)C=C,"[1, 6, 8]",3,TRUE
179,Cinnamic acid methyl ester,COC(=O)/C=C/C1=CC=CC=C1,22.18326597,5156.584054,-52.281,350,536,10,COC(=O)/C=C/C1=CC=CC=C1,"[1, 6, 8]",3,TRUE
180,2-Ethylhexyl vinyl ether,CCCCC(CC)COC=C,20.69268751,3291.227634,-91.341,293,450,10,CCCCC(CC)COC=C,"[1, 6, 8]",3,TRUE
181,2-Phenylethyl acetate,CC(=O)OCCC1=CC=CC=C1,20.75195605,3669.641376,-107.957,422,506,10,CC(=O)OCCC1=CC=CC=C1,"[1, 6, 8]",3,TRUE
182,Propylbenzene,CCCC1=CC=CC=C1,20.89973596,3434.996442,-65.9,324,455,9,CCCC1=CC=CC=C1,"[1, 6]",2,TRUE
183,N-Ethylaniline,CCNC1=CC=CC=C1,23.83233136,5825.158056,-3.855,312,477,8,CCNC1=CC=CC=C1,"[1, 6, 7]",3,TRUE
184,Phenyl isocyanate,C1=CC=C(C=C1)N=C=O,22.21214038,4339.663704,-32.656,283,456,7,C1=CC=C(C=C1)N=C=O,"[1, 6, 7, 8]",4,TRUE
185,Ethoxybenzene,CCOC1=CC=CC=C1,21.05918998,3473.564742,-78.579,390,454,8,CCOC1=CC=CC=C1,"[1, 6, 8]",3,TRUE
186,Phenylacetic acid,C1=CC=C(C=C1)CC(=O)O,24.53054424,6501.233881,-39.171,370,539,8,C1=CC=C(C=C1)CC(=O)O,"[1, 6, 8]",3,TRUE
187,Acetanilide,CC(=O)NC1=CC=CC=C1,23.54678778,6376.571924,-46.48,473,577,8,CC(=O)NC1=CC=CC=C1,"[1, 6, 7, 8]",4,TRUE
188,Butylbenzene,CCCCC1=CC=CC=C1,20.96146826,3627.653736,-71.95,343,486,10,CCCCC1=CC=CC=C1,"[1, 6]",2,TRUE
189,Cinnamyl alcohol,C1=CC=C(C=C1)/C=C/CO,23.09400745,5635.185576,-36.131,345,523,9,C1=CC=C(C=C1)/C=C/CO,"[1, 6, 8]",3,TRUE
190,Cinnamaldehyde,C1=CC=C(C=C1)/C=C/C=O,24.06258987,6164.225224,-27.704,349,519,9,C1=CC=C(C=C1)/C=C/C=O,"[1, 6, 8]",3,TRUE
191,Benzyl formate,C1=CC=C(C=C1)COC=O,24.58009587,6210.071996,0,298,357,8,C1=CC=C(C=C1)COC=O,"[1, 6, 8]",3,TRUE
192,2-Ethyl-1-hexanol,CCCCC(CC)CO,20.26599546,2738.604909,-141,370,478,8,CCCCC(CC)CO,"[1, 6, 8]",3,TRUE
193,"N,N-Diethyl-1,3-propanediamine",CCN(CC)CCCN,21.81835228,3936.540922,-60.12,328,442,7,CCN(CC)CCCN,"[1, 6, 7]",3,TRUE
194,4-Methyl benzylamine,CC1=CC=C(C=C1)CN,25.20248462,6350.032328,0,353,466,8,CC1=CC=C(C=C1)CN,"[1, 6, 7]",3,TRUE
195,p-Toluonitrile,CC1=CC=C(C=C1)C#N,22.21133448,4907.644672,-32.16,315,491,8,CC1=CC=C(C=C1)C#N,"[1, 6, 7]",3,TRUE
196,"1,4-Diethylbenzene",CCC1=CC=C(C=C1)CC,21.02163481,3667.073993,-70.71,344,487,10,CCC1=CC=C(C=C1)CC,"[1, 6]",2,TRUE
197,4-Methoxybenzyl alcohol,COC1=CC=C(C=C1)CO,22.80613826,4936.682572,-89.844,354,453,8,COC1=CC=C(C=C1)CO,"[1, 6, 8]",3,TRUE
198,2-Methyl-1-pentanol,CCCC(C)CO,23.00722302,4087.36485,-65.15,330,443,6,CCCC(C)CO,"[1, 6, 8]",3,TRUE
199,Methyl cyanoacetate,COC(=O)CC#N,22.4067779,4407.654437,-73.15,385,573,4,COC(=O)CC#N,"[1, 6, 7, 8]",4,TRUE
200,Ethyl propanoate,CCC(=O)OCC,21.05483809,2934.414443,-64.15,282,396,5,CCC(=O)OCC,"[1, 6, 8]",3,TRUE
201,Vinyl propionate,CCC(=O)OC=C,22.69455499,4104.588187,0,363,383,5,CCC(=O)OC=C,"[1, 6, 8]",3,TRUE
202,Ethyl N-methylcarbamate,CCOC(=O)NC,24.16956797,5298.041066,-24.13,299,443,4,CCOC(=O)NC,"[1, 6, 7, 8]",4,TRUE
203,4-Methyl-2-hexa,CCC(C)CC(=O)C,24.05510647,5162.395778,-0.15,336,418,7,CCC(C)CC(=O)C,"[1, 6, 8]",3,TRUE
204,Diethyl malonate,CCOC(=O)CC(=O)OCC,25.08664156,6576.394863,12.807,313,472,7,CCOC(=O)CC(=O)OCC,"[1, 6, 8]",3,TRUE
205,Ethyl butanoate,CCCC(=O)OCC,19.05287851,2121.970318,-112.77,280,422,6,CCCC(=O)OCC,"[1, 6, 8]",3,TRUE
206,Ethyl cyanoacetate,CCOC(=O)CC#N,25.96717313,6194.851908,-50.2,340,479,5,CCOC(=O)CC#N,"[1, 6, 7, 8]",4,TRUE
207,"1,1-Diethoxyethane",CCOC(C)OCC,21.90106114,3367.786285,-52.162,250,376,6,CCOC(C)OCC,"[1, 6, 8]",3,TRUE
208,Diethyl carbonate,CCOC(=O)OCC,21.70994658,3540.627533,-51.575,308,400,5,CCOC(=O)OCC,"[1, 6, 8]",3,TRUE
209,6-Hexanelactam,C1CCC(=O)NCC1,20.14393543,3630.508942,-126.15,346,550,6,C1CCC(=O)NCC1,"[1, 6, 7, 8]",4,TRUE
210,Propyl butyrate,CCCC(=O)OCCC,22.15321723,3996.638392,-39.965,271,416,7,CCCC(=O)OCCC,"[1, 6, 8]",3,TRUE
211,"2,4-Dimethylphenol",CC1=CC(=C(C=C1)O)C,21.15357294,3667.511484,-103.146,368,513,8,CC1=CC(=C(C=C1)O)C,"[1, 6, 8]",3,TRUE
212,Dibutyl malate,CCCCOC(=O)CC(C(=O)OCCCC)O,23.17722287,6453.563462,0,413,553,12,CCCCOC(=O)CC(C(=O)OCCCC)O,"[1, 6, 8]",3,TRUE
213,"3,7-Dimethyl-1-octanol",CC(C)CCCC(C)CCO,26.02542853,7039.002629,-0.15,357,486,10,CC(C)CCCC(C)CCO,"[1, 6, 8]",3,TRUE
214,"3,7-Dimethyl-6-octen-1-ol",CC(CCC=C(C)C)CCO,20.71976591,3322.349374,-136.287,366,499,10,CC(CCC=C(C)C)CCO,"[1, 6, 8]",3,TRUE
215,"3,7-Dimethyl-trans-2,6-octadien-1-ol",CC(=CCC/C(=C/CO)/C)C,23.84729816,5682.190548,-42.419,342,503,10,CC(=CCC/C(=C/CO)/C)C,"[1, 6, 8]",3,TRUE
216,Isopentyl butanoate,CCCC(=O)OCCC(C)C,22.17893711,4372.83935,-41.32,294,477,9,CCCC(=O)OCCC(C)C,"[1, 6, 8]",3,TRUE
217,Butanoic anhydride,CCCC(=O)OC(=O)CCC,22.67221991,4767.110996,-42.704,350,471,8,CCCC(=O)OC(=O)CCC,"[1, 6, 8]",3,TRUE
218,Caprylic acid ethyl ester,CCCCCCCC(=O)OCC,24.37438292,5961.452673,-13.227,330,414,10,CCCCCCCC(=O)OCC,"[1, 6, 8]",3,TRUE
219,3-Hepta,CCCCC(=O)CC,21.71699249,3728.407952,-54.183,354,404,7,CCCCC(=O)CC,"[1, 6, 8]",3,TRUE
220,Propyl propanoate,CCCOC(=O)CC,21.75689629,3558.184744,-47.85,299,420,6,CCCOC(=O)CC,"[1, 6, 8]",3,TRUE
221,"1,4-Dimethylbenzene",CC1=CC=C(C=C1)C,20.96489912,3331.453795,-58.523,308,439,8,CC1=CC=C(C=C1)C,"[1, 6]",2,TRUE
222,4-Methylphenol,CC1=CC=C(C=C1)O,21.13888245,3512.179094,-109.75,364,503,7,CC1=CC=C(C=C1)O,"[1, 6, 8]",3,TRUE
223,p-Toluidine,CC1=CC=C(C=C1)N,21.70808148,4076.853549,-73.223,317,474,7,CC1=CC=C(C=C1)N,"[1, 6, 7]",3,TRUE
224,"1,4-Benzoqui",C1=CC(=O)C=CC1=O,23.44706282,5356.558964,-8.036,388,457,6,C1=CC(=O)C=CC1=O,"[1, 6, 8]",3,TRUE
225,"1,4-Dimethyl-piperazine",CN1CCN(CC1)C,20.60102159,3151.370918,-59.831,276,321,6,CN1CCN(CC1)C,"[1, 6, 7]",3,TRUE
226,Isobutyl acrylate,CC(C)COC(=O)C=C,20.94772183,3173.183306,-73.695,321,394,7,CC(C)COC(=O)C=C,"[1, 6, 8]",3,TRUE
227,2-Ethyl-4-methyl-1-pentanol,CCC(CC(C)C)CO,20.84783569,3053.527169,-122.63,343,450,8,CCC(CC(C)C)CO,"[1, 6, 8]",3,TRUE
228,Methyl hexanoate,CCCCCC(=O)OC,22.94226709,4470.763689,-30.883,314,423,7,CCCCCC(=O)OC,"[1, 6, 8]",3,TRUE
229,Methyl heptanoate,CCCCCCC(=O)OC,22.37484105,4267.869101,-51.471,283,445,8,CCCCCCC(=O)OC,"[1, 6, 8]",3,TRUE
230,"1,2-Epoxybutane",CCC1CO1,21.01806581,2728.22946,-49.132,294,370,4,CCC1CO1,"[1, 6, 8]",3,TRUE
231,[(2-Propenyloxy)-methyl] oxirane,C=CCOC[C@H]1CO1,21.37075277,3493.433749,-71.584,324,420,6,C=CCOC[C@H]1CO1,"[1, 6, 8]",3,TRUE
232,Butane,CCCC,20.56820976,2154.69696,-34.361,196,298,4,CCCC,"[1, 6]",2,TRUE
233,1-Butene,CCC=C,20.53399334,2092.589333,-34.615,194,288,4,CCC=C,"[1, 6]",2,TRUE
234,"1,3-Butadiene",C=CC=C,20.64589898,2134.979924,-34.52,206,212,4,C=CC=C,"[1, 6]",2,TRUE
235,1-Butyne,CCC#C,21.10724493,2335.857448,-37.41,210,300,4,CCC#C,"[1, 6]",2,TRUE
236,2-Propenal,C=CC=O,21.22313403,2774.405502,-39.639,208,326,3,C=CC=O,"[1, 6, 8]",3,TRUE
237,Propylamine,CCCN,21.51627614,2731.763928,-46.94,243,338,3,CCCN,"[1, 6, 7]",3,TRUE
238,Allylamine,C=CCN,21.27498825,2734.084934,-47.175,273,327,3,C=CCN,"[1, 6, 7]",3,TRUE
239,Acrylonitrile,C=CC#N,18.23067142,1626.716501,-109.392,283,353,3,C=CC#N,"[1, 6, 7]",3,TRUE
240,"1,2-Diaminoethane",C(CN)N,21.73573553,3286.99318,-68.119,285,418,2,C(CN)N,"[1, 6, 7]",3,TRUE
241,1-Propen-3-ol,C=CCO,23.08668523,3616.723365,-57.329,301,375,3,C=CCO,"[1, 6, 8]",3,TRUE
242,"1,2-Ethanediol",C(CO)O,25.14284766,6022.181052,-28.25,371,494,2,C(CO)O,"[1, 6, 8]",3,TRUE
243,Acetaldehyde oxime,C/C=N/O,23.80587466,4217.592155,-44.735,288,388,2,C/C=N/O,"[1, 6, 7, 8]",4,TRUE
244,Methyl methanoate,COC=O,21.40319619,2590.868747,-42.59,230,324,2,COC=O,"[1, 6, 8]",3,TRUE
245,"2,4,4-Trimethyl-1-pentene",CC(=C)CC(C)(C)C,20.62994206,2932.157909,-52.535,277,400,8,CC(=C)CC(C)(C)C,"[1, 6]",2,TRUE
246,"2,4,4-Trimethyl-2-pentene",CC(=CC(C)(C)C)C,20.68670079,2930.5461,-58.155,282,404,8,CC(=CC(C)(C)C)C,"[1, 6]",2,TRUE
247,"2-Methyl-2,4-pentanediol",CC(CC(C)(C)O)O,21.9513496,3700.065432,-116.705,293,483,6,CC(CC(C)(C)O)O,"[1, 6, 8]",3,TRUE
248,4-Methoxy-4-methyl-2-penta,CC(=O)CC(C)(C)OC,20.93685363,3376.006514,-75.058,343,423,7,CC(=O)CC(C)(C)OC,"[1, 6, 8]",3,TRUE
249,2-Methylpentane,CCCC(C)C,20.68485872,2638.302,-45.335,250,348,6,CCCC(C)C,"[1, 6]",2,TRUE
250,2-Penta,CCCC(=O)C,21.07187722,3031.882869,-57.77,282,403,5,CCCC(=O)C,"[1, 6, 8]",3,TRUE
251,Butanoic acid,CCCC(=O)O,22.0521798,3632.051674,-91.816,393,463,4,CCCC(=O)O,"[1, 6, 8]",3,TRUE
252,(E)-2-Butenoic acid,C/C=C/C(=O)O,23.64294373,4873.651608,-56.25,360,461,4,C/C=C/C(=O)O,"[1, 6, 8]",3,TRUE
253,1-Methoxy-2-propanol,CC(COC)O,23.03114688,4112.545921,-35.329,331,389,4,CC(COC)O,"[1, 6, 8]",3,TRUE
254,2-Dimethylamino ethanol,CN(C)CCO,22.2585605,3906.628039,-43.287,323,408,4,CN(C)CCO,"[1, 6, 7, 8]",4,TRUE
255,"2,4-Dimethylpentane",CC(C)CC(C)C,20.61831401,2748.388593,-51.343,262,368,7,CC(C)CC(C)C,"[1, 6]",2,TRUE
256,4-Methyl-2-penta,CC(C)CC(=O)C,20.31386621,2741.665044,-77.7,293,416,6,CC(C)CC(=O)C,"[1, 6, 8]",3,TRUE
257,4-Methyl-2-pentanol,CC(C)CC(C)O,22.24711665,3607.59822,-68.36,315,427,6,CC(C)CC(C)O,"[1, 6, 8]",3,TRUE
258,Diisopropylamine,CC(C)NC(C)C,20.02788514,2389.823134,-75.601,300,355,6,CC(C)NC(C)C,"[1, 6, 7]",3,TRUE
259,Diisopropyl ether,CC(C)OC(C)C,20.66959258,2631.216945,-53.874,283,365,6,CC(C)OC(C)C,"[1, 6, 8]",3,TRUE
260,Isopropyl ethanoate,CC(C)OC(=O)C,21.02105917,2848.827355,-61.71,294,385,5,CC(C)OC(=O)C,"[1, 6, 8]",3,TRUE
261,Ethanoic anhydride,CC(=O)OC(=O)C,22.36894643,4143.960089,-29.877,465,545,4,CC(=O)OC(=O)C,"[1, 6, 8]",3,TRUE
262,Succinic anhydride,C1CC(=O)OC1=O,24.32833121,6747.014116,-7.65,401,534,4,C1CC(=O)OC1=O,"[1, 6, 8]",3,TRUE
263,"1,2-Propylene carbonate",CC1COC(=O)O1,21.18795053,4119.094473,-88.715,359,515,4,CC1COC(=O)O1,"[1, 6, 8]",3,TRUE
264,"1,3-Dimethylbenzene",CC1=CC(=CC=C1)C,21.04680207,3381.813634,-57.03,309,440,8,CC1=CC(=CC=C1)C,"[1, 6]",2,TRUE
265,3-Methylphenol,CC1=CC(=CC=C1)O,21.21901241,3584.73355,-105.55,363,503,7,CC1=CC(=CC=C1)O,"[1, 6, 8]",3,TRUE
266,m-Toluidine,CC1=CC(=CC=C1)N,20.41494969,3215.223905,-114.829,394,477,7,CC1=CC(=CC=C1)N,"[1, 6, 7]",3,TRUE
267,"1,3-Phenylene diamine",C1=CC(=CC(=C1)N)N,23.25067534,6028.105604,-44.548,372,558,6,C1=CC(=CC(=C1)N)N,"[1, 6, 7]",3,TRUE
268,"2,4-Dimethyl-pyridine",CC1=CC(=NC=C1)C,21.21495986,3558.645261,-64.26,347,433,7,CC1=CC(=NC=C1)C,"[1, 6, 7]",3,TRUE
269,"2,6-Dimethyl-pyridine",CC1=NC(=CC=C1)C,21.1234321,3374.657199,-65.548,352,418,7,CC1=NC(=CC=C1)C,"[1, 6, 7]",3,TRUE
270,Glutaric anhydride,C1CC(=O)OC(=O)C1,24.36123515,7024.733509,-13.104,374,560,5,C1CC(=O)OC(=O)C1,"[1, 6, 8]",3,TRUE
271,"1,3-Divinylbenzene",C=CC1=CC(=CC=C1)C=C,21.60349807,4839.407562,-3.477,385,484,10,C=CC1=CC(=CC=C1)C=C,"[1, 6]",2,TRUE
272,Dimethyl malonate,COC(=O)CC(=O)OC,25.24238842,6440.04959,16.788,433,620,5,COC(=O)CC(=O)OC,"[1, 6, 8]",3,TRUE
273,3-Methylbutanoic acid ethyl ester,CCOC(=O)CC(C)C,22.11796465,3874.011921,-42.141,267,418,7,CCOC(=O)CC(C)C,"[1, 6, 8]",3,TRUE
274,"1,3,5-Trimethylbenzene",CC1=CC(=CC(=C1)C)C,21.24229154,3641.215963,-63.14,330,466,9,CC1=CC(=CC(=C1)C)C,"[1, 6]",2,TRUE
275,"3,5-Dimethylphenol",CC1=CC(=CC(=C1)O)C,21.32721088,3788.374176,-108.329,384,524,8,CC1=CC(=CC(=C1)O)C,"[1, 6, 8]",3,TRUE
276,"2,4,6-Collidine",CC1=CC(=NC(=C1)C)C,20.66968468,3253.112943,-88.182,297,381,8,CC1=CC(=NC(=C1)C)C,"[1, 6, 7]",3,TRUE
277,"2,6-Dimethyl-4-heptanol",CC(C)CC(CC(C)C)O,19.94110071,2633.36756,-138.236,305,458,9,CC(C)CC(CC(C)C)O,"[1, 6, 8]",3,TRUE
278,"2,6-Dimethyl-4-hepta",CC(C)CC(=O)CC(C)C,20.87392398,3393.163076,-78.389,360,441,9,CC(C)CC(=O)CC(C)C,"[1, 6, 8]",3,TRUE
279,Methylcyclohexane,CC1CCCCC1,20.68255613,2972.568278,-49.449,277,398,7,CC1CCCCC1,"[1, 6]",2,TRUE
280,Toluene,CC1=CC=CC=C1,20.8393852,3056.958021,-55.525,286,410,7,CC1=CC=CC=C1,"[1, 6]",2,TRUE
281,4-Methylpyridine,CC1=CC=NC=C1,21.1077515,3410.637394,-62.537,348,460,6,CC1=CC=NC=C1,"[1, 6, 7]",3,TRUE
282,Cyclohexylamine,C1CCC(CC1)N,21.61187948,3673.567283,-42.319,304,408,6,C1CCC(CC1)N,"[1, 6, 7]",3,TRUE
283,Cyclohexanol,C1CCC(CC1)O,21.09950824,3035.958445,-116.55,318,434,6,C1CCC(CC1)O,"[1, 6, 8]",3,TRUE
284,Cyclohexa,C1CCC(=O)CC1,21.0051483,3474.485776,-61.986,298,458,6,C1CCC(=O)CC1,"[1, 6, 8]",3,TRUE
285,Phenol,C1=CC=C(C=C1)O,22.35211453,3760.236586,-98.55,315,351,6,C1=CC=C(C=C1)O,"[1, 6, 8]",3,TRUE
286,3-Methylpyridine,CC1=CN=CC=C1,21.126909,3412.831758,-61.802,347,458,6,CC1=CN=CC=C1,"[1, 6, 7]",3,TRUE
287,2-Methylpiperidine,CC1CCCCN1,20.57850231,2926.180398,-68.161,324,431,6,CC1CCCCN1,"[1, 6, 7]",3,TRUE
288,2-Methylpyridine,CC1=CC=CC=N1,21.08686705,3262.403873,-61.291,291,442,6,CC1=CC=CC=N1,"[1, 6, 7]",3,TRUE
289,2-Methylpyrazine,CC1=NC=CN=C1,22.65930241,4618.119925,7.515,406,528,5,CC1=NC=CN=C1,"[1, 6, 7]",3,TRUE
290,5-Hexen-2-one,CC(=O)CCC=C,22.4756252,4554.133387,21.222,449,560,6,CC(=O)CCC=C,"[1, 6, 8]",3,TRUE
291,Pentanoic acid,CCCCC(=O)O,22.16330255,3811.202005,-101,372,465,5,CCCCC(=O)O,"[1, 6, 8]",3,TRUE
292,Isobutyl vinyl ether,CC(C)COC=C,18.10642393,1496.749388,-128.975,283,356,6,CC(C)COC=C,"[1, 6, 8]",3,TRUE
293,Ethylene glycol isopropyl ether,CC(C)OCCO,22.13159596,3751.291043,-60.955,340,414,5,CC(C)OCCO,"[1, 6, 8]",3,TRUE
294,Propyl ethanoate,CCCOC(=O)C,21.05396311,2956.703466,-64.36,290,399,5,CCCOC(=O)C,"[1, 6, 8]",3,TRUE
295,Pentane,CCCCC,20.6722866,2451.88471,-41.138,219,328,5,CCCCC,"[1, 6]",2,TRUE
296,1-Pentene,CCCC=C,20.65220806,2403.921863,-39.7,222,318,5,CCCC=C,"[1, 6]",2,TRUE
297,Butyl amine,CCCCN,20.87097667,2658.134165,-65.752,297,349,4,CCCCN,"[1, 6, 7]",3,TRUE
298,Butyronitrile,CCCC#N,21.29129055,3332.156084,-49.515,304,401,4,CCCC#N,"[1, 6, 7]",3,TRUE
299,3-Butenenitrile,C=CCC#N,23.64962123,3529.867553,-42.763,254,392,4,C=CCC#N,"[1, 6, 7]",3,TRUE
300,"1,3-Diamino-propane",C(CN)CN,21.3568912,3235.484351,-83.266,353,373,3,C(CN)CN,"[1, 6, 7]",3,TRUE
301,2-(Methylamino) ethanol,CNCCO,26.19538234,6320.59608,-0.308,350,410,3,CNCCO,"[1, 6, 7, 8]",4,TRUE
302,2-Methoxy ethanol,COCCO,23.20268947,4289.529519,-29.918,329,397,3,COCCO,"[1, 6, 8]",3,TRUE
303,Diethyl amine,CCNCC,21.83700322,3041.629712,-33.176,244,302,4,CCNCC,"[1, 6, 7]",3,TRUE
304,Divinyl ether,C=COC=C,20.93715297,2400.824886,-46.402,253,323,4,C=COC=C,"[1, 6, 8]",3,TRUE
305,Ethyl methanoate,CCOC=O,20.90514703,2535.146187,-57.17,248,348,3,CCOC=O,"[1, 6, 8]",3,TRUE
306,Ethyl nitrite,CCON=O,23.34620959,3481.49945,4.316,203,290,2,CCON=O,"[1, 6, 7, 8]",4,TRUE
307,Pyrrole,C1=CNC=C1,21.71314717,3472.291412,-62.045,339,439,4,C1=CNC=C1,"[1, 6, 7]",3,TRUE
308,Tetrahydrofuran,C1CCOC1,21.00284572,2770.263151,-46.795,253,362,4,C1CCOC1,"[1, 6, 8]",3,TRUE
309,Furan,C1=COC=C1,20.94406072,2436.602453,-45.773,276,335,4,C1=COC=C1,"[1, 6, 8]",3,TRUE
310,Di-tert-butyl peroxide,CC(C)(C)OOC(C)(C)C,21.22472282,3847.838436,-0.03,244,310,8,CC(C)(C)OOC(C)(C)C,"[1, 6, 8]",3,TRUE
311,5-Methyl-2-hexa,CC(C)CCC(=O)C,21.03690095,3313.373897,-69.63,316,445,7,CC(C)CCC(=O)C,"[1, 6, 8]",3,TRUE
312,"2,5-Hexandione",CC(=O)CCC(=O)C,21.77395844,4627.519077,-22.244,324,480,6,CC(=O)CCC(=O)C,"[1, 6, 8]",3,TRUE
313,2-Methylpropyl ethanoate,CC(C)COC(=O)C,21.53976251,3367.30044,-53.45,295,369,6,CC(C)COC(=O)C,"[1, 6, 8]",3,TRUE
314,Ethyl decanoate,CCCCCCCCCC(=O)OCC,24.39142205,6243.908484,-27.899,359,447,12,CCCCCCCCCC(=O)OCC,"[1, 6, 8]",3,TRUE
315,Methyl caprate,CCCCCCCCCC(=O)OC,22.52190716,4864.945534,-61.783,380,461,11,CCCCCCCCCC(=O)OC,"[1, 6, 8]",3,TRUE
316,2-Hepta,CCCCCC(=O)C,21.10088979,3389.543412,-70.17,321,451,7,CCCCCC(=O)C,"[1, 6, 8]",3,TRUE
317,Acetic acid 2-methoxyethyl ester,CC(=O)OCCOC,21.91160698,3718.090069,-59.819,343,417,5,CC(=O)OCCOC,"[1, 6, 8]",3,TRUE
318,Hexane,CCCCCC,20.72646643,2696.039321,-48.833,250,358,6,CCCCCC,"[1, 6]",2,TRUE
319,1-Pentanamine,CCCCCN,21.24134748,3109.871427,-57.45,285,401,5,CCCCCN,"[1, 6, 7]",3,TRUE
320,Valeronitrile,CCCCC#N,21.83767097,3875.939184,-38.355,291,439,5,CCCCC#N,"[1, 6, 7]",3,TRUE
321,Pentanal,CCCCC=O,21.05506835,3030.201982,-58.15,283,400,5,CCCCC=O,"[1, 6, 8]",3,TRUE
322,"2-Butyne-1,4-diol",C(C#CCO)O,23.8930275,5391.758582,-89.76,362,503,4,C(C#CCO)O,"[1, 6, 8]",3,TRUE
323,"1,2-Dimethoxy ethane",COCCOC,21.29375432,2950.152612,-55.921,359,467,4,COCCOC,"[1, 6, 8]",3,TRUE
324,Propyl methanoate,CCCOC=O,20.65437249,2607.217101,-68.35,268,377,4,CCCOC=O,"[1, 6, 8]",3,TRUE
325,2-Ethoxy ethanol,CCOCCO,23.1907851,4334.581899,-36.338,273,407,4,CCOCCO,"[1, 6, 8]",3,TRUE
326,Cyclohexane,C1CCCCC1,20.56213093,2723.42857,-52.532,282,378,6,C1CCCCC1,"[1, 6]",2,TRUE
327,Cyclohexene,C1CCC=CC1,20.74154836,2827.533048,-49.265,316,365,6,C1CCC=CC1,"[1, 6]",2,TRUE
328,Pyridine,C1=CC=NC=C1,21.17199362,3527.056096,-62.616,327,429,5,C1=CC=NC=C1,"[1, 6, 7]",3,TRUE
329,"3,4-Dihydro-2H-pyran",C1CC=COC1,22.32356248,3870.59949,0,273,358,5,C1CC=COC1,"[1, 6, 8]",3,TRUE
330,"1,3,5-Trioxane",C1OCOCO1,23.15237798,4279.672152,-19.036,329,387,3,C1OCOCO1,"[1, 6, 8]",3,TRUE
331,Piperidine,C1CCNCC1,20.68686197,2856.810417,-67.499,315,417,5,C1CCNCC1,"[1, 6, 7]",3,TRUE
332,Morpholine,C1COCCN1,21.38963396,3333.339612,-63.463,346,402,4,C1COCCN1,"[1, 6, 7, 8]",4,TRUE
333,Diisobutyl amine,CC(C)CNCC(C)C,22.3342695,4100.632346,-32.841,268,412,8,CC(C)CNCC(C)C,"[1, 6, 7]",3,TRUE
334,Diisopropanolamine,CC(CNCC(C)O)O,25.23861218,6556.058432,-42.4,390,521,6,CC(CNCC(C)O)O,"[1, 6, 7, 8]",4,TRUE
335,Methyl octanoate,CCCCCCCC(=O)OC,21.92993555,4153.25102,-66.962,373,419,9,CCCCCCCC(=O)OC,"[1, 6, 8]",3,TRUE
336,2-Octa,CCCCCCC(=O)C,21.62288583,3722.105777,-77.05,342,472,8,CCCCCCC(=O)C,"[1, 6, 8]",3,TRUE
337,Heptanoic acid,CCCCCCC(=O)O,22.11011284,4036.20141,-114.85,393,522,7,CCCCCCC(=O)O,"[1, 6, 8]",3,TRUE
338,2-Ethoxyethyl acetate,CCOCCOC(=O)C,21.01866448,3327.794988,-78.144,310,430,6,CCOCCOC(=O)C,"[1, 6, 8]",3,TRUE
