,SMILES,VP1,VP2,VP3,VP4,VP5,Column1,Name,A,B,C,Tmin,Tmax,No.C,Atom,Count Unique Atom,Pass Screen,Atom2,Func. Group
569,CC1=C(C(=CC=C1)O)C,9.378001965,9.992893875,10.54065758,11.03171676,11.47444316,1282,"2,3-Dimethylphenol",21.00422727,3630.670123,-106.977,378,520,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
570,CC1=CC(=C(C(=C1C)O)C)C,7.580936903,9.050573666,10.27299588,11.30574184,12.18977962,1283,"2,3,5,6-Tetramethylphenol",23.48420352,6297.273196,4.874,381,522,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
571,CC1=CC(=C(C(=C1)C)C)C,9.641615814,10.42190191,11.10011386,11.69505147,12.22116487,1284,"1,2,3,5-Tetramethylbenzene",19.82141233,2909.086006,-120.52,360,503,10,"[1, 6]",2,TRUE,CH,aromatic
572,CC1=CC(=CC(=C1C)C)O,8.756961037,9.850939364,10.76573192,11.54203024,12.20907193,1285,"3,4,5-Trimethylphenol",23.7813291,5834.564116,-44.647,397,521,9,"[1, 6, 8]",3,TRUE,CHO,alcohol
573,CC1=CC(=CC(=C1C)O)O,4.868909203,7.136288076,8.919295322,10.35816395,11.54375848,1286,"1,3-Dihydroxy-4,5-dimethyl benzene",16.8120948,2316.170345,-203.93,424,453,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
574,CC1=CC(=C(C(=C1)C)O)C,4.882130703,7.200474588,8.975454502,10.37805971,11.51434662,1287,"2,4,6-Trimethylphenol",22.59430043,4951.414512,-45.798,367,493,9,"[1, 6, 8]",3,TRUE,CHO,alcohol
575,CC1=CC=CC=C1C(C)C,7.162727901,8.568205929,9.723618922,10.69025282,11.51087944,1289,1-Methyl-2-isopropylbenzene,22.04386747,4383.316112,-34.646,355,453,10,"[1, 6]",2,TRUE,CH,aromatic
576,C1C=CC2=CC=CC=C2C1=O,4.940733709,7.096426017,8.847620292,10.29840224,11.51996746,1290,1(2H)-Naphthale,19.99132009,3371.125034,-138.205,388,534,10,"[1, 6, 8]",3,TRUE,CHO,ketone
577,C1=CC=C(C=C1)N(C2=CC=CC=C2)N,9.185880799,10.12895601,10.92889029,11.61597403,12.21251427,1293,"1,1-Diphenyl-hydrazine",23.51950215,6611.186924,-44.143,399,596,12,"[1, 6, 7]",3,TRUE,CHN,aromatic
578,CCCCOC(=O)C1=CC(=O)CC(O1)(C)C,7.758308492,8.951140408,9.92871532,10.74447843,11.43553441,1294,"3,4-Dihydro-2,2-dimethyl-4-oxo-2H-pyran-6-carboxylic acid butyl ester",24.86400461,7778.132444,0,289,500,12,"[1, 6, 8]",3,TRUE,CHO,ester
579,CCCCCC1=C(C=C(C=C1)O)O,4.881800028,7.087299039,8.851525797,10.29487005,11.49757856,1295,"1,3-Dihydroxy-4-pentylbenzene",19.97775786,3632.915143,-176.431,417,495,11,"[1, 6, 8]",3,TRUE,CHO,alcohol
580,CC1=CC(=CC=C1)C(C)C,6.951044354,8.47359799,9.695930124,10.69886954,11.53661909,1300,1-Methyl-3-isopropylbenzene,21.80734592,4152.286237,-44.133,352,450,10,"[1, 6]",2,TRUE,CH,aromatic
581,CCC1=CC=NC=C1,8.688276625,9.524121313,10.26211205,10.9184825,11.50606368,1301,4-Ethylpyridine,21.49559893,3829.700973,-55.85,333,442,7,"[1, 6, 7]",3,TRUE,CHN,aromatic
582,CCC1=CN=CC=C1,12.93401635,13.34945312,13.7467668,14.127118,14.49157027,1302,3-Ethylpyridine,21.41242956,3781.553919,-55.929,334,440,7,"[1, 6, 7]",3,TRUE,CHN,aromatic
583,C=CCN(CC=C)C#N,9.140125178,9.320907055,9.49648408,9.66707784,9.832897521,1304,Diallyl cyanamide,23.09603372,5350.982103,-32.619,369,495,7,"[1, 6, 7]",3,TRUE,CHN,amine
584,CCCCCC1=CC=CC=C1,9.189132119,9.844058465,10.4451889,10.99889017,11.51056248,1307,Pentylbenzene,20.92451177,3745.200705,-80.15,361,510,11,"[1, 6]",2,TRUE,CH,aromatic
585,CC(C)CC1=CC=CC=C1,7.570299992,9.137616326,10.37363451,11.37335799,12.19863504,1308,2-Methylpropylbenzene,20.86091437,3522.863089,-68.51,334,470,10,"[1, 6]",2,TRUE,CH,aromatic
586,CC1=CC=C(C=C1)NN,9.448946492,10.10187564,10.65673913,11.13408695,11.54910221,1310,4-Tolylhydrazine,24.55559636,6179.228868,-40.878,355,512,7,"[1, 6, 7]",3,TRUE,CHN,aromatic
587,CCCC(=O)OCC(C)C,7.847326804,9.013684899,9.991454751,10.82295437,11.53872168,1312,Isobutyl butyrate,22.47702977,4440.949817,-25.079,277,430,8,"[1, 6, 8]",3,TRUE,CHO,ester
588,CCC(=O)OCC(C)C,7.596056703,8.950127786,10.02088175,10.88881634,11.6065723,1316,Isobutyl propionate,22.48234874,4044.651897,-40.891,270,410,7,"[1, 6, 8]",3,TRUE,CHO,ester
589,CC(C)(C)ON=O,7.99147443,8.897254483,9.688888517,10.38667451,11.0063671,1320,tert-Butyl nitrite,22.53079513,3707.162,0,267,337,4,"[1, 6, 7, 8]",4,TRUE,CHON,ester
590,CC(C)CC(C)(C)C,4.027676778,4.88194581,5.629585825,6.289388064,6.875973312,1321,"2,2,4-Trimethylpentane",20.57695958,2896.306659,-52.383,272,398,8,"[1, 6]",2,TRUE,CH,alkane
591,CCCC(=O)N,4.041902389,5.126985755,5.989158696,6.690712214,7.272705842,1327,Butyramide,22.08266602,4164.351783,-109.32,320,398,4,"[1, 6, 7, 8]",4,TRUE,CHON,amide
592,CC(C)ON=O,3.448662309,4.688246873,5.747762238,6.663788332,7.463625472,1329,Isopropyl nitrite,21.51765769,3131.515726,0,253,268,3,"[1, 6, 7, 8]",4,TRUE,CHON,ester
593,CC(=CC(=O)O)C,4.922659248,7.092399274,8.845238041,10.2908009,11.50337553,1330,3-Methyl-2-butenoic acid,23.23722824,4631.880173,-72.65,369,471,5,"[1, 6, 8]",3,TRUE,CHO,carboxylic_acid
594,C1CCOC(=O)C1,4.064595441,6.448600131,8.297908852,9.774269104,10.98016521,1336,Tetrahydro-2-pyra,21.54957152,4231.944168,-58.49,310,481,5,"[1, 6, 8]",3,TRUE,CHO,ester
595,C1C=CC=C1,6.256721266,8.085481336,9.50368365,10.63563089,11.56004631,1340,Cyclopentadiene,15.1005833,421.9648364,-195.613,276,314,5,"[1, 6]",2,TRUE,CH,alkene
596,CCCCCC(C)O,4.837095429,7.025240049,8.804412403,10.27947091,11.52224952,1343,2-Heptanol,19.46826486,2251.467704,-148.85,338,459,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
597,C1C=CC=CC=C1,7.570422013,8.974610113,10.19365723,11.26191479,12.205731,1351,"1,3,5-Cycloheptatriene",21.15295124,3275.005922,-48.168,273,338,7,"[1, 6]",2,TRUE,CH,alkene
598,CC(C)C(=O)OC,5.642192305,7.522483194,9.08019666,10.39178541,11.51131143,1361,Methyl isobutyrate,21.57234409,3298.637353,-37.32,366,533,5,"[1, 6, 8]",3,TRUE,CHO,ester
599,C1=CC2=C(C=C1C(=O)O)C(=O)OC2=O,4.849879617,7.255316286,9.049736433,10.43971445,11.54813678,1363,Trimellitic acid anhydride,29.71739347,11342.72068,0,558,595,9,"[1, 6, 8]",3,TRUE,CHO,carboxylic_acid
600,COC(=O)C(=O)OC,6.377684584,8.001702932,9.368221397,10.53398409,11.54020342,1367,Dimethyl oxalate,22.19360457,3881.055529,-72.945,346,528,4,"[1, 6, 8]",3,TRUE,CHO,ester
601,CCC(=O)OC,8.615947633,9.490414976,10.26359817,10.95213061,11.56919259,1369,Methyl propanoate,20.69436839,2600.931043,-68.91,267,375,4,"[1, 6, 8]",3,TRUE,CHO,ester
602,CC(C)C1CCC(=C)C=C1,8.273631652,9.998959015,11.3799436,12.51031823,13.45262602,1371,"p-Mentha-1(7),2-diene",13.69863134,744.2968158,-216.645,303,363,10,"[1, 6]",2,TRUE,CH,alkene
603,CC(C)CC(=O)OC,7.238368755,8.61794079,9.769664999,10.7456821,11.58335117,1376,Methyl 3-methylbutanoate,21.88791338,3614.284927,-41.247,253,390,6,"[1, 6, 8]",3,TRUE,CHO,ester
604,C1C(O1)CO,7.588958444,9.018063044,10.23514489,11.28412932,12.19759193,1377,"2,3-Epoxy-1-propanol",86.16434599,122723.9632,1227.306,290,355,3,"[1, 6, 8]",3,TRUE,CHO,ester
605,CC(=CCO)C,4.900712892,7.059167475,8.821510945,10.28761812,11.52639063,1385,3-Methyl-2-buten-1-ol,30.89553416,10280.61416,117.649,346,370,5,"[1, 6, 8]",3,TRUE,CHO,alcohol
606,CCCOC(=O)CC(C)C,4.994483977,7.146324682,8.888345428,10.3274428,11.53631029,1386,Propyl isovalerate,22.45573086,4292.732415,-36.751,281,429,8,"[1, 6, 8]",3,TRUE,CHO,ester
607,CCCOC,9.121950773,9.772183527,10.36433672,10.90585927,11.40297855,1387,Methyl propyl ether,17.57360574,1101.303424,-130.18,254,335,4,"[1, 6, 8]",3,TRUE,CHO,ester
608,CCOCC=C,7.096657257,8.443495384,9.613788041,10.64011282,11.54749645,1388,3-Ethoxy-1-propene,20.94189629,2758.036424,-47.88,244,401,5,"[1, 6, 8]",3,TRUE,CHO,ester
609,CC1(CO1)C,7.567507873,9.143163619,10.38251132,11.38284063,12.20721535,1397,"1,2-Epoxy-2-methylpropane",20.10398558,2454.758337,-42.771,204,329,4,"[1, 6, 8]",3,TRUE,CHO,ester
610,CC(C)(C)C=C,7.567507873,9.143163619,10.38251132,11.38284063,12.20721535,1398,"3,3-Dimethyl-1-butene",20.26829805,2326.808288,-48.241,232,337,6,"[1, 6]",2,TRUE,CH,alkene
611,CC(C)(CO)O,7.604710383,9.159761059,10.38740416,11.38119208,12.20213489,1399,Isobutylene glycol,25.81658406,5616.166223,-58.15,451,451,4,"[1, 6, 8]",3,TRUE,CHO,alcohol
612,CCC(C)(C)C(C)C,7.597475067,9.158491418,10.39032083,11.38715959,12.21039465,1401,"2,3,3-Trimethylpentane",20.64085632,3052.790342,-52.989,287,408,8,"[1, 6]",2,TRUE,CH,alkane
613,CC(C)C(C)(C)C=C,7.568268398,9.137619072,10.37374597,11.37259422,12.19650057,1402,"3,3,4-Trimethyl-1-pentene",20.828517,2976.782008,-58.15,283,403,8,"[1, 6]",2,TRUE,CH,alkene
614,CCC(C)(C)C(=C)C,7.60613196,9.165565404,10.39567415,11.39081613,12.21244472,1403,"2,3,3-Trimethyl-1-pentene",20.81732644,3003.952512,-58.15,285,407,8,"[1, 6]",2,TRUE,CH,alkene
615,CCC(C)(C)CC,7.579260667,9.145752558,10.38046949,11.37872081,12.20249994,1404,"3,3-Dimethylpentane",20.60611031,2825.317961,-48.029,265,378,7,"[1, 6]",2,TRUE,CH,alkane
616,CCCC(C)(C)CC,7.574604718,9.139349743,10.37281872,11.37014418,12.19321523,1406,"3,3-Dimethylhexane",20.6634677,3009.386613,-55.774,286,408,8,"[1, 6]",2,TRUE,CH,alkane
617,CC(C)C=C,7.587823647,9.150679311,10.38265892,11.37878016,12.20085739,1408,3-Methyl-1-butene,20.60687016,2331.068071,-36.503,213,308,5,"[1, 6]",2,TRUE,CH,alkene
618,CCC(=C)C,7.612248133,9.166309759,10.39114608,11.38135556,12.19846236,1409,2-Methyl-1-butene,20.65711257,2393.974695,-42.12,223,318,5,"[1, 6]",2,TRUE,CH,alkene
619,CC(C)C(=C)C,7.587823647,9.150679311,10.38265892,11.37878016,12.20085739,1413,"2,3-Dimethyl-1-butene",20.6939309,2612.697253,-43.783,243,352,6,"[1, 6]",2,TRUE,CH,alkene
620,CCC(C)C(C)(C)C,7.608772403,9.161099153,10.38591782,11.37698407,12.19538504,1415,"2,2,3-Trimethylpentane",20.60413008,2979.406955,-54.795,284,408,8,"[1, 6]",2,TRUE,CH,alkane
621,CC(C=C)C(C)(C)C,7.502107713,9.064847637,10.29847467,11.2970508,12.12191136,1416,"3,4,4-Trimethyl-1-pentene",20.83240837,2968.72296,-58.15,282,402,8,"[1, 6]",2,TRUE,CH,alkene
622,CCC(C)C(C)C,4.049621004,4.850725536,5.559209332,6.190257281,6.755906916,1417,"2,3-Dimethylpentane",20.67873384,2852.879904,-51.208,278,378,7,"[1, 6]",2,TRUE,CH,alkane
623,CCC(C)C(C)O,7.59674431,8.852609059,9.913977177,10.82278412,11.60971806,1418,3-Methyl-2-pentanol,21.57971236,3119.265974,-97.08,320,430,6,"[1, 6, 8]",3,TRUE,CHO,alcohol
624,CCC(C)C(=O)C,7.619983904,9.174509659,10.39741722,11.38459255,12.19820461,1419,3-Methyl-2-penta,21.64107626,3513.97511,-43.15,293,415,6,"[1, 6, 8]",3,TRUE,CHO,ketone
625,CCC(C(C)C)O,9.794895905,10.02538339,10.24573158,10.45659513,10.65857351,1421,2-Methyl-3-pentanol,21.33913827,2963.979635,-97.55,313,422,6,"[1, 6, 8]",3,TRUE,CHO,alcohol
626,CCC(=O)C(C)C,7.574827666,9.140073226,10.37450688,11.37298006,12.19724606,1422,2-Methyl-3-penta,23.37722542,4581.45356,0.05,333,395,6,"[1, 6, 8]",3,TRUE,CHO,ketone
627,CC(C)C(C)C(C)C,7.586889007,9.150335097,10.38278014,11.37927769,12.20166549,1423,"2,3,4-Trimethylpentane",20.67030638,3026.310614,-55.669,298,408,8,"[1, 6]",2,TRUE,CH,alkane
628,CC(C)C(C)C(=C)C,7.446458463,9.029234989,10.27314961,11.2765018,12.10292277,1424,"2,3,4-Trimethyl-1-pentene",20.81483965,3000.268376,-58.15,285,408,8,"[1, 6]",2,TRUE,CH,alkene
629,CC(C)C(=C(C)C)C,7.602089038,8.86248608,9.923161981,10.82810312,11.60926257,1425,"2,3,4-Trimethyl-2-pentene",20.78340936,3066.582827,-58.15,291,416,8,"[1, 6]",2,TRUE,CH,alkene
630,CC(C)C(=O)C(C)C,7.564800655,9.155548455,10.39786461,11.39492798,12.21283906,1426,"2,4-Dimethyl-3-penta",21.3467368,3369.902361,-54.4,299,423,7,"[1, 6, 8]",3,TRUE,CHO,ketone
631,CC1=C2C(=CC=CC2=CC=C1)C,7.604858613,9.15848056,10.38409347,11.37565542,12.19436665,1427,"1,8-Dimethylnaphthalene",21.78427402,4933.721448,-67.816,338,413,12,"[1, 6]",2,TRUE,CH,aromatic
632,CCOC(=O)C(C(=O)C)C(=O)OCC,7.607283856,9.163710744,10.3915972,11.38503779,12.20532662,1428,Acetylmalonic acid diethyl ester,26.28716338,7252.362467,0,363,393,9,"[1, 6, 8]",3,TRUE,CHO,ester
633,CC(C)C1=CC=CC=C1C(C)C,7.565560257,9.144759365,10.38568797,11.38651973,12.2107897,1431,"1,2-Diisopropylbenzene",20.96480701,3729.036558,-81.82,388,476,12,"[1, 6]",2,TRUE,CH,aromatic
634,CC(=O)N(C)C1=CC=CC=C1,7.606340846,9.160635037,10.38698558,11.37927815,12.19868288,1433,N-Methylacetanilide,23.16815069,5775.857407,-30.247,376,527,9,"[1, 6, 7, 8]",4,TRUE,CHON,amide
635,CC1=CC2=C(C=C1)C=C(C=C2)C,7.345496624,8.667547014,9.775277858,10.71689711,11.52716297,1436,"2,6-Dimethylnaphthalene",18.76121005,2998.672685,-135.697,384,418,12,"[1, 6]",2,TRUE,CH,aromatic
636,CC(C)CC(=O)C1=CC=CC=C1,4.866708097,7.122116984,8.893573301,10.32175024,11.49761658,1438,Isovalerophe,23.14484853,5433.267284,-33.749,331,501,11,"[1, 6, 8]",3,TRUE,CHO,ketone
637,CC1=C(N=CC=C1)C,7.876239801,8.978368476,9.933886551,10.7702239,11.50836947,1441,"2,3-Dimethyl-pyridine",21.16248394,3545.61263,-66.355,372,436,7,"[1, 6, 7]",3,TRUE,CHN,aromatic
638,CCC(CC)O,8.203729504,9.703433447,10.87919927,11.8257531,12.60416819,1442,3-Pentanol,21.96627035,3118.667302,-89.74,307,409,5,"[1, 6, 8]",3,TRUE,CHO,alcohol
639,CC(=C)C(=O)OC(C)(C)C,8.826802482,9.637090651,10.3448163,10.96829323,11.52171997,1445,tert-Butyl methacrylate,21.10791268,3280.962709,-65.837,314,409,8,"[1, 6, 8]",3,TRUE,CHO,ester
640,CC(C)(C)C1=CC(=CC=C1)O,8.203729504,9.703433447,10.87919927,11.8257531,12.60416819,1446,3-tert-Butylphenol,21.7586923,4216.756317,-101.291,391,524,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
641,C1=CC=C(C=C1)N=O,7.582706109,9.156030372,10.39087688,11.38586517,12.20469432,1450,Nitrosobenzene,22.99389105,2970.61108,-136.118,298,338,6,"[1, 6, 7, 8]",4,TRUE,CHON,aromatic
642,CCC1=CC=C(C=C1)N,9.468716828,10.02817457,10.54866876,11.03413287,11.48798813,1451,4-Ethylaniline,23.07963932,5228.217476,-37.726,325,490,8,"[1, 6, 7]",3,TRUE,CHN,amine
643,CCCC(C)CC,7.580183293,9.156625721,10.39102676,11.38381113,12.1995946,1452,3-Methylhexane,20.71338775,2859.856737,-53.715,272,378,7,"[1, 6]",2,TRUE,CH,alkane
644,CCC(C)CCO,7.210174449,8.617031899,9.767814249,10.72660516,11.53775179,1453,3-Methyl-1-pentanol,21.93580715,3420.236871,-96.99,335,448,6,"[1, 6, 8]",3,TRUE,CHO,alcohol
645,CCCC(=O)CC,4.878695234,7.350602939,9.131968821,10.47668946,11.52778143,1454,3-Hexa,20.99170121,3131.239416,-65.85,300,422,6,"[1, 6, 8]",3,TRUE,CHO,ketone
646,CCC(C)CC(C)C,9.653158053,10.13843177,10.58285132,10.99136744,11.36816202,1455,"2,4-Dimethylhexane",20.6633756,2960.779042,-58.55,285,398,8,"[1, 6]",2,TRUE,CH,alkane
647,CCCC(C)CCC,7.882832116,9.007331582,9.967819288,10.79773875,11.52201959,1456,4-Methylheptane,20.77424507,3052.629161,-60.783,292,408,8,"[1, 6]",2,TRUE,CH,alkane
648,CCCC(CCC)O,7.582340623,9.165492018,10.39965974,11.38878092,12.19924629,1457,4-Heptanol,20.2547128,2625.637782,-127.35,335,453,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
649,CCCCC(CCC)O,6.737429191,8.305518313,9.602566863,10.69325779,11.62320884,1458,4-Octanol,18.10868046,1751.115963,-183.65,350,457,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
650,CCCCC(=O)CCC,7.162047421,8.562481808,9.717586956,10.68663653,11.51123267,1459,4-Octa,21.89537375,4583.258786,5.053,288,433,8,"[1, 6, 8]",3,TRUE,CHO,ketone
651,CCCCCCCC(=O)OCCCC,7.610848813,9.158035294,10.38718624,11.38722413,12.21674742,1460,Butyl caprylate,23.14701296,5357.010271,-51.869,387,462,12,"[1, 6, 8]",3,TRUE,CHO,ester
652,CCCCC(C)CC,4.895457086,7.203913061,8.97644139,10.38026159,11.51957947,1461,3-Methylheptane,20.75856447,3053.550195,-61.337,302,408,8,"[1, 6]",2,TRUE,CH,alkane
653,CCCCC(CC)O,7.612501618,9.155439571,10.3830363,11.38300166,12.21327761,1462,3-Heptanol,19.40669373,2183.080927,-152.95,338,456,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
654,CC1CCC(=O)CC1,7.608057488,9.159536585,10.38894665,11.38714401,12.21374799,1463,4-Methyl cyclohexa,21.08792624,3752.615029,-50.708,366,443,7,"[1, 6, 8]",3,TRUE,CHO,ketone
655,CC1=CN=C(C=C1)C,7.581674763,8.877983516,9.946275698,10.84184904,11.60345783,1464,"2,5-Dimethyl-pyridine",21.20220354,3549.253017,-63.334,358,431,7,"[1, 6, 7]",3,TRUE,CHN,aromatic
656,CCCCCC(CC)O,4.843777598,7.879786109,10.0645683,11.712104,12.99886248,1465,3-Octanol,16.91571113,1290.138428,-208.45,347,455,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
657,C/C=C\C,7.57615639,9.125867741,10.35925744,11.36420624,12.19880057,1471,(Z)-2-Butene,20.7453246,2227.336612,-35.277,205,298,4,"[1, 6]",2,TRUE,CH,alkene
658,CCCC(C)(C)C,4.884610759,6.002234719,6.970114677,7.816456094,8.562799283,1474,"2,2-Dimethylpentane",20.59413686,2744.589327,-49.652,261,368,7,"[1, 6]",2,TRUE,CH,alkane
659,CCCC(C)(C)O,4.863397103,7.153958736,8.936014851,10.36198002,11.52889061,1475,2-Methyl-2-pentanol,19.05764486,1867.51164,-146.55,309,419,6,"[1, 6, 8]",3,TRUE,CHO,alcohol
660,CC1(CCCCC1)C,4.861761638,7.318484929,9.174047452,10.6250512,11.79079674,1476,"1,1-Dimethylcyclohexane",20.53514463,3038.974832,-55.42,290,420,8,"[1, 6]",2,TRUE,CH,alkane
661,CCCCC(C)(C)C,5.608597114,6.036192235,6.448884578,6.847439897,7.232572368,1477,"2,2-Dimethylhexane",20.62535992,2927.000119,-58.32,283,398,8,"[1, 6]",2,TRUE,CH,alkane
662,CC1C=CC(=O)O1,6.175694631,7.467393453,8.540630263,9.446505748,10.221336,1479,5-Methyl-2(5H)-fura,23.96033206,5989.610986,0,370,482,5,"[1, 6, 8]",3,TRUE,CHO,ester
663,CC1=CC(=CN=C1)C,4.846289929,5.993921028,6.976996031,7.828540192,8.573295638,1482,"3,5-Dimethyl-pyridine",21.22962732,3684.11082,-65.385,371,446,7,"[1, 6, 7]",3,TRUE,CHN,aromatic
664,CC1CCC=CC1,3.296615565,3.967534418,4.501291121,4.936046847,5.297007953,1483,4-Methylcyclohexene,20.70878258,2954.446933,-54.15,292,429,7,"[1, 6]",2,TRUE,CH,alkene
665,CC1CCCC=C1,8.285030679,9.833442445,11.0378743,12.00149009,12.78994951,1484,3-Methylcyclohexene,20.73360444,2940.163997,-56.656,318,376,7,"[1, 6]",2,TRUE,CH,alkene
666,CC1=CCCCC1,9.562056554,10.1391115,10.66147658,11.13657483,11.57054403,1485,1-Methylcyclohexene,20.74495619,3017.183166,-56.145,310,383,7,"[1, 6]",2,TRUE,CH,alkene
667,CCCCC(C)C,10.83856479,11.0362997,11.22749376,11.41246623,11.59151595,1487,2-Methylhexane,20.71725609,2844.889934,-53.653,270,378,7,"[1, 6]",2,TRUE,CH,alkane
668,CCCCC(=O)C,3.523675882,4.708673893,5.749246371,6.670280235,7.491255088,1488,2-Hexa,21.07625213,3213.948273,-64.17,303,426,6,"[1, 6, 8]",3,TRUE,CHO,ketone
669,CC(C)CCC(C)C,8.85108533,9.392417881,9.889034014,10.34625462,10.76858861,1493,"2,5-Dimethylhexane",20.67979303,2959.904059,-58.902,285,398,8,"[1, 6]",2,TRUE,CH,alkane
670,CCCCC=C,4.891022507,7.128293553,8.893969196,10.32294392,11.50314377,1496,1-Hexene,20.68320086,2644.79529,-47.81,247,358,6,"[1, 6]",2,TRUE,CH,alkene
671,C=CCCC=C,7.186425215,8.589807058,9.740162638,10.70026321,11.51370268,1497,"1,5-Hexadiene",20.68444425,2670.78687,-40.998,286,320,6,"[1, 6]",2,TRUE,CH,alkene
672,C1CC=CC=C1,7.673901032,9.251757839,10.46683646,11.43135088,12.21556103,1501,"1,3-Cyclohexadiene",20.69344736,2771.879566,-51.104,307,363,6,"[1, 6]",2,TRUE,CH,alkene
673,CCCCCC=C,7.510701599,8.785227198,9.844429871,10.73862549,11.50358594,1503,1-Heptene,20.78490604,2897.434926,-53.85,270,388,7,"[1, 6]",2,TRUE,CH,alkene
674,CCCCOC=O,4.857904289,6.82387367,8.428491671,9.762999379,10.89030479,1504,Butyl methanoate,21.93833999,3530.783982,-40.15,286,403,5,"[1, 6, 8]",3,TRUE,CHO,ester
675,CC1CC1,7.179033679,8.555779211,9.706771185,10.68332932,11.52231392,1523,Methylcyclopropane,20.64357337,2193.005068,-37.16,177,278,4,"[1, 6]",2,TRUE,CH,alkane
676,CC(=C)C(C)(C)C,6.678630546,8.345145579,9.655077519,10.71181241,11.58229148,1531,"2,3,3-Trimethyl-1-butene",20.5463352,2719.468124,-49.557,260,375,7,"[1, 6]",2,TRUE,CH,alkene
677,CC(C)C(C)(C)O,10.19697714,10.64514284,11.05823101,11.44020479,11.79445197,1533,"2,3-Dimethyl-2-butanol",21.30844481,2927.506687,-92.51,306,414,6,"[1, 6, 8]",3,TRUE,CHO,alcohol
678,CC(C)(C(=O)O)O,5.273208401,6.207874789,7.03782554,7.779724933,8.446879463,1534,2-Hydroxy-2-methyl propionic acid,26.37560567,6679.935207,-35.478,371,485,4,"[1, 6, 8]",3,TRUE,CHO,carboxylic_acid
679,CC(C)(C)C(C)(C)C,5.236726362,7.445369216,9.118015117,10.42866548,11.48336073,1536,"2,2,3,3-Tetramethylbutane",20.50267819,2924.513327,-53.65,372,406,8,"[1, 6]",2,TRUE,CH,alkane
680,CC(C)(C)C(C)(C)O,7.164697162,8.530714295,9.685711063,10.67507867,11.53206089,1537,"2,3,3-Trimethyl-2-butanol",21.19485829,3056.624146,-85.505,298,363,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
681,CCC(C)(C(C)C)O,8.319596863,8.643231675,8.953056736,9.249937492,9.534668551,1540,"2,3-Dimethyl-3-pentanol",18.97330117,1971.01284,-148.15,321,416,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
682,CC(C)(CC(=O)O)C(=O)O,6.727760029,8.32294696,9.613208201,10.6783478,11.57255624,1542,"2,2-Dimethylsuccinic acid",24.39172138,6034.822244,-23.72,334,493,6,"[1, 6, 8]",3,TRUE,CHO,carboxylic_acid
683,CCC(CC)(CC)O,4.8760563,7.296706736,9.141641592,10.59442045,11.76806538,1543,3-Ethyl-3-pentanol,19.38700663,2184.922995,-137.65,308,416,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
684,CCCC(CC)(CC)O,7.618732101,9.153973817,10.37593796,11.37163674,12.19858959,1544,3-Ethyl-3-hexanol,25.22205659,5917.643689,0,336,435,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
685,CCCC(CC)(CCC)O,4.888418935,7.236387706,9.017607527,10.41518129,11.54100542,1545,4-Ethyl-4-heptanol,19.55654597,2443.042784,-148.15,334,453,9,"[1, 6, 8]",3,TRUE,CHO,alcohol
686,CCCC(C)(CC)O,7.618022066,9.156262624,10.3780237,11.37186447,12.19612157,1546,3-Methyl-3-hexanol,19.11836403,2033.182637,-148.15,325,422,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
687,CCCC(C)(CCC)O,4.871796318,6.907441513,8.516670633,9.820765938,10.89899879,1547,4-Methyl-4-heptanol,20.99243803,3078.556269,-109.05,339,440,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
688,CC(C)C#C,8.746613054,9.978125615,11.03090464,11.94122787,12.73617741,1550,3-Methyl-1-butyne,20.67951672,2361.531271,-44.15,225,323,5,"[1, 6]",2,TRUE,CH,alkyne
689,CC(C=C)O,4.910059757,7.161651707,8.925658986,10.34498873,11.51167196,1552,1-Buten-3-ol,17.49052847,1114.748218,-182.377,321,370,4,"[1, 6, 8]",3,TRUE,CHO,alcohol
690,CC(C)OC,7.306277884,8.973357849,10.28216936,11.33699848,12.2052365,1554,2-Methoxypropane,20.79082368,2407.559947,-44.06,260,325,4,"[1, 6, 8]",3,TRUE,CHO,ester
691,COC(=O)N,7.194979078,8.597636732,9.751556,10.71751261,11.53797385,1555,Methyl carbamate,23.46110859,5465.975505,0,333,388,2,"[1, 6, 7, 8]",4,TRUE,CHON,ester
692,CC1CCC1,6.495524881,8.246097309,9.638580831,10.77265404,11.71414107,1557,Methylcyclobutane,20.45816922,2442.467137,-36,309,309,5,"[1, 6]",2,TRUE,CH,alkane
693,CC(C)C(C)O,7.610028589,9.149383015,10.37435339,11.37232664,12.20104901,1559,3-Methyl-2-butanol,20.87753904,2511.959155,-116,305,406,5,"[1, 6, 8]",3,TRUE,CHO,alcohol
