,SMILES,VP1,VP2,VP3,VP4,VP5,Column1,Name,A,B,C,Tmin,Tmax,No.C,Atom,Count Unique Atom,Pass Screen,Atom2,Func. Group
1458,C/C=C\CC(C)(C)C,7.549607306,8.685936745,9.647014882,10.4704816,11.18391803,3882,"(Z)-5,5-Dimethyl-2-hexene",20.82225397,2992.439587,-58.15,284,405,8,"[1, 6]",2,TRUE,CH,alkene
1459,C/C=C(/C)\C(C)(C)C,5.560122918,7.829344483,9.530419434,10.85297955,11.91071396,3883,"(Z)-3,4,4-Trimethyl-2-pentene",20.80146163,3033.425602,-58.15,288,411,8,"[1, 6]",2,TRUE,CH,alkene
1460,C/C=C/CC(C)(C)C,7.150280062,8.509925636,9.669719692,10.67070917,11.54342059,3884,"(E)-5,5-Dimethyl-2-hexene",20.83454977,2970.33477,-58.15,282,402,8,"[1, 6]",2,TRUE,CH,alkene
1461,CC(C)(C)CCCC(C)(C)C,7.163081534,8.517816738,9.671787945,10.66654457,11.5329107,3886,"2,2,6,6-Tetramethylheptane",19.96847844,3081.457527,-71.15,436,436,11,"[1, 6]",2,TRUE,CH,alkane
1462,CCCC(C)C#C,4.795031775,7.169435097,8.971591765,10.38612663,11.52595536,3887,3-Methyl-1-hexyne,20.82342829,2826.423202,-54.15,268,382,7,"[1, 6]",2,TRUE,CH,alkyne
1463,CCCCC(CC(C)C)O,6.456990385,6.754383089,7.043278859,7.324036719,7.59699575,3890,2-Methyl-4-octanol,19.68111582,2521.330677,-148.15,333,457,9,"[1, 6, 8]",3,TRUE,CHO,alcohol
1464,CCCCCCC1COCCC1O,6.475560674,8.065112897,9.400479966,10.53811802,11.51891666,3893,3-Hexyl-4-hydroxy-tetrahydro pyran,26.69739194,8247.43843,-11.891,293,373,11,"[1, 6, 8]",3,TRUE,CHO,ester
1465,CCC(C)(OOC(C)(C)C)OOC(C)(C)C,5.372514455,6.938911231,8.272097568,9.420546768,10.42016886,3895,"2,2-Bis(tert-butylperoxy)butane",34.29723522,9277.45382,0,299,323,12,"[1, 6, 8]",3,TRUE,CHO,ester
1466,CC(COC1=CC=CC=C1)O,2.224905876,5.714673929,8.198455226,10.05644129,11.4986775,3899,1-Phenoxy-2-propanol,26.29945918,7828.483072,20.674,387,510,9,"[1, 6, 8]",3,TRUE,CHO,ester
1467,CC/C(=C/C)/C(C)C,7.181939328,8.54047342,9.692113465,10.68077776,11.53877572,3905,(Z)-3-Ethyl-4-methyl-2-pentene,20.78094559,3063.359208,-58.15,290,415,8,"[1, 6]",2,TRUE,CH,alkene
1468,CC/C(=C\C)/C(C)C,7.191341348,8.538044798,9.692564683,10.69329993,11.56905857,3906,(E)-3-Ethyl-4-methyl-2-pentene,20.79165261,3051.155507,-58.15,289,413,8,"[1, 6]",2,TRUE,CH,alkene
1469,CC/C=C\C(C)CC,7.574586654,9.11945535,10.35053527,11.35461588,12.18918207,3918,(Z)-5-Methyl-3-heptene,20.79768539,3031.813792,-58.15,288,411,8,"[1, 6]",2,TRUE,CH,alkene
1470,CCC(=O)COC,8.320937948,9.760723982,10.92075639,11.8753505,12.67464073,3920,1-Methoxy-2-buta,21.25642942,3284.557045,-68.432,297,406,5,"[1, 6, 8]",3,TRUE,CHO,ester
1471,CC1(CCC(C1)(C)C)C,7.600118655,8.679040181,9.603932545,10.40558246,11.10708444,3921,"1,1,3,3-Tetramethyl-cyclopentane",19.98116569,2782.651059,-62,391,391,9,"[1, 6]",2,TRUE,CH,alkane
1472,C/C=C/CCC(C)C,7.154074488,8.602745099,9.771611091,10.73459789,11.54169692,3922,(E)-6-Methyl-2-heptene,20.77663976,3071.187997,-58.15,291,416,8,"[1, 6]",2,TRUE,CH,alkene
1473,CCCCCCCCOC(=O)C(C)O,7.197684907,8.540628746,9.685931792,10.67423372,11.53574691,3924,Octyl lactate,22.09668877,4604.449477,-92.19,328,528,11,"[1, 6, 8]",3,TRUE,CHO,ester
1474,CCCC(C(C)C)(C(C)C)O,4.882001725,7.269218993,9.049555357,10.42833483,11.5276462,3925,2-Methyl-3-(1-methylethyl)-3-hexanol,23.56880049,5602.189531,0,342,465,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
1475,CCCC(CCC)(C(C)C)O,9.550390093,10.31214409,10.86159025,11.27663075,11.60120847,3926,4-Isopropyl-4-heptanol,24.27431257,5901.525593,0,346,463,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
1476,CC(C)C(C(C)C)(C(C)C)O,6.48676314,8.237684813,9.59846897,10.68643937,11.57616301,3927,Triisopropyl-methanol,19.57897315,2776.917622,-122.75,347,468,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
1477,CC(C)C/C=C/C(C)O,7.181387407,8.532389348,9.680299494,10.66771157,11.52608683,3928,6-Methyl-3-hepten-2-ol,25.16695573,5589.972015,-38.884,315,448,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1478,CCC(C)(C)CC(C)(C)C,4.801816722,7.225335264,9.029879098,10.42572751,11.53759999,3931,"2,2,4,4-Tetramethylhexane",20.39263764,3214.40879,-64.45,316,457,10,"[1, 6]",2,TRUE,CH,alkane
1479,CCC(=O)CO,5.473942451,6.971737549,8.235690168,9.316597747,10.25153823,3935,1-Hydroxy-2-buta,22.77318827,4590.12049,-8.595,265,427,4,"[1, 6, 8]",3,TRUE,CHO,ketone
1480,CC(C)C(C)CC(C)C(C)C,5.564224515,7.370055099,8.80861611,9.981608444,10.95635663,3937,"2,3,5,6-Tetramethylheptane",20.17216512,3216.342961,-76.15,448,448,11,"[1, 6]",2,TRUE,CH,alkane
1481,CC(C)C(C)C(C)(C)C(C)C,4.666644725,7.117705069,8.99332093,10.47485191,11.67469201,3938,"2,3,3,4,5-Pentamethylhexane",19.93145288,3152.008734,-79.15,454,454,11,"[1, 6]",2,TRUE,CH,alkane
1482,CC1(CCCC1(C)C)C,7.595740947,8.877160886,9.922249239,10.79086581,11.52422867,3940,"1,1,2,2-Tetramethyl-cyclopentane",19.9659456,2879.244504,-65,406,406,9,"[1, 6]",2,TRUE,CH,alkane
1483,CCC(C)CC#C,9.37624303,9.988045531,10.53801329,11.03506978,11.48650029,3941,4-Methyl-1-hexyne,20.82066519,2872.014386,-55.15,272,388,7,"[1, 6]",2,TRUE,CH,alkyne
1484,CCCC(CC)CC(C)C,5.900175701,7.88973719,9.403811977,10.59466095,11.55580534,3944,4-Ethyl-2-methylheptane,20.76217953,3311.577881,-70.85,322,458,10,"[1, 6]",2,TRUE,CH,alkane
1485,CCCC(CC)C(C)CC,8.348143289,10.06410827,11.39086468,12.44734302,13.3084976,3945,4-Ethyl-3-methylheptane,20.75041332,3371.445093,-69.85,326,464,10,"[1, 6]",2,TRUE,CH,alkane
1486,CC[C@@H](C)CC(CC)CC,8.950208275,9.71132998,10.37640417,10.96253244,11.48298388,3946,3-Ethyl-(5RS)-methylheptane,20.81728039,3350.721827,-70.75,324,460,10,"[1, 6]",2,TRUE,CH,alkane
1487,CCCC(C)C(CC)CC,7.959119512,8.426290758,8.870439191,9.293225775,9.696155456,3947,3-Ethyl-4-methylheptane,20.75359088,3377.431814,-70.15,327,465,10,"[1, 6]",2,TRUE,CH,alkane
1488,CCCCC(C)C(C)(C)C,8.421101058,10.37483909,11.82689157,12.94850765,13.84095814,3948,"2,2,3-Trimethylheptane",20.72319676,3329.768303,-68.75,322,460,10,"[1, 6]",2,TRUE,CH,alkane
1489,CCCCC(C)(C)C(C)C,7.444743135,8.724515204,9.813016992,10.75014685,11.56542767,3949,"2,3,3-Trimethylheptane",20.71617387,3356.708549,-68.15,324,462,10,"[1, 6]",2,TRUE,CH,alkane
1490,CCCC(C)C(C)C(C)C,4.844267995,7.216846212,9.001007362,10.39149966,11.50566954,3950,"2,3,4-Trimethylheptane",20.72112443,3342.662779,-69.55,324,462,10,"[1, 6]",2,TRUE,CH,alkane
1491,CCC(CC)CC(C)(C)C,7.589056156,8.668871619,9.60023785,10.41179836,11.12527291,3951,"4-Ethyl-2,2-dimethylhexane",20.76968595,3260.460492,-67.15,315,448,10,"[1, 6]",2,TRUE,CH,alkane
1492,CCCC(C)(CC)C(C)C,7.577309237,8.656734842,9.584611474,10.39076136,11.09766371,3952,"3-Ethyl-2,3-dimethylhexane",20.69835187,3398.15508,-66.35,326,466,10,"[1, 6]",2,TRUE,CH,alkane
1493,CCC(CC)C(C)C(C)C,7.913440865,9.05725852,10.01929923,10.83970557,11.54761073,3953,"4-Ethyl-2,3-dimethylhexane",20.70744708,3357.169066,-68.45,324,463,10,"[1, 6]",2,TRUE,CH,alkane
1494,CCC(C)(CC)CC(C)C,4.885739041,5.919007709,6.873371444,7.757536126,8.578972331,3954,"4-Ethyl-2,4-dimethylhexane",20.70509844,3371.214835,-66.95,324,463,10,"[1, 6]",2,TRUE,CH,alkane
1495,CCC(CC(C)C)C(C)C,8.046676356,9.126346082,10.04064952,10.82487632,11.50494173,3955,"3-Ethyl-2,5-dimethylhexane",20.71509166,3291.084873,-69.05,320,456,10,"[1, 6]",2,TRUE,CH,alkane
1496,CCC(CC)C(C)(C)CC,4.928566358,7.377504364,9.126626347,10.43840252,11.45863417,3956,"4-Ethyl-3,3-dimethylhexane",20.69512825,3391.9381,-66.15,325,466,10,"[1, 6]",2,TRUE,CH,alkane
1497,CCC(C)C(C)C(C)(C)C,3.971156402,6.096033633,7.882388757,9.405150048,10.71865239,3958,"2,2,3,4-Tetramethylhexane",20.605834,3324.01184,-65.85,321,461,10,"[1, 6]",2,TRUE,CH,alkane
1498,CCC(C)C(C)(C)C(C)C,6.229143383,7.551975212,8.637563603,9.544479069,10.31347828,3960,"2,3,3,4-Tetramethylhexane",20.64804038,3396.174857,-65.43,326,468,10,"[1, 6]",2,TRUE,CH,alkane
1499,CC(C)CC(C)(C)C(C)C,4.919608754,7.256342257,9.021262228,10.40137719,11.51016478,3961,"2,3,3,5-Tetramethylhexane",20.66646106,3290.854615,-66.25,318,455,10,"[1, 6]",2,TRUE,CH,alkane
1500,CCC(C)(C)C(C)C(C)C,6.726803977,8.309659584,9.566314876,10.58818681,11.43545153,3962,"2,3,4,4-Tetramethylhexane",20.6180377,3356.938807,-65.55,323,464,10,"[1, 6]",2,TRUE,CH,alkane
1501,CC(C)C(C)C(C)C(C)C,7.551161224,8.77194729,9.81580784,10.71860615,11.5071262,3963,"2,3,4,5-Tetramethylhexane",20.71511469,3322.169772,-67.85,321,458,10,"[1, 6]",2,TRUE,CH,alkane
1502,CCC(CC)(CC)C(C)C,5.77608903,7.714708987,9.251160535,10.49882811,11.53213522,3964,"3,3-Diethyl-2-methylpentane",20.68812839,3458.022293,-65.45,330,473,10,"[1, 6]",2,TRUE,CH,alkane
1503,CCC(C)(CC)C(C)(C)C,6.212598125,7.175815111,8.054306378,8.858779849,9.598211984,3965,"3-Ethyl-2,2,3-trimethylpentane",20.56669005,3431.082047,-63.15,328,473,10,"[1, 6]",2,TRUE,CH,alkane
1504,CCC(C(C)C)C(C)(C)C,6.494381669,8.122745339,9.458174133,10.57319115,11.51820473,3966,"3-Ethyl-2,2,4-trimethylpentane",20.6228501,3305.59116,-65.05,319,458,10,"[1, 6]",2,TRUE,CH,alkane
1505,CCC(C)(C(C)C)C(C)C,5.627561769,6.860685161,7.943577069,8.902115215,9.75655671,3967,"3-Ethyl-2,3,4-trimethylpentane",20.58755147,3423.069051,-64.83,328,473,10,"[1, 6]",2,TRUE,CH,alkane
1506,CC#CCC(C)C,7.455423693,8.172715674,8.774122161,9.285627765,9.725988767,3973,5-Methyl-2-hexyne,20.79833011,2962.045464,-56.15,280,401,7,"[1, 6]",2,TRUE,CH,alkyne
1507,CCC1(CC1)C,4.856479459,7.208994981,9.012139572,10.4382307,11.59434124,3974,1-Ethyl-1-methylcyclopropane,20.42655472,2553.728049,-43,330,330,6,"[1, 6]",2,TRUE,CH,alkane
1508,C[C@@H]1CC(C[C@@H]1C)(C)C,8.749030194,9.571969741,10.29725864,10.94130439,11.51703365,3975,"cis-1,1,3,4-Tetramethyl-cyclopentane",19.91966364,2871.853206,-64,406,406,9,"[1, 6]",2,TRUE,CH,alkane
1509,CCC(=O)CC1=CC=C(C=C1)OC,7.185203172,8.595749251,9.749104256,10.70973326,11.52221829,3976,1-(4-Methoxy-phenyl)-2-buta,24.63337769,6828.237805,-31.431,402,552,11,"[1, 6, 8]",3,TRUE,CHO,ester
1510,CC(=CCC(C)(C)CO)C,7.576802542,9.10379262,10.33727549,11.35445515,12.20764141,3977,"2,2,5-Trimethyl-4-hexen-1-ol",26.06141794,6026.157617,-33.851,323,373,9,"[1, 6, 8]",3,TRUE,CHO,alcohol
1511,CCC(C)(C)CCCC(C)C,9.527395006,10.09941498,10.61634495,11.08577768,11.51397195,3981,"2,6,6-Trimethyloctane",20.07722954,3181.021306,-77.15,449,449,11,"[1, 6]",2,TRUE,CH,alkane
1512,CCC1CCCC1(C)C,8.780840366,9.616429297,10.34307756,10.98078617,11.54494241,3986,1-Dimethyl-2-ethyl-1-cyclopentane,20.07665389,2959.78893,-65,411,411,9,"[1, 6]",2,TRUE,CH,alkane
1513,CCC(CC)/C=C\C,4.831408186,7.151323673,8.942409179,10.36698594,11.52710984,3987,(Z)-4-Ethyl-2-hexene,20.79328745,3039.642581,-58.15,288,412,8,"[1, 6]",2,TRUE,CH,alkene
1514,CCC(C)CCC(C)O,9.870025122,10.33486971,10.76083405,11.15260034,11.51412795,3988,5-Methyl-2-heptanol,20.7534297,3131.055209,-105.65,344,451,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1515,CCCC(C)CC(C)O,3.040724862,6.221712518,8.490114042,10.18937836,11.50982331,4040,4-Methyl-2-heptanol,20.40389728,2849.449053,-123.85,346,451,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1516,CC(C)C(C(=O)OC)NC(=O)C,3.67195786,6.507780395,8.609778812,10.23015845,11.51743126,4042,N-Acetyl-DL-valine methyl ester,26.82965243,8133.727568,-0.078,381,487,8,"[1, 6, 7, 8]",4,TRUE,CHON,ester
1517,CC(C)CC(C(C)C)(C(C)C)O,2.470314279,6.167387903,8.570794684,10.25843853,11.50862246,4045,"2,5-Dimethyl-3-(1-methylethyl)-3-hexanol",20.43198882,3257.006614,-104.85,321,458,11,"[1, 6, 8]",3,TRUE,CHO,alcohol
1518,CCC(C)C(C)(C)CO,4.8589817,7.344254191,9.128566902,10.47182155,11.51956495,4048,"2,2,3-Trimethyl-1-pentanol",25.89487196,6433.42275,0,352,450,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1519,CC/C=C(/C)\C(C)C,7.582970377,9.088434241,10.3002968,11.29681586,12.1307064,4059,"(Z)-2,3-Dimethyl-3-hexene",20.78891254,3047.471371,-58.15,289,413,8,"[1, 6]",2,TRUE,CH,alkene
1520,CCCCCCCCC#CC,8.300077796,9.735698925,10.89158582,11.84224038,12.63786548,4063,2-Undecyne,21.43591592,4112.416976,-64.15,361,510,11,"[1, 6]",2,TRUE,CH,alkyne
1521,CCCC(CCC)C(C)(C)C,10.85954599,11.10815127,11.34552894,11.5724228,11.78951237,4067,"4-(1,1-Dimethylethyl)-heptane",19.93421598,3061.816476,-83,447,447,11,"[1, 6]",2,TRUE,CH,alkane
1522,CC(C)C(C)(C)CC(C)(C)C,7.587730889,8.654470049,9.583316882,10.39938525,11.12203951,4068,"2,2,4,4,5-Pentamethylhexane",19.82122813,3085.786387,-77.15,449,449,11,"[1, 6]",2,TRUE,CH,alkane
1523,CC(C)(C)C(C)(C)C(C)(C)C,8.679215301,9.929381237,10.8714184,11.60674534,12.19667271,4069,"2,2,3,3,4,4-Hexamethylpentane",19.50167537,3038.698521,-86.15,467,467,11,"[1, 6]",2,TRUE,CH,alkane
1524,CCC(CC)(CC)C(C)(C)C,7.950331366,9.362304813,10.49958506,11.43522643,12.21848777,4070,"3,3-Diethyl-2,2-dimethylpentane",19.75873597,3104.943894,-85,462,462,11,"[1, 6]",2,TRUE,CH,alkane
1525,CCCCCC(C)CO,7.170468119,8.525694934,9.67489703,10.66173616,11.51835076,4071,2-Methyl-1-heptanol,19.13655445,2307.420522,-145.55,345,455,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
1526,CC(C)CC(C)(CC(C)C)O,4.929933484,7.193731531,8.959759071,10.37593097,11.53683903,4072,"2,4,6-Trimethyl-4-heptanol",24.41477026,5869.289402,0,338,455,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
1527,CC(C)C(C)C#C,4.567985908,7.183314755,9.047143175,10.4426898,11.52674042,4073,"3,4-Dimethyl-1-pentyne",20.76931754,2773.003227,-53.15,264,377,7,"[1, 6]",2,TRUE,CH,alkyne
1528,CCCCCCCC1OCCCCO1,5.933070306,7.84431754,9.333231585,10.52587079,11.50266523,4078,"2-Heptyl-1,3-dioxepane",28.92180427,8469.677035,0,328,373,12,"[1, 6, 8]",3,TRUE,CHO,ester
1529,CCCCC1OCC=CCO1,6.209480747,7.487282512,8.539713957,9.421567162,10.17120427,4080,"2-Butyl-4,7-dihydro-1,3-dioxepine",24.68857065,6381.893198,6.503,293,373,9,"[1, 6, 8]",3,TRUE,CHO,ester
1530,CCCCCCC1OCC=CCO1,7.170457854,8.537963672,9.688914317,10.67097546,11.51878015,4081,"2-Hexyl-4,7-dihydro-1,3-dioxepin",27.82264225,7967.941441,0.574,293,373,11,"[1, 6, 8]",3,TRUE,CHO,ester
1531,CCC1=C(C=CC(=C1C)C)C,7.589328122,9.112316526,10.33965019,11.34980432,12.19573884,4082,"2-Ethyl-1,3,4-trimethylbenzene",19.58173625,2866.971725,-120.444,347,488,11,"[1, 6]",2,TRUE,CH,aromatic
1532,CC(C)C1(CCCC1)C,4.880500605,7.192628006,8.96713415,10.3720025,11.51183447,4083,1-Methyl-1-(1-methylethyl)cyclo-pentane,20.19187525,3077.658261,-66,421,421,9,"[1, 6]",2,TRUE,CH,alkane
1533,C[C@@H]1CCC[C@H]1C(C)C,4.907578509,7.216983136,8.981866823,10.37450388,11.50142972,4084,trans-1-Methyl-2-(1-methylethyl)cyclo-pentane,20.09380815,2982.837807,-66,414,414,9,"[1, 6]",2,TRUE,CH,alkane
1534,C[C@H]1CC[C@H](C1)C(C)C,4.847995474,7.12162467,8.905834372,10.34329686,11.52614127,4085,cis-1-Methyl-3-(1-methylethyl)cyclo-pentane,20.09772254,2992.784975,-66,415,415,9,"[1, 6]",2,TRUE,CH,alkane
1535,C[C@H]1CC[C@@H](C1)C(C)C,7.17752403,8.498915484,9.644213847,10.64642034,11.53077476,4086,trans-1-Methyl-3-(1-methylethyl)cyclo-pentane,20.09772254,2992.784975,-66,415,415,9,"[1, 6]",2,TRUE,CH,alkane
1536,CC/C(=C/C(C)C)/C,6.49230314,6.859562577,7.214157895,7.556733033,7.887889,4113,"(E)-2,4-Dimethyl-3-hexene",20.82135596,2998.19605,-58.15,285,406,8,"[1, 6]",2,TRUE,CH,alkene
1537,CCCC(=C)C(C)C,4.805286438,7.057553601,8.848184764,10.30591562,11.51568589,4114,2-(1-Methylethyl)-1-pentene,20.80406355,3031.123016,-58.15,288,411,8,"[1, 6]",2,TRUE,CH,alkene
1538,CCC(C=C)C(C)C,4.924448532,7.111530786,8.869443891,10.3132243,11.52016738,4115,3-Ethyl-4-methyl-1-pentene,20.82066519,2997.505274,-58.15,285,406,8,"[1, 6]",2,TRUE,CH,alkene
1539,C[C@@H]1CCC[C@@H]1C(C)C,4.90975021,7.155868729,8.924261452,10.35268913,11.53058973,4120,cis-1-Methyl-2-(1-methylethyl)cyclo-pentane,20.12079445,3052.421929,-66,421,421,9,"[1, 6]",2,TRUE,CH,alkane
1540,CCCCC(C)(CC)C(C)C,8.726614193,9.530809607,10.26057191,10.92577787,11.53463083,4138,"3-Ethyl-2,3-dimethylheptane",19.94939001,3134.739346,-84,456,456,11,"[1, 6]",2,TRUE,CH,alkane
1541,CCCC(CC)C(C)C(C)C,7.595433844,9.163772664,10.39579645,11.38920866,12.20720871,4139,"4-Ethyl-2,3-dimethylheptane",20.066062,3143.995738,-84,452,452,11,"[1, 6]",2,TRUE,CH,alkane
1542,CCC(CC)CC(C)C(C)C,7.573850202,9.165084534,10.40377033,11.39538697,12.20715174,4140,"5-Ethyl-2,3-dimethylheptane",20.08498925,3150.949545,-83,451,451,11,"[1, 6]",2,TRUE,CH,alkane
1543,CCCC(C)C(CC)C(C)C,6.449438028,8.179147349,9.538086103,10.63392846,11.53633593,4141,"3-Ethyl-2,4-dimethylheptane",20.066062,3143.995738,-84,452,452,11,"[1, 6]",2,TRUE,CH,alkane
1544,CCCC(C)(CC)CC(C)C,8.720857425,9.848819859,10.78418339,11.57239704,12.24565269,4142,"4-Ethyl-2,4-dimethylheptane",19.91692356,3021.958728,-83,443,443,11,"[1, 6]",2,TRUE,CH,alkane
1545,CCC(CC)C(C)CC(C)C,8.814054243,9.597111827,10.29042808,10.90859395,11.4631999,4143,"5-Ethyl-2,4-dimethylheptane",20.07640061,3130.686796,-83,449,449,11,"[1, 6]",2,TRUE,CH,alkane
1546,CCC(C)CC(CC)C(C)C,7.046722217,7.539681395,8.010320299,8.460121301,8.890438349,4144,"3-Ethyl-2,5-dimethylheptane",20.07640061,3130.686796,-83,449,449,11,"[1, 6]",2,TRUE,CH,alkane
1547,CCC(C)C(CC)CC(C)C,8.62363623,8.820369449,9.011438564,9.197084714,9.377535543,4145,"4-Ethyl-2,5-dimethylheptane",20.07207175,3120.555421,-83,448,448,11,"[1, 6]",2,TRUE,CH,alkane
1548,CCC(CC(C)C)CC(C)C,8.976557504,9.887151119,10.56938319,11.09958612,11.52348288,4148,"4-Ethyl-2,6-dimethylheptane",20.05017416,3069.944601,-83,443,443,11,"[1, 6]",2,TRUE,CH,alkane
1549,CCCC(C)C(C)(CC)CC,7.18526509,8.724315298,9.884579697,10.79057383,11.51762789,4151,"3-Ethyl-3,4-dimethylheptane",19.95770235,3154.679733,-84,458,458,11,"[1, 6]",2,TRUE,CH,alkane
1550,CCCC(C)(CC)C(C)CC,7.55931366,9.10721247,10.35010659,11.37006006,12.22211995,4152,"4-Ethyl-3,4-dimethylheptane",19.94103163,3114.775933,-84,454,454,11,"[1, 6]",2,TRUE,CH,alkane
1551,CCC(C)C(C)C(CC)CC,2.574697554,4.165784032,5.510001617,6.660669212,7.656782436,4153,"3-Ethyl-4,5-dimethylheptane",20.07891042,3174.366835,-84,455,455,11,"[1, 6]",2,TRUE,CH,alkane
1552,CCC(C)CC(C)(CC)CC,4.975527378,6.110728048,7.089049811,7.940910653,8.689342108,4154,"3-Ethyl-3,5-dimethylheptane",19.9368179,3104.805739,-84,453,453,11,"[1, 6]",2,TRUE,CH,alkane
1553,CCC(C)C(CC)C(C)CC,4.816725071,6.975899196,8.766601243,10.27573768,11.5648771,4155,"4-Ethyl-3,5-dimethylheptane",20.07465064,3164.258486,-84,454,454,11,"[1, 6]",2,TRUE,CH,alkane
1554,CCCC(C)(C)C(CC)CC,4.009459279,5.070860464,5.971993094,6.74660909,7.419604671,4156,"3-Ethyl-4,4-dimethylheptane",19.94275857,3081.756863,-83,449,449,11,"[1, 6]",2,TRUE,CH,alkane
1555,CCCCC(C)(C)C(C)(C)C,5.105979735,5.473418749,5.826235672,6.165286296,6.491360908,4157,"2,2,3,3-Tetramethylheptane",19.85210579,3113.923976,-79.15,453,453,11,"[1, 6]",2,TRUE,CH,alkane
1556,CCCC(C)C(C)C(C)(C)C,3.383589453,4.441077621,5.418329228,6.324142379,7.166074232,4158,"2,2,3,4-Tetramethylheptane",20.01713207,3158.663205,-77.15,449,449,11,"[1, 6]",2,TRUE,CH,alkane
1557,CC(C)CCC(C)C(C)(C)C,7.370433165,8.701441745,9.819147112,10.77102042,11.59141922,4160,"2,2,3,6-Tetramethylheptane",20.02825355,3145.791754,-76.15,446,446,11,"[1, 6]",2,TRUE,CH,alkane
1558,CCCC(C)(C)CC(C)(C)C,4.834572633,7.13853241,8.929622115,10.36194047,11.5334716,4161,"2,2,4,4-Tetramethylheptane",19.89230893,3095.503296,-76.15,446,446,11,"[1, 6]",2,TRUE,CH,alkane
1559,CCC(C)C(C)CC(C)(C)C,5.439170205,6.449656212,7.325700548,8.092460189,8.769184057,4162,"2,2,4,5-Tetramethylheptane",20.03562182,3122.996162,-75.15,442,442,11,"[1, 6]",2,TRUE,CH,alkane
1560,CC(C)CC(C)CC(C)(C)C,9.49092191,10.07754193,10.59546572,11.05609283,11.4684328,4163,"2,2,4,6-Tetramethylheptane",20.10260403,3123.571808,-71.15,435,435,11,"[1, 6]",2,TRUE,CH,alkane
1561,CCC(C)(C)CCC(C)(C)C,8.327141441,9.374055842,10.22363268,10.92686185,11.51855932,4164,"2,2,5,5-Tetramethylheptane",19.93377849,3077.197744,-73.15,439,439,11,"[1, 6]",2,TRUE,CH,alkane
1562,CC(C)C(C)CCC(C)(C)C,7.123186828,8.536278857,9.701444742,10.67867001,11.51003312,4165,"2,2,5,6-Tetramethylheptane",20.05880886,3140.035291,-74.15,442,442,11,"[1, 6]",2,TRUE,CH,alkane
1563,CCCC(C)C(C)(C)C(C)C,7.189110971,8.494273596,9.632943767,10.63506915,11.52382129,4166,"2,3,3,4-Tetramethylheptane",19.97276125,3167.505131,-80.15,455,455,11,"[1, 6]",2,TRUE,CH,alkane
1564,CCC(C)CC(C)(C)C(C)C,8.02982249,8.348744362,8.657154942,8.955565463,9.244454538,4167,"2,3,3,5-Tetramethylheptane",20.01713207,3158.663205,-77.15,449,449,11,"[1, 6]",2,TRUE,CH,alkane
1565,CC(C)CCC(C)(C)C(C)C,8.003241306,8.880804462,9.663648023,10.36632207,11.00054175,4168,"2,3,3,6-Tetramethylheptane",20.01319465,3148.716037,-77.15,448,448,11,"[1, 6]",2,TRUE,CH,alkane
1566,CCC(C)C(C)C(C)C(C)C,10.718835,11.03400679,11.33139571,11.6124655,11.87852355,4170,"2,3,4,5-Tetramethylheptane",20.14174797,3222.260605,-78.15,452,452,11,"[1, 6]",2,TRUE,CH,alkane
1567,CC(C)CC(C)C(C)C(C)C,4.928380115,7.160203663,8.920690211,10.34489099,11.52076079,4171,"2,3,4,6-Tetramethylheptane",20.16820467,3206.211587,-76.15,447,447,11,"[1, 6]",2,TRUE,CH,alkane
1568,CCC(C)(C)CC(C)C(C)C,7.409662348,8.338087383,9.154245397,9.877338729,10.52242672,4172,"2,3,5,5-Tetramethylheptane",20.04736501,3152.86069,-75.15,445,445,11,"[1, 6]",2,TRUE,CH,alkane
1569,CCC(C)C(C)(C)CC(C)C,11.09850288,12.68871592,13.89985187,14.85302267,15.62271355,4173,"2,4,4,5-Tetramethylheptane",20.03216795,3155.761948,-76.15,447,447,11,"[1, 6]",2,TRUE,CH,alkane
1570,CC(C)CC(C)(C)CC(C)C,8.723772337,9.916926993,10.84900601,11.59724842,12.21116006,4174,"2,4,4,6-Tetramethylheptane",20.10948875,3141.531972,-71.15,437,437,11,"[1, 6]",2,TRUE,CH,alkane
1571,CCC(C)(C)C(C)CC(C)C,4.901666253,7.175304243,8.940634183,10.35097787,11.50362818,4175,"2,4,5,5-Tetramethylheptane",20.01713207,3158.663205,-77.15,449,449,11,"[1, 6]",2,TRUE,CH,alkane
1572,CCCC(C)(C)C(C)(C)CC,4.956661538,7.142441878,8.89242313,10.3251241,11.51965957,4176,"3,3,4,4-Tetramethylheptane",19.82339256,3119.772542,-81.15,457,457,11,"[1, 6]",2,TRUE,CH,alkane
1573,CCC(C)C(C)C(C)(C)CC,9.464686026,10.0869883,10.65594114,11.17812296,11.65907333,4177,"3,3,4,5-Tetramethylheptane",19.96880081,3157.557964,-80.15,454,454,11,"[1, 6]",2,TRUE,CH,alkane
