,SMILES,VP1,VP2,VP3,VP4,VP5
0,C=O,9.536830352098322,10.289294294611722,10.942479520247447,11.51481806315841,12.020445099332749
1,CCOC(=O)N,11.670690128862677,11.809843513193567,11.94440861658503,12.074608691321004,12.200652737113668
2,CN1CCC[C@H]1C2=CN=CC=C2,7.281769818335805,7.427957781511902,7.571312644626444,7.711915974859711,7.849846237978275
3,C(C(CO)O)O,6.68143181096754,7.179183184422929,7.636669383608963,8.058586299059963,8.44892694013861
4,CC(CO)O,10.174973185333243,10.48791803384169,10.78600952620162,11.070280629627195,11.341670698678799
5,C1COC1=O,10.48792729865368,10.839347111483656,11.169008441037331,11.47887140115704,11.770667533419777
6,C1COCCN1N=O,6.5133240107823624,7.9485733329520905,9.251405313274493,10.4393372774116,11.526927251381334
7,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,8.108198997084704,8.887828427821269,9.59140021027867,10.229526539393957,10.810933082634538
8,C1=CC=C(C=C1)CCO,7.581743344155486,9.10620897807695,10.336148794007403,11.349397310443415,12.198583567093802
9,CCOCC,4.087860802610475,6.3582830151926295,8.161690096809501,9.628738546573704,10.845504071866957
10,CC(=O)N,10.412750307537678,10.725312095231224,11.027095890245683,11.318649726107108,11.600485100773152
12,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,7.61922624691557,8.569222907313353,9.3913115206249,10.109695140462973,10.74283277776266
13,CCO,4.8516901690564325,6.9688808005126965,8.800791302567582,10.401442150540102,11.812024553778244
14,C(=O)O,4.665754593758415,6.831947380080532,8.649216383830282,10.195583241780465,11.527421604314753
15,CC(=O)O,4.859039942143539,7.009010829578401,8.779760027376355,10.263489330355167,11.52475145612486
16,C1=CC=C(C=C1)C(=O)O,4.86918427959834,7.060244188819194,8.831521285225069,10.293107936446127,11.519694236844067
17,CCCCCC=O,4.937334508558429,6.839098111050269,8.549142753041508,10.095068355758269,11.499419696141327
19,CON,4.289200600038519,5.017546240724943,5.69174924903216,6.31763043282184,6.9002050828097765
20,CC(C)O,9.053303803779448,10.509635024532162,11.689631813434215,12.665129347431893,13.485049516330921
21,CC(=O)C,2.591064647729901,3.744435068766915,4.762107145029486,5.666698480518166,6.476064836410162
22,CN(C)C=O,7.592831612795397,8.983365444426116,10.195607124185077,11.261781281794399,12.206788090807262
23,C1=CC=C(C(=C1)C(=O)O)O,7.577075738990022,8.974075797801834,10.188273859083392,11.253346904718306,12.19517825720813
24,CCCO,9.361798440426648,9.58010219537525,9.790601973869485,9.993708895223575,10.189805699665113
25,CCCCO,6.5799903052021484,8.594648738839885,10.13653452421641,11.35458782089935,12.341132278207146
26,CCCCCO,7.795509327678541,8.609759693504252,9.352900863790449,10.033858153003788,10.660123171250897
27,C1=CC=CC=C1,8.133794011537596,8.64934550182253,9.13030371029181,9.58003740679764,10.001491702508984
28,C,7.19727033505456,8.106623516224156,8.894020922905762,9.582454518484539,10.189478511371728
29,CC,6.4145108910080495,7.999897372142485,9.349237421641345,10.511595499441297,11.523319164837773
30,C=C,4.893206534966975,7.028530582379272,8.787470111193688,10.261480454926264,11.514607420251862
31,C#C,7.582275008486402,8.990050027031469,10.204721078496082,11.263470047587342,12.194508785043585
32,CN,6.876868218236261,8.378471230244303,9.609833262503333,10.637883934205327,11.509136703809364
33,CCC,4.910052976193988,7.125899702159188,8.893525428529092,10.336437687950339,11.536584506748248
35,CCN,9.075118122263817,9.525321339607627,9.948514800535643,10.347058374161554,10.72304479733971
36,CC=O,7.5726622458640485,9.01920361566642,10.245677467242826,11.298753291527396,12.212775625326724
37,C(=O)N,7.656989244845786,8.862560233633992,9.886911993402546,10.768048960666212,11.534043089584328
38,C1CO1,8.359398380975515,9.271941632804168,10.085025780078883,10.81407074338216,11.471465518548632
39,CC(C)C,4.88633990970968,6.949768341633558,8.705831273040648,10.218445357051802,11.534954086371837
42,CC1CO1,7.845951331358018,8.30679489830829,8.730851214831894,9.122356080495566,9.48491903373439
43,CC(C)(C)N,7.35524950084165,8.157868134528263,8.881146985282378,9.536296228063875,10.132509133563248
44,CC(C)(C)O,4.899526250694599,7.136936843566879,8.901735438125433,10.329363237499484,11.508021146620658
45,CC(C)(C)CO,4.500188120034235,5.395051219387774,6.146722985601505,6.787026438874479,7.3390051355468255
46,CCC(C)(C)O,4.897990780754547,7.2548161918065155,9.028551783504593,10.411765265190446,11.520638286028142
47,CC(C)(C#N)O,7.578818323999284,8.841058021156806,9.907813794331439,10.821233966934757,11.61216249777821
48,CC(C)(C)OO,7.604047654503679,9.161301989289463,10.389841233670833,11.383809961040546,12.204534883016361
49,CC(=O)C(C)(C)C,7.59392212733594,9.158085135366347,10.389930961737853,11.385194447850877,12.20605950970866
52,CCC(CC)(C(=O)OCC)C(=O)OCC,7.60728385595659,9.163710744230798,10.391597204741615,11.385037787197742,12.20532661729153
53,CCC(C)(CC)O,2.8321615513434146,3.6976182354859244,4.466758541998626,5.154813469534753,5.7739634122416135
54,CC(C)(OC)OC,7.587876653771092,8.86302378791959,9.925189508889654,10.823620892530695,11.593468501553986
55,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,7.60728385595659,9.163710744230798,10.391597204741615,11.385037787197742,12.20532661729153
56,CCC(CO)(CO)CO,7.563206540865194,9.135267943246614,10.372304520847456,11.371100007935974,12.19443343238277
59,CCC(C)C,4.812011255494497,7.18966042846157,8.991037698374566,10.403005072526318,11.53951582315558
60,CC(C)CN,7.60728385595659,9.163710744230798,10.391597204741615,11.385037787197742,12.20532661729153
61,CC(C)CO,7.536124817291299,9.044392454944303,10.243457763373945,11.219562736176119,12.029605030277935
62,CC(C)C=O,4.921613790458693,7.25367154287499,9.014297496067925,10.390597762655764,11.49603026009191
63,CCC(C)O,7.598000169986491,8.829413011971685,9.88528217429491,10.800647008034938,11.601803258442361
64,CCC(=O)C,7.572619422416054,9.149794316149315,10.389263423203904,11.38900215886299,12.212428312932783
65,CC(=O)C=C,7.577001614961201,9.14212660533825,10.374499317186515,11.370040056566406,12.19103397206876
66,CC(CN)O,7.569086160199328,9.143146575982357,10.382647753574071,11.38400671803898,12.209838886680627
67,CCC(=O)N,7.212432111631401,8.538228653900838,9.676555524982247,10.664549851426763,11.530147358417413
69,CCC(=O)O,4.913050093098832,7.237437379195551,9.007415253349201,10.400203931290095,11.524764167665817
70,C=CC(=O)O,8.627333034369686,9.692082418551216,10.586171539199883,11.347586803097006,12.003819684911363
71,C(C(=O)O)O,9.634863365268826,9.840555317802385,10.038695032580547,10.229690946278625,10.413922565256167
72,CC(=O)NC,8.122217455814422,9.134142981773918,10.03128980929143,10.83213820538907,11.551403223557807
73,CC(=O)OC,7.577484967473284,8.835488323277486,9.899721160691033,10.811751856680537,11.602052396279062
74,CC(C)C(C)C,7.5652409964594565,9.1334082737529,10.370097528719036,11.370363794046911,12.196088905035182
75,CC(C)C(=O)O,7.579552150616944,9.152408082594214,10.389881940503068,11.388909748716046,12.212353579820839
76,CC(=C)C(=O)N,3.64947379002545,5.98730183453195,7.767260059745173,9.16774754540467,10.298424526897085
77,CC(=C)C(=O)O,7.587084264295903,9.147756771763023,10.37817015711504,11.373124765417147,12.194306387778548
78,CC1(C2CCC(C2)C1=C)C,9.054793092417224,9.734657491328392,10.340686859886127,10.884289713568036,11.374639331751306
79,CC(C)(C1=CC=CC=C1)OO,7.621961167864974,9.20310567951599,10.444215968203803,11.444331955137418,12.267434915452073
80,C/C=C(\C)/C(=O)O,4.887656490077504,7.251185703021356,9.026404858891196,10.408658113617438,11.515424318815468
82,C1CC2=CC=CC3=C2C1=CC=C3,7.614101794791541,8.861336937844143,9.916017872913136,10.81954034063329,11.60222773408231
83,CC1=CNC2=CC=CC=C12,7.617747767327277,9.176933055266215,10.401008483646645,11.387526611464724,12.199524970438025
84,CCOC(=O)C1=CC=CC=C1C(=O)OCC,7.575204634645566,9.147571329865055,10.382246518928495,11.37746826012806,12.196738332157075
85,C1=CC=C2C(=C1)C(=O)OC2=O,7.569086160199328,9.143146575982357,10.382647753574071,11.38400671803898,12.209838886680627
88,CC(C)CCOC(=O)C1=CC=CC=C1O,8.622547827794756,9.602704166137917,10.43749580434892,11.157028345893629,11.783630921172524
89,CCOC(=O)C1=CC=CC=C1N,7.567286494979562,8.848536229362402,9.91957609900815,10.828216583037923,11.60879111519394
90,CCCC(C)C1=CC=CC=C1O,7.572576808902893,9.137601151448923,10.371967303933715,11.370454896010012,12.19477930711293
91,C1C2=CC=CC=C2C(=O)O1,7.583605776290328,9.148904613518111,10.381644954367376,11.377631158842108,12.199092298282329
93,C1=CC(=C(C(=C1)O)O)O,7.587084264295903,9.147756771763023,10.37817015711504,11.373124765417147,12.194306387778548
