,Column1,Name,SMILES,A,B,C,Tmin,Tmax,No.C,Atom,Count Unique Atom,Pass Screen,Atom2,Func. Group
1199,2510,Diethyl itaconate,CCOC(=O)CC(=C)C(=O)OCC,22.16026314178214,4912.97515604935,-39.828,324,501,9,"[1, 6, 8]",3,True,CHO,ester
1200,2511,4-Methyl-2-tert-butylphenol,CC1=CC(=C(C=C1)O)C(C)(C)C,21.61174132092909,4180.039295098415,-95.057,385,510,11,"[1, 6, 8]",3,True,CHO,alcohol
1201,2512,Propylcyclopropane,CCCC1CC1,20.56947617858534,2706.688776814501,-43.0,342,342,6,"[1, 6]",2,True,CH,alkane
1202,2513,"2,3,6-Trimethylphenol",CC1=C(C(=C(C=C1)C)O)C,23.313512885608205,5671.656220925051,-16.841,359,502,9,"[1, 6, 8]",3,True,CHO,alcohol
1203,2515,Diethyl mesaconate,CCOC(=O)/C=C(\C)/C(=O)OCC,24.69674482852252,6618.849927364176,0.3,335,502,9,"[1, 6, 8]",3,True,CHO,ester
1204,2516,1-Butylcyclopentene,CCCCC1=CCCC1,20.701943898985284,3248.7380309711366,-76.065,366,430,9,"[1, 6]",2,True,CH,alkene
1205,2518,"(2,3-Epoxypropyl)-butyl ether",CCCCOC[C@H]1CO1,22.8946035796398,4699.576174800848,0.0,1,415,7,"[1, 6, 8]",3,True,CHO,ester
1207,2526,N-Methyloctyl-amine,CCCCCCCCNC,21.67688145320989,3958.834550384663,-69.15,365,508,9,"[1, 6, 7]",3,True,CHN,amine
1208,2527,1-Methylbicyclo[4.1.0]-heptane,CC12CCCCC1C2,20.696233487954665,3123.34615456196,-58.167,341,393,8,"[1, 6]",2,True,CH,alkane
1209,2530,trans-1-Methyl-3-propylcyclopentane,CCC[C@H]1CC[C@@H](C1)C,20.1819971591363,3074.135305954491,-66.0,421,421,9,"[1, 6]",2,True,CH,alkane
1210,2531,cis-1-Methyl-3-propylcyclopentane,CCC[C@@H]1CC[C@@H](C1)C,20.1819971591363,3074.135305954491,-66.0,421,421,9,"[1, 6]",2,True,CH,alkane
1212,2542,Heptyl acrylate,CCCCCCCOC(=O)C=C,24.323242500587952,6151.0245036802025,0.0,359,480,10,"[1, 6, 8]",3,True,CHO,ester
1213,2543,Octyl acrylate,CCCCCCCCOC(=O)C=C,24.41253675049426,6400.638543271315,-3.626,331,500,11,"[1, 6, 8]",3,True,CHO,ester
1214,2544,Hexyl acrylate,CCCCCCOC(=O)C=C,24.091579414381822,5789.546275101253,0.0,342,461,9,"[1, 6, 8]",3,True,CHO,ester
1215,2546,"1,1,2,2-Tetramethoxy ethane",COC(C(OC)OC)OC,26.53174396668226,7851.900362758137,91.34,351,432,6,"[1, 6, 8]",3,True,CHO,ester
1216,2548,"cis-1,3-Dimethylcyclopentane",C[C@@H]1CC[C@@H](C1)C,20.73259130657304,2900.8427518557587,-49.62,270,390,7,"[1, 6]",2,True,CH,alkane
1217,2549,"r-1-Ethyl-c-2, t-4-dimethylcyclopentane",CC[C@H]1C[C@@H](C[C@H]1C)C,20.032352153942615,3003.975538170962,-65.0,418,418,9,"[1, 6]",2,True,CH,alkane
1218,2550,"r-1-Ethyl-c-2, c-4-dimethylcyclopentane",CC[C@H]1C[C@H](C[C@H]1C)C,20.032352153942615,3003.975538170962,-65.0,418,418,9,"[1, 6]",2,True,CH,alkane
1219,2551,"r-1, t-2, c-3, t-4-Tetramethyl-cyclopentane",C[C@@H]1C[C@H]([C@@H]([C@H]1C)C)C,19.802231799748792,2777.055777256399,-65.0,401,401,9,"[1, 6]",2,True,CH,alkane
1220,2553,4-Ethoxy-3-hydroxy benzaldehyde,CCOC1=C(C=C(C=C1)C=O)O,23.65123304119764,6729.719399591838,-43.15,390,422,9,"[1, 6, 8]",3,True,CHO,ester
1221,2557,4-Phenyl-2-buta,CC(=O)CCC1=CC=CC=C1,26.87802973881764,7520.298175760786,3.971,293,373,10,"[1, 6, 8]",3,True,CHO,ketone
1222,2558,N-Methyl-caprolactam,CN1CCCCCC1=O,23.003700061345857,5842.924802727041,-2.239,435,530,7,"[1, 6, 7, 8]",4,True,CHON,amide
1223,2559,"3-Methyl-1,3-butanediol",CC(C)(CCO)O,21.924892893576285,3612.074445720132,-127.762,362,469,5,"[1, 6, 8]",3,True,CHO,alcohol
1224,2561,3-Heptyne,CCCC#CCC,20.82158622041726,2992.2093283457625,-58.15,284,405,7,"[1, 6]",2,True,CH,alkyne
1225,2562,"cis-1,3,5-Hexatriene",C=C/C=C\C=C,21.632602741871622,3287.3224493744374,-29.569,306,323,6,"[1, 6]",2,True,CH,alkene
1226,2563,"2,4,6-Trimethylheptane",CC(C)CC(C)CC(C)C,20.81272126780923,3249.638341742497,-70.85,317,448,10,"[1, 6]",2,True,CH,alkane
1227,2564,trans-1-Ethyl-3-methylcyclopentane,CC[C@@H]1CC[C@H](C1)C,20.72142376887201,3110.792460634956,-55.65,293,421,8,"[1, 6]",2,True,CH,alkane
1228,2565,cis-1-Ethyl-3-methylcyclopentane,CC[C@H]1CC[C@H](C1)C,20.74329832725546,3120.0028010069323,-56.05,293,421,8,"[1, 6]",2,True,CH,alkane
1229,2566,Hexaethylene glycol,C(COCCOCCOCCOCCOCCO)O,20.48299108249248,5075.450165381195,-152.717,393,472,12,"[1, 6, 8]",3,True,CHO,ester
1230,2567,Acetamido acetamide,CC(=O)NCC(=O)N,44.32773337490535,17119.282675243063,0.0,378,408,4,"[1, 6, 7, 8]",4,True,CHON,amide
1231,2571,"1,2,3-Benzene-tricarboxylic acid trimethyl ester",COC(=O)C1=C(C(=CC=C1)C(=O)OC)C(=O)OC,24.066619391973767,7186.368075234417,-43.0,453,513,12,"[1, 6, 8]",3,True,CHO,ester
1232,2574,2-Phenylpentane,CCCC(C)C1=CC=CC=C1,21.931846700557124,4379.007975569124,-45.141,302,467,11,"[1, 6]",2,True,CH,aromatic
1233,2576,2-Methyl-2-hexene,CCCC=C(C)C,20.7281012656417,2902.408509718995,-53.15,274,394,7,"[1, 6]",2,True,CH,alkene
1234,2577,Isopropyl phenyl ether,CC(C)OC1=CC=CC=C1,19.7854689802718,2785.64672223836,-113.387,345,447,9,"[1, 6, 8]",3,True,CHO,ester
1235,2578,"L-Leucine, ethyl ester",CCOC(=O)[C@H](CC(C)C)N,59.48242742295496,67651.84275711152,949.055,333,449,8,"[1, 6, 7, 8]",4,True,CHON,ester
1236,2579,"Norborn-5-ene-2,3-dicarboxylic anhydride 2-exo, 3-exo isomere",C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2C(=O)OC3=O,19.651504579561404,4876.9373967589,34.74,393,523,9,"[1, 6, 8]",3,True,CHO,alkene
1237,2581,2-Butyl-1-hexanol,CCCCC(CCCC)CO,13.934554207272068,421.3730720179104,-316.15,379,491,10,"[1, 6, 8]",3,True,CHO,alcohol
1238,2583,"1,12-Dodecane-diamine",C(CCCCCCN)CCCCCN,40.136268652575495,13248.498978814492,0.0,313,354,12,"[1, 6, 7]",3,True,CHN,amine
1239,2584,2-Methoxy-4-propyl phenol,CCCC1=CC(=C(C=C1)O)OC,13.852812436470778,686.4927196252448,-291.125,368,412,10,"[1, 6, 8]",3,True,CHO,ester
1240,2585,"(E)-3-Methyl-1,3-pentadiene",C/C=C(\C)/C=C,20.24847279077104,2574.4052632219928,-55.0,350,350,6,"[1, 6]",2,True,CH,alkene
1241,2586,"(Z)-3-Methyl-1,3-pentadiene",C/C=C(/C)\C=C,20.24847279077104,2574.4052632219928,-55.0,350,350,6,"[1, 6]",2,True,CH,alkene
1242,2587,"2,4-Dimethyldecane",CCCCCCC(C)CC(C)C,23.778243634927197,5794.114603925753,1.203,348,472,12,"[1, 6]",2,True,CH,alkane
1243,2589,3-Methoxy propanal,COCCC=O,20.323514038951718,2592.142076193326,-99.477,333,394,4,"[1, 6, 8]",3,True,CHO,ester
1244,2590,3-Ethoxypropanal,CCOCCC=O,22.64636188076411,4009.84371794976,-45.121,353,406,5,"[1, 6, 8]",3,True,CHO,ester
1245,2591,2-Propoxyethanol,CCCOCCO,21.69647645235128,3533.171762338505,-75.737,350,421,5,"[1, 6, 8]",3,True,CHO,ester
1246,2592,2-Octyne,CCCCCC#CC,21.240127112770782,3413.3521418543737,-59.97,310,438,8,"[1, 6]",2,True,CH,alkyne
1247,2593,"2,4-Hexadiyne",CC#CC#CC,21.278971723289597,3355.80823779536,-58.576,338,408,6,"[1, 6]",2,True,CH,alkyne
1248,2596,4-Methyldecane,CCCCCCC(C)CCC,23.820334890427123,5667.810903819751,0.915,340,460,11,"[1, 6]",2,True,CH,alkane
1249,2597,Pentyl methacrylate,CCCCCOC(=O)C(=C)C,24.10500348547398,5731.580997970221,0.0,339,456,9,"[1, 6, 8]",3,True,CHO,ester
1250,2599,"2-Ethyl-1,3-dimethylbenzene",CCC1=C(C=CC=C1C)C,20.346102398713988,3457.4926980870696,-71.15,342,496,10,"[1, 6]",2,True,CH,aromatic
1251,2607,"2,3-Dimethylnonane",CCCCCCC(C)C(C)C,23.74835608042013,5747.459624771508,10.269,336,460,11,"[1, 6]",2,True,CH,alkane
1252,2609,Methyl-(1-methyl-cyclohexyl) ketone,CC(=O)C1(CCCCC1)C,23.455306075634777,5430.020638681163,-4.168,375,459,9,"[1, 6, 8]",3,True,CHO,ketone
1254,2614,"2,4-Diisopropyl-phenol",CC(C)C1=CC(=C(C=C1)O)C(C)C,22.19047305820222,4885.263544455167,-69.321,395,528,12,"[1, 6, 8]",3,True,CHO,alcohol
1255,2617,4-Methylundecane,CCCCCCCC(C)CCC,24.56413895301699,6286.925378453804,1.933,360,480,12,"[1, 6]",2,True,CH,alkane
1256,2618,2-Acetoxypropionic acid ethyl ester,CCOC(=O)C(C)OC(=O)C,22.118632403300804,3981.565670422701,-78.058,309,454,7,"[1, 6, 8]",3,True,CHO,ester
1257,2619,Pentyl acrylate,CCCCCOC(=O)C=C,23.804585208391043,5402.539285596279,0.0,325,440,8,"[1, 6, 8]",3,True,CHO,ester
1258,2626,Methyl hydroperoxide,COO,24.159183312712127,4521.1534611149245,-0.696,243,323,1,"[1, 6, 8]",3,True,CHO,ester
1259,2627,Ethyl hydroperoxide,CCOO,25.23379977561245,5130.159587190734,0.0,253,363,2,"[1, 6, 8]",3,True,CHO,ester
1260,2629,5-Ethenylbicyclo[2.2.1]hept-2-ene,C=CC1CC2CC1C=C2,20.235992779567013,2946.6043279939227,-75.877,335,410,9,"[1, 6]",2,True,CH,alkene
1261,2630,"Bicyclo[4.3.0]nona-3,7-diene",C1C=CCC2C1CC=C2,22.724258334460096,4679.117706249595,-14.118,338,372,9,"[1, 6]",2,True,CH,alkene
1262,2631,"2,3,4-Trimethyl-3-pentanol",CC(C)C(C)(C(C)C)O,23.58146471287992,5183.119044329597,-0.15,324,446,8,"[1, 6, 8]",3,True,CHO,alcohol
1263,2632,"1,1,3-Trimethylcyclohexane",CC1CCCC(C1)(C)C,20.64624436558576,3214.238398522806,-57.31,327,411,9,"[1, 6]",2,True,CH,alkane
1264,2633,1-Propylcyclopentene,CCCC1=CCCC1,20.71520678912093,3096.3161081553026,-67.347,344,405,8,"[1, 6]",2,True,CH,alkene
1265,2634,"2,3-Dimethylheptane",CCCCC(C)C(C)C,20.78244227383636,3225.921715284658,-65.15,310,441,9,"[1, 6]",2,True,CH,alkane
1266,2635,4-Ethyl-2-methylhexane,CCC(CC)CC(C)C,20.780830464271265,3172.5017411271965,-64.15,305,434,9,"[1, 6]",2,True,CH,alkane
1267,2636,3-Ethyl-3-methylhexane,CCCC(C)(CC)CC,20.679286461670227,3199.9025037338256,-64.15,309,442,9,"[1, 6]",2,True,CH,alkane
1268,2637,3-Ethyl-4-methylhexane,CCC(C)C(CC)CC,20.80846148538719,3243.1911034821137,-64.15,310,441,9,"[1, 6]",2,True,CH,alkane
1269,2640,"1,4-Diamino-cyclohexane",C1CC(CCC1N)N,22.29956953990828,4598.980837258124,-43.4,383,473,6,"[1, 6, 7]",3,True,CHN,amine
1270,2643,"1,3,5-Hexatriyne",C#CC#CC#C,22.222179654932745,3779.9236886590256,0.0,253,263,6,"[1, 6]",2,True,CH,alkyne
1271,2646,Benzyl isocyanate,C1=CC=C(C=C1)CN=C=O,21.41196903826093,5085.475620876092,0.0,333,393,8,"[1, 6, 7, 8]",4,True,CHON,aromatic
1272,2648,tert-Butylcyclohexane,CC(C)(C)C1CCCCC1,20.691628317768675,3465.8787129957536,-66.588,357,446,10,"[1, 6]",2,True,CH,alkane
1273,2649,4-Propylheptane,CCCC(CCC)CCC,20.889051963641982,3358.780875150415,-71.95,325,459,10,"[1, 6]",2,True,CH,alkane
1274,2650,"3-(1,1-Dimethylethyl)-2,2-dimethylpentane",CCC(C(C)(C)C)C(C)(C)C,19.6850302185154,3011.873405039932,-84.0,453,453,11,"[1, 6]",2,True,CH,alkane
1275,2652,2-Butylphenol,CCCCC1=CC=CC=C1O,20.59240992611156,3552.552621066236,-116.681,382,520,10,"[1, 6, 8]",3,True,CHO,alcohol
1276,2654,2-Methyloctane,CCCCCCC(C)C,20.807540451349997,3223.388871682365,-69.15,313,444,9,"[1, 6]",2,True,CH,alkane
1278,2659,2-Ethylheptanoic acid,CCCCCC(CC)C(=O)O,26.26098298559709,7630.766998182268,0.0,386,475,9,"[1, 6, 8]",3,True,CHO,carboxylic_acid
1279,2662,trans-Hexahydroindane,C1CC[C@@H]2CCC[C@H]2C1,20.679931185496265,3390.5772726995697,-63.819,361,479,9,"[1, 6]",2,True,CH,alkane
1280,2664,Cyclonona,C1CCCCC(=O)CCC1,20.4197851216898,3710.661929061765,-78.15,333,413,9,"[1, 6, 8]",3,True,CHO,ketone
1281,2669,1-Octen-3-ol,CCCCCC(C=C)O,20.48476407301409,2907.6883373372298,-124.311,388,448,8,"[1, 6, 8]",3,True,CHO,alcohol
1282,2670,4-Hydroxy-3-methyl-2-buta,CC(CO)C(=O)C,22.84143688984256,4398.080287894393,-72.831,382,463,5,"[1, 6, 8]",3,True,CHO,ketone
1283,2671,3-Methyl-1-hexene,CCCC(C)C=C,20.77885024109129,2811.916915564329,-53.15,266,381,7,"[1, 6]",2,True,CH,alkene
1284,2672,"2-Ethyl-1,3-butadiene",CCC(=C)C=C,24.12344719206886,3692.9089979947807,-55.0,348,348,6,"[1, 6]",2,True,CH,alkene
1285,2673,2-Ethyl-3-methyl-1-pentene,CCC(C)C(=C)CC,20.79828405927616,3036.649220640548,-58.15,288,411,8,"[1, 6]",2,True,CH,alkene
1286,2674,2-Ethyl-1-pentene,CCCC(=C)CC,20.734203116138133,2891.356101272624,-53.15,273,392,7,"[1, 6]",2,True,CH,alkene
1287,2675,"2,3-Dimethyl-1-pentene",CCC(C)C(=C)C,20.776363449190853,2814.680017675922,-53.15,267,381,7,"[1, 6]",2,True,CH,alkene
1288,2676,"3,3-Dimethyl-1-pentene",CCC(C)(C)C=C,20.808254252728823,2761.26004351846,-53.15,262,374,7,"[1, 6]",2,True,CH,alkene
1289,2677,"3,3-Dimethyl-1-hexene",CCCC(C)(C)C=C,20.83240837035433,2968.7229603972232,-58.15,282,402,8,"[1, 6]",2,True,CH,alkene
1290,2678,"2,5-Dimethyl-2-hexene",CC(C)CC=C(C)C,20.795313724506197,3044.0174929381287,-58.15,289,412,8,"[1, 6]",2,True,CH,alkene
1291,2679,2-Ethyl-4-methyl-1-pentene,CCC(=C)CC(C)C,20.8086226663437,3019.610090952392,-58.15,287,409,8,"[1, 6]",2,True,CH,alkene
1292,2681,2-(4-Isopropyl-phenyl)-2-propanol,CC(C)C1=CC=C(C=C1)C(C)(C)O,29.532956402741632,8543.051212026508,0.0,322,340,12,"[1, 6, 8]",3,True,CHO,alcohol
1293,2683,1-Nonyne,CCCCCCCC#C,21.409735530720724,3610.897824737612,-58.622,362,424,9,"[1, 6]",2,True,CH,alkyne
1294,2684,4-Ethylstyrene,CCC1=CC=C(C=C1)C=C,24.5638396169549,6587.263065058482,40.023,300,465,10,"[1, 6]",2,True,CH,aromatic
1295,2690,"Butanenitrile, 4-oxa",C(CC#N)C=O,20.780830464271265,4356.490995944735,0.0,331,434,4,"[1, 6, 7, 8]",4,True,CHON,aldehyde
1296,2691,"2,2,5-Trimethylhexane",CC(C)CCC(C)(C)C,20.66275390070253,3069.023567048044,-61.34,293,424,9,"[1, 6]",2,True,CH,alkane
1297,2692,5-Methyl-1-hexene,CC(C)CCC=C,20.772310899427183,2822.9693240107003,-53.15,313,393,7,"[1, 6]",2,True,CH,alkene
1298,2697,2-Methylene-butanoic acid,CCC(=C)C(=O)O,21.51719717701076,3435.687217256416,-109.15,356,456,5,"[1, 6, 8]",3,True,CHO,carboxylic_acid
1299,2700,"1-Hydroxy-2,2,6,6-tetramethyl-4-oxopiperidine",CC1(CC(=O)CC(N1O)(C)C)C,34.22707545087208,10218.246339562282,0.0,288,329,9,"[1, 6, 7, 8]",4,True,CHON,ketone
1300,2706,(Z)-4-Methyl-2-hexene,CCC(C)/C=C\C,20.767682703390268,2830.7981133268804,-53.15,268,384,7,"[1, 6]",2,True,CH,alkene
1301,2707,(E)-4-Methyl-2-hexene,CCC(C)/C=C/C,20.76231768012359,2840.6992292267546,-53.15,269,385,7,"[1, 6]",2,True,CH,alkene
1302,2709,"1,7-Octadiene",C=CCCCCC=C,20.32659950297633,2782.9204614882547,-74.562,309,420,8,"[1, 6]",2,True,CH,alkene
1303,2711,"2,5-Dimethyl-2-hexanol",CC(C)CCC(C)(C)O,19.875223747196703,2316.40060355201,-148.15,337,428,8,"[1, 6, 8]",3,True,CHO,alcohol
1304,2713,Pentylcyclopentane,CCCCCC1CCCC1,20.87592722861192,3547.3625942666267,-74.35,341,483,10,"[1, 6]",2,True,CH,alkane
1305,2714,4-Methyl-4-penten-2-one,CC(=C)CC(=O)C,21.107221901203168,3183.54033406301,-62.359,305,400,6,"[1, 6, 8]",3,True,CHO,ketone
1306,2715,Isobutyl levulinate,CC(C)COC(=O)CCC(=O)C,21.92316595475654,4398.550015253364,-79.949,338,503,9,"[1, 6, 8]",3,True,CHO,ester
1307,2717,4-Methyl-1-hexene,CCC(C)CC=C,20.765541299253783,2834.021732457072,-53.15,268,384,7,"[1, 6]",2,True,CH,alkene
1308,2721,Methyl 3-methoxypropanoate,COCCC(=O)OC,19.69748720386849,2418.570909298342,-119.881,313,418,5,"[1, 6, 8]",3,True,CHO,ester
1309,2725,"Methacrylamide, N-methyl-",CC(=C)C(=O)NC,22.283934987126848,4345.171487627576,-84.507,356,489,5,"[1, 6, 7, 8]",4,True,CHON,amide
1310,2726,"1,4-Bis(ethenyloxy) butane",C=COCCCCOC=C,23.61264171503906,4909.871271343994,-33.952,333,440,8,"[1, 6, 8]",3,True,CHO,ester
1311,2727,(E)-3-Methyl-3-hexene,CC/C=C(\C)/CC,20.771919459961374,2879.8201499567235,-55.221,274,391,7,"[1, 6]",2,True,CH,alkene
1312,2729,2-Butyl-1-octanol,CCCCCCC(CCCC)CO,17.90259909802871,1998.643860718832,-213.15,403,525,12,"[1, 6, 8]",3,True,CHO,alcohol
1313,2733,"2,4,5-Trimethylstyrene",CC1=CC(=C(C=C1C)C=C)C,20.79856036948732,3637.418999838717,-98.135,352,472,11,"[1, 6]",2,True,CH,aromatic
1314,2734,1-Hexyl-1-cyclohexanol,CCCCCCC1(CCCCC1)O,21.044038966251414,4107.945355836771,-87.915,380,491,12,"[1, 6, 8]",3,True,CHO,alcohol
1315,2736,2-Ethyl-3-phenyl-1-propanol,CC[C@@H](CC1=CC=CC=C1)CO,24.963545363247736,6053.229109610559,-63.009,353,393,11,"[1, 6, 8]",3,True,CHO,alcohol
1316,2737,"3-Ethyl-2,4-dimethyl-3-pentanol",CCC(C(C)C)(C(C)C)O,18.045819890812936,1810.292400111919,-173.35,369,451,9,"[1, 6, 8]",3,True,CHO,alcohol
1317,2738,"2,2,5-Trimethyl-3-hexanol",CC(C)CC(C(C)(C)C)O,25.62523924142144,6108.758251713204,-0.15,331,433,9,"[1, 6, 8]",3,True,CHO,alcohol
1318,2739,"2,2-Dimethyl-3-pentanol",CCC(C(C)(C)C)O,18.823633135226324,1904.237871906076,-148.15,318,412,7,"[1, 6, 8]",3,True,CHO,alcohol
1319,2740,4-tert-Butyl pyridine,CC(C)(C)C1=CC=NC=C1,25.139577993607134,6242.865412699363,0.0,283,304,9,"[1, 6, 7]",3,True,CHN,aromatic
1320,2741,"2-Ethyl-1,3,5-trimethylbenzene",CCC1=C(C=C(C=C1C)C)C,21.0156480920548,3797.24603631362,-83.21,361,469,11,"[1, 6]",2,True,CH,aromatic
1321,2743,"(2,3-Epoxypropyl)-isopropyl ether",CC(C)OC[C@H]1CO1,31.56475748879957,5309.76122444427,0.0,285,311,6,"[1, 6, 8]",3,True,CHO,ester
1322,2744,"3,3-Dimethylheptane",CCCCC(C)(C)CC,20.63830044701493,3143.9496859740707,-65.15,306,438,9,"[1, 6]",2,True,CH,alkane
1323,2745,"2,4,4-Trimethylheptane",CCCC(C)(C)CC(C)C,20.68992440479986,3265.986695902755,-67.75,317,453,10,"[1, 6]",2,True,CH,alkane
1324,2746,"2,3,6-Trimethylheptane",CC(C)CCC(C)C(C)C,20.749929772323284,3301.216247825564,-71.25,322,457,10,"[1, 6]",2,True,CH,alkane
1325,2747,"2,4-Dimethyloctane",CCCCC(C)CC(C)C,20.83001368185761,3315.262016892827,-72.75,323,457,10,"[1, 6]",2,True,CH,alkane
1326,2748,3-Ethyl-1-pentene,CCC(CC)C=C,20.77774500024665,2813.528725129425,-53.15,267,381,7,"[1, 6]",2,True,CH,alkene
1327,2749,(E)-2-Hexene,CCC/C=C/C,20.765449195850064,2701.715193013634,-48.62,254,364,6,"[1, 6]",2,True,CH,alkene
1328,2750,Diisobutyl tartrate,CC(C)COC(=O)[C@@H]([C@H](C(=O)OCC(C)C)O)O,22.68177563949436,6179.318669302913,-43.373,390,598,12,"[1, 6, 8]",3,True,CHO,ester
1329,2751,N-Acetyl-L-leucine ethyl ester,CCOC(=O)[C@H](CC(C)C)NC(=O)C,28.28564605786676,8993.897373234744,0.0,396,476,10,"[1, 6, 7, 8]",4,True,CHON,ester
1330,2754,"Dihydro-3-methyl-2,5-furandione",C[C@H]1CC(=O)OC1=O,22.535929899704115,5190.747508742687,-48.778,342,520,5,"[1, 6, 8]",3,True,CHO,ether
1331,2755,"Propanoic acid, 3-cyano-, methyl ester",COC(=O)CCC#N,20.205184191022752,4043.3394232975447,0.0,294,411,5,"[1, 6, 7, 8]",4,True,CHON,ester
1332,2756,"3,3-Dimethyloctane",CCCCCC(C)(C)CC,20.75515664048438,3356.248031548121,-70.65,326,463,10,"[1, 6]",2,True,CH,alkane
1333,2760,"2,5-Dimethyl-2H-tetrazole",CC1=NN(N=N1)C,24.078109291587808,5416.29953411201,0.114,315,373,3,"[1, 6, 7]",3,True,CHN,aromatic
1334,2762,"2,3-Dimethyl-3-hexanol",CCCC(C)(C(C)C)O,24.692692278758848,5678.174839323317,-0.15,332,434,8,"[1, 6, 8]",3,True,CHO,alcohol
1335,2763,Isobutylphenol,CC(C)CC1=CC=CC=C1O,24.54627089269536,6375.475893375075,-20.832,345,510,10,"[1, 6, 8]",3,True,CHO,alcohol
1336,2764,trans-Anethol,C/C=C/C1=CC=C(C=C1)OC,30.43768813748085,8268.074197636068,-19.541,293,363,10,"[1, 6, 8]",3,True,CHO,ester
1337,2765,Dipropyl-d-tartrate,CCCOC(=O)[C@H]([C@@H](C(=O)OCCC)O)O,23.78473692488944,6532.783901758244,-42.892,389,576,10,"[1, 6, 8]",3,True,CHO,ester
1338,2768,3-Methoxy-propanoic acid butyl ester,CCCCOC(=O)CCOC,24.63777562429094,6166.286037676567,1.367,323,413,8,"[1, 6, 8]",3,True,CHO,ester
1339,2770,"2,2-Dimethyl-3-hexanol",CCCC(C(C)(C)C)O,23.491433635743856,5132.462172283728,-0.15,323,432,8,"[1, 6, 8]",3,True,CHO,alcohol
1340,2771,"3,5-Dimethyl-3-hexanol",CCC(C)(CC(C)C)O,24.075829732345746,5335.089660467204,-0.15,324,428,8,"[1, 6, 8]",3,True,CHO,alcohol
1341,2774,2-Methoxy-6-methyl-4H-pyran-2-one,CC1=CC(=O)C=C(O1)OC,27.659365938423303,8754.07392545904,0.0,370,384,7,"[1, 6, 8]",3,True,CHO,ester
1342,2775,3-Ethyl-6-tert-butylphenol,CCC1=CC(=C(C=C1)C(C)(C)C)O,22.618523626989813,5165.131249583128,-64.479,415,530,12,"[1, 6, 8]",3,True,CHO,alcohol
1343,2780,"Tricyclo[2.2.1.0(2,6)]heptane",C1C2CC3C1C3C2,21.197229952488307,2996.0707635467134,-61.257,302,337,7,"[1, 6]",2,True,CH,alkane
1344,2786,1-Hexylcyclopentene,CCCCCCC1=CCCC1,20.66673737291341,3499.2592890888886,-92.706,407,476,11,"[1, 6]",2,True,CH,alkene
1345,2788,Hexylcyclohexane,CCCCCCC1CCCCC1,20.90839367842313,3870.645541322991,-85.35,376,530,12,"[1, 6]",2,True,CH,alkane
1346,2789,Pentylcyclohexane,CCCCCC1CCCCC1,20.888130929604785,3728.1155240666594,-78.15,359,508,11,"[1, 6]",2,True,CH,alkane
1347,2790,"1,3-Dihydroxy-5-ethylbenzene",CCC1=CC(=CC(=C1)O)O,21.29707004212053,4265.308626262171,-143.42,408,479,8,"[1, 6, 8]",3,True,CHO,alcohol
1348,2793,"2-Heptyl-1,3-dioxane",CCCCCCCC1OCCCO1,27.4189530288638,7460.375701300709,0.0,318,453,11,"[1, 6, 8]",3,True,CHO,ester
1349,2799,"1,2,3-Butanetriol",CC(C(CO)O)O,27.03204965568801,8433.312309079507,5.856,375,537,4,"[1, 6, 8]",3,True,CHO,alcohol
1350,2800,2-Isobutoxyethanol,CC(C)COCCO,22.37992975965377,4048.902468882218,-59.859,344,432,6,"[1, 6, 8]",3,True,CHO,ester
1351,2809,Hexylcyclopentane,CCCCCCC1CCCC1,20.90678186885804,3702.556829534426,-81.55,360,507,11,"[1, 6]",2,True,CH,alkane
1352,2810,Ethylene glycol mono(2-ethylbutyl) ether,CCC(CC)COCCO,23.556550742173727,5154.553173665913,-41.06,293,470,8,"[1, 6, 8]",3,True,CHO,ester
1353,2811,"2-Hexyl-1,3-dioxepane",CCCCCCC1OCCCCO1,26.496974931778052,7349.789447039484,0.0,328,368,11,"[1, 6, 8]",3,True,CHO,ester
1354,2812,2-Hydroxybutyro-nitrile,CC[C@@H](C#N)O,26.233858533201623,6521.4666960261775,-8.486,314,482,4,"[1, 6, 7, 8]",4,True,CHON,alcohol
1355,2814,"1,4-Dioxan-2,6-dione",C1C(=O)OC(=O)CO1,23.37126171974049,5473.300028089078,-51.538,376,513,4,"[1, 6, 8]",3,True,CHO,ester
1356,2815,4-Propyl-3-heptene,CCCC(=CCC)CCC,20.34244128841613,3199.9738838717085,-76.12,333,372,10,"[1, 6]",2,True,CH,alkene
1357,2816,(+)-2-Carene,CC1=C[C@H]2[C@H](C2(C)C)CC1,20.15498783599548,3269.426758031688,-71.288,293,370,10,"[1, 6]",2,True,CH,alkene
1358,2817,Neopentyl acrylate,CC(C)(C)COC(=O)C=C,25.48427498202834,5688.223320669144,0.0,302,324,8,"[1, 6, 8]",3,True,CHO,ester
1359,2818,2-Methyl-3-buten-1-ol,CC(CO)C=C,22.56485036847212,3602.4588503717887,-75.952,311,404,5,"[1, 6, 8]",3,True,CHO,alcohol
1360,2822,"Ethenamine, N-methyl-N-nitroso-",CN(C=C)N=O,19.92261094841052,2830.811928837438,-77.161,273,321,3,"[1, 6, 7, 8]",4,True,CHON,alkene
1361,2823,cis-Hexahydroindane,C1CC[C@H]2CCC[C@H]2C1,20.686286320352927,3433.957975851577,-66.102,365,463,9,"[1, 6]",2,True,CH,alkane
