"standard_relation","standard_value","standard_type","pchembl_value","assay_chembl_id","target_chembl_id","canonical_smiles","compound_chembl_id"
"=",24.2,"Ki",7.62,"CHEMBL3707859","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)c5ccnc6ccccc56","CHEMBL3695393"
"=",8.4,"Ki",8.08,"CHEMBL3707859","CHEMBL224","CN1CCN(CC1)c2ccc(cc2)C(=O)N[C@@H]3CC[C@@H](CCN4CCC(CC4)c5cccc6OCCc56)CC3","CHEMBL3695397"
"=",35.9,"Ki",7.45,"CHEMBL3707859","CHEMBL224","CS(=O)(=O)CC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1","CHEMBL3695368"
"=",55.2,"Ki",7.26,"CHEMBL3707859","CHEMBL224","FC(F)(F)C(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1","CHEMBL3695396"
"=",19.5,"Ki",7.71,"CHEMBL3707859","CHEMBL224","CN(C)S(=O)(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1","CHEMBL3695404"
"=",42.8,"Ki",7.37,"CHEMBL3707859","CHEMBL224","CC(C)(C)Oc1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2","CHEMBL3695441"
"=",93.4,"Ki",7.03,"CHEMBL3707859","CHEMBL224","CCCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1","CHEMBL3695426"
"=",11.6,"Ki",7.94,"CHEMBL3707859","CHEMBL224","Fc1ccc(C2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)C4CCOCC4)CC2)c5ccoc15","CHEMBL3695418"
"=",17.6,"Ki",7.75,"CHEMBL3707859","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)c5ccc(cc5)N6CCOCC6","CHEMBL3695386"
"=",4.2,"Ki",8.38,"CHEMBL3707859","CHEMBL224","COCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4occc34)CC1","CHEMBL3695363"
"=",30.9,"Ki",7.51,"CHEMBL3707859","CHEMBL224","Fc1ccc(C2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)CC4CCOCC4)CC2)c5ccoc15","CHEMBL3695419"
"=",7.1,"Ki",8.15,"CHEMBL3707859","CHEMBL224","COCCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4occc34)CC1","CHEMBL3695355"
"=",69.9,"Ki",7.16,"CHEMBL3707859","CHEMBL224","COC(CC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)OC","CHEMBL3695435"
"=",30.4,"Ki",7.52,"CHEMBL3707859","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3cccc4OCCc34)CC1)c5ccc(cc5)n6cccc6","CHEMBL3695443"
"=",32.5,"Ki",7.49,"CHEMBL3707859","CHEMBL224","O=C(C[C@@H]1CCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2","CHEMBL3695385"
"=",25.4,"Ki",7.59,"CHEMBL3707859","CHEMBL224","Cc1ccc(cn1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2","CHEMBL3695395"
"=",12.3,"Ki",7.91,"CHEMBL3707859","CHEMBL224","OC1(CCC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2","CHEMBL3695392"
"=",22.3,"Ki",7.65,"CHEMBL3707859","CHEMBL224","O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2","CHEMBL3695369"
"=",31.5,"Ki",7.5,"CHEMBL3707859","CHEMBL224","Clc1ccc(C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4cccc5OCCc45)CC2)c(Cl)c1","CHEMBL3695442"
"=",28.47,"Ki",7.55,"CHEMBL3707798","CHEMBL224","CCCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697969"
"=",6.89,"Ki",8.16,"CHEMBL3707798","CHEMBL224","CO[C@@H](C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697976"
"=",11.78,"Ki",7.93,"CHEMBL3707798","CHEMBL224","O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697953"
"=",12.43,"Ki",7.91,"CHEMBL3707798","CHEMBL224","OCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697960"
"=",16.03,"Ki",7.79,"CHEMBL3707798","CHEMBL224","CN1CCN(CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)CC1","CHEMBL3698011"
"=",7.78,"Ki",8.11,"CHEMBL3707798","CHEMBL224","O=C(C[C@H]1COCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697954"
"=",26.76,"Ki",7.57,"CHEMBL3707798","CHEMBL224","FC1(F)CC1C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697970"
"=",23.75,"Ki",7.62,"CHEMBL3707798","CHEMBL224","ClC1CC(C1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3698010"
"=",6.41,"Ki",8.19,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)C5COc6ccccc6C5","CHEMBL3698000"
"=",57.32,"Ki",7.24,"CHEMBL3707798","CHEMBL224","Fc1ccc(cc1)S(=O)(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3698018"
"=",34.78,"Ki",7.46,"CHEMBL3707798","CHEMBL224","O=C(C[C@@H]1CCCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697980"
"=",64.1,"Ki",7.19,"CHEMBL3707798","CHEMBL224","O=S(=O)(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5ccccc5","CHEMBL3698017"
"=",51.6,"Ki",7.29,"CHEMBL3707798","CHEMBL224","O=C(Cc1ccc2OCOc2c1)N[C@@H]3CC[C@@H](CCN4CCN(CC4)c5cccc6OCOc56)CC3","CHEMBL3698001"
"=",24.31,"Ki",7.61,"CHEMBL3707798","CHEMBL224","COC(C)CC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697971"
"=",21.62,"Ki",7.67,"CHEMBL3707798","CHEMBL224","CN(C)S(=O)(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3698025"
"=",16.59,"Ki",7.78,"CHEMBL3707798","CHEMBL224","O=C(CC1CCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697956"
"=",24.97,"Ki",7.6,"CHEMBL3707798","CHEMBL224","OC[C@@H]1C[C@@H](CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)C1","CHEMBL3698023"
"=",15.63,"Ki",7.81,"CHEMBL3707798","CHEMBL224","CC1(COC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3698008"
"=",23.08,"Ki",7.64,"CHEMBL3707798","CHEMBL224","Cc1cc(CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)on1","CHEMBL3697963"
"=",12.32,"Ki",7.91,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)C5CCCO5","CHEMBL3697994"
"=",7.74,"Ki",8.11,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)C5CCOCC5","CHEMBL3697993"
"=",11.98,"Ki",7.92,"CHEMBL3707798","CHEMBL224","O=C(C[C@H]1CCCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697981"
"=",16.33,"Ki",7.79,"CHEMBL3707798","CHEMBL224","CC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697951"
"=",21.21,"Ki",7.67,"CHEMBL3707798","CHEMBL224","COCCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697952"
"=",11.78,"Ki",7.93,"CHEMBL3707798","CHEMBL224","O=C(CC1COCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697953"
"=",7.78,"Ki",8.11,"CHEMBL3707798","CHEMBL224","O=C(C[C@H]1COCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697954"
"=",12.26,"Ki",7.91,"CHEMBL3707798","CHEMBL224","O=C(C[C@@H]1COCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697955"
"=",16.59,"Ki",7.78,"CHEMBL3707798","CHEMBL224","O=C(CC1CCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697956"
"=",13.63,"Ki",7.87,"CHEMBL3707798","CHEMBL224","CCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697957"
"=",12.41,"Ki",7.91,"CHEMBL3707798","CHEMBL224","O=C(CC1CC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697958"
"=",12.21,"Ki",7.91,"CHEMBL3707798","CHEMBL224","COCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697959"
"=",12.43,"Ki",7.91,"CHEMBL3707798","CHEMBL224","OCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697960"
"=",18.47,"Ki",7.73,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5ccccc5","CHEMBL3697961"
"=",20.96,"Ki",7.68,"CHEMBL3707798","CHEMBL224","COC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697962"
"=",23.08,"Ki",7.64,"CHEMBL3707798","CHEMBL224","Cc1cc(CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)on1","CHEMBL3697963"
"=",18.71,"Ki",7.73,"CHEMBL3707798","CHEMBL224","O=C(CC#N)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697964"
"=",16.63,"Ki",7.78,"CHEMBL3707798","CHEMBL224","OC1(CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)CCCCC1","CHEMBL3697965"
"=",25.79,"Ki",7.59,"CHEMBL3707798","CHEMBL224","FC(F)(F)CC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697966"
"=",16.79,"Ki",7.78,"CHEMBL3707798","CHEMBL224","CC(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697967"
"=",24.64,"Ki",7.61,"CHEMBL3707798","CHEMBL224","CC(C)CC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697968"
"=",28.47,"Ki",7.55,"CHEMBL3707798","CHEMBL224","CCCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697969"
"=",26.76,"Ki",7.57,"CHEMBL3707798","CHEMBL224","FC1(F)CC1C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697970"
"=",24.31,"Ki",7.61,"CHEMBL3707798","CHEMBL224","COC(C)CC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697971"
"=",19.42,"Ki",7.71,"CHEMBL3707798","CHEMBL224","O=C(CC1COC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697972"
"=",27.01,"Ki",7.57,"CHEMBL3707798","CHEMBL224","CO[C@@H]1CC[C@@H](CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)C1","CHEMBL3697973"
"=",5.79,"Ki",8.24,"CHEMBL3707798","CHEMBL224","CC(C)(O)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697974"
"=",33.96,"Ki",7.47,"CHEMBL3707798","CHEMBL224","CO[C@H](C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697975"
"=",6.89,"Ki",8.16,"CHEMBL3707798","CHEMBL224","CO[C@@H](C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697976"
"=",22.44,"Ki",7.65,"CHEMBL3707798","CHEMBL224","CC(C)(O)CC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697977"
"=",25.53,"Ki",7.59,"CHEMBL3707798","CHEMBL224","OC1(CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)CCC1","CHEMBL3697978"
"=",7.77,"Ki",8.11,"CHEMBL3707798","CHEMBL224","OC1(CC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697979"
"=",34.78,"Ki",7.46,"CHEMBL3707798","CHEMBL224","O=C(C[C@@H]1CCCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697980"
"=",11.98,"Ki",7.92,"CHEMBL3707798","CHEMBL224","O=C(C[C@H]1CCCCO1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697981"
"=",26.23,"Ki",7.58,"CHEMBL3707798","CHEMBL224","O=C(C[C@@H]1CCCOC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697982"
"=",24.39,"Ki",7.61,"CHEMBL3707798","CHEMBL224","O=C(C[C@H]1CCCOC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697983"
"=",33.26,"Ki",7.48,"CHEMBL3707798","CHEMBL224","CS(=O)(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697984"
"=",5.98,"Ki",8.22,"CHEMBL3707798","CHEMBL224","OC1(CCC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697985"
"=",3.72,"Ki",8.43,"CHEMBL3707798","CHEMBL224","OC1(CCCC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697986"
"=",4.69,"Ki",8.33,"CHEMBL3707798","CHEMBL224","OC1(CCCCC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697987"
"=",25.84,"Ki",7.59,"CHEMBL3707798","CHEMBL224","CCC(O)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697988"
"=",34.73,"Ki",7.46,"CHEMBL3707798","CHEMBL224","CC(C)[C@@H](O)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697989"
"=",22.49,"Ki",7.65,"CHEMBL3707798","CHEMBL224","CC(C)[C@H](O)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697990"
"=",18.22,"Ki",7.74,"CHEMBL3707798","CHEMBL224","COC1(CCCCC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697991"
"=",8.78,"Ki",8.06,"CHEMBL3707798","CHEMBL224","C[C@@H](O)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3697992"
"=",7.74,"Ki",8.11,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)C5CCOCC5","CHEMBL3697993"
"=",12.32,"Ki",7.91,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)C5CCCO5","CHEMBL3697994"
"=",117.83,"Ki",6.93,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5ccc(cc5)N6CCOCC6","CHEMBL3697995"
"=",28.74,"Ki",7.54,"CHEMBL3707798","CHEMBL224","Fc1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3697996"
"=",13.88,"Ki",7.86,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5ccnc6ccccc56","CHEMBL3697997"
"=",11.42,"Ki",7.94,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5cccnc5","CHEMBL3697998"
"=",10.65,"Ki",7.97,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5ccc6OCCOc6c5","CHEMBL3697999"
"=",6.41,"Ki",8.19,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)C5COc6ccccc6C5","CHEMBL3698000"
"=",51.6,"Ki",7.29,"CHEMBL3707798","CHEMBL224","O=C(Cc1ccc2OCOc2c1)N[C@@H]3CC[C@@H](CCN4CCN(CC4)c5cccc6OCOc56)CC3","CHEMBL3698001"
"=",4.3,"Ki",8.37,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)C5CCS(=O)(=O)C5","CHEMBL3698002"
"=",26.37,"Ki",7.58,"CHEMBL3707798","CHEMBL224","O=C(CC1CCOCC1)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3698003"
"=",22.63,"Ki",7.64,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)C5CCC5","CHEMBL3698004"
"=",22.06,"Ki",7.66,"CHEMBL3707798","CHEMBL224","CS(=O)(=O)CC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3698005"
"=",29.79,"Ki",7.53,"CHEMBL3707798","CHEMBL224","CO[C@@H]1CC[C@@H](CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)CC1","CHEMBL3698006"
"=",15.29,"Ki",7.82,"CHEMBL3707798","CHEMBL224","CN1CCC(CC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3698007"
"=",15.63,"Ki",7.81,"CHEMBL3707798","CHEMBL224","CC1(COC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3698008"
"=",22.08,"Ki",7.66,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5ccc(cc5)C#N","CHEMBL3698009"
"=",23.75,"Ki",7.62,"CHEMBL3707798","CHEMBL224","ClC1CC(C1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3698010"
"=",16.03,"Ki",7.79,"CHEMBL3707798","CHEMBL224","CN1CCN(CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)CC1","CHEMBL3698011"
"=",6.27,"Ki",8.2,"CHEMBL3707798","CHEMBL224","COC1(CC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3698012"
"=",11.13,"Ki",7.95,"CHEMBL3707798","CHEMBL224","COC(C)(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3698013"
"=",24.14,"Ki",7.62,"CHEMBL3707798","CHEMBL224","CO[C@H](C(C)C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3698014"
"=",42.11,"Ki",7.38,"CHEMBL3707798","CHEMBL224","CO[C@@H](C(C)C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3698015"
"=",31.51,"Ki",7.5,"CHEMBL3707798","CHEMBL224","FC(F)(F)CS(=O)(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3698016"
"=",64.1,"Ki",7.19,"CHEMBL3707798","CHEMBL224","O=S(=O)(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)c5ccccc5","CHEMBL3698017"
"=",57.32,"Ki",7.24,"CHEMBL3707798","CHEMBL224","Fc1ccc(cc1)S(=O)(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3698018"
"=",67.97,"Ki",7.17,"CHEMBL3707798","CHEMBL224","Cn1cnc(c1)S(=O)(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2","CHEMBL3698019"
"=",35.5,"Ki",7.45,"CHEMBL3707798","CHEMBL224","FC(F)(F)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3698020"
"=",28.75,"Ki",7.54,"CHEMBL3707798","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)N5CCc6ccccc56","CHEMBL3639968"
"=",45.33,"Ki",7.34,"CHEMBL3707798","CHEMBL224","CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3698021"
"=",31.29,"Ki",7.5,"CHEMBL3707798","CHEMBL224","FCC(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3698022"
"=",24.97,"Ki",7.6,"CHEMBL3707798","CHEMBL224","OC[C@@H]1C[C@@H](CC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)C1","CHEMBL3698023"
"=",58.75,"Ki",7.23,"CHEMBL3707798","CHEMBL224","Clc1ccc(NC(=O)N[C@@H]2CC[C@@H](CCN3CCN(CC3)c4cccc5OCOc45)CC2)cc1","CHEMBL3698024"
"=",21.62,"Ki",7.67,"CHEMBL3707798","CHEMBL224","CN(C)S(=O)(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1","CHEMBL3698025"
"=",32.65,"Ki",7.49,"CHEMBL3707798","CHEMBL224","O=S(=O)(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc4OCOc34)CC1)N5CCOCC5","CHEMBL3698026"
"=",8.2,"Ki",8.09,"CHEMBL3707804","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)c5cnc(cn5)N6CCOCC6","CHEMBL3676912"
"=",2.69,"Ki",8.57,"CHEMBL3707804","CHEMBL224","CC(C)Cc1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2","CHEMBL3676925"
"=",12.76,"Ki",7.89,"CHEMBL3707804","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)c5ccc(cc5)c6cccnc6","CHEMBL3676909"
"=",9.69,"Ki",8.01,"CHEMBL3707804","CHEMBL224","O[C@@H](CC(=N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)O)C(F)(F)F","CHEMBL3959508"
"=",9.68,"Ki",8.01,"CHEMBL3707804","CHEMBL224","CC(=CC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)C","CHEMBL3676898"
"=",11.18,"Ki",7.95,"CHEMBL3707804","CHEMBL224","FC(F)(F)C1CCC(CC1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2","CHEMBL3676924"
"=",13.4,"Ki",7.87,"CHEMBL3707804","CHEMBL224","O=CN[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1","CHEMBL3676901"
"=",4.7,"Ki",8.33,"CHEMBL3707804","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)C5CCCOC5","CHEMBL3676871"
"=",5.66,"Ki",8.25,"CHEMBL3707804","CHEMBL224","Fc1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2","CHEMBL3676869"
"=",2.53,"Ki",8.6,"CHEMBL3707804","CHEMBL224","CCc1ccc(cc1)C(=O)N[C@@H]2CC[C@@H](CCN3CCC(CC3)c4coc5ccccc45)CC2","CHEMBL3676926"
"=",5.81,"Ki",8.24,"CHEMBL3707804","CHEMBL224","O=C(N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1)c5ccc(cc5)C6CCCCC6","CHEMBL3676927"
"=",13.04,"Ki",7.88,"CHEMBL3707804","CHEMBL224","CCCCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1","CHEMBL3676902"
"=",4.92,"Ki",8.31,"CHEMBL3707804","CHEMBL224","OCC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1","CHEMBL3676856"
"=",8.06,"Ki",8.09,"CHEMBL3707804","CHEMBL224","FC(F)(F)CC(=O)N[C@@H]1CC[C@@H](CCN2CCC(CC2)c3coc4ccccc34)CC1","CHEMBL3676857"
